,Course_ID,Year,Course_Duration,Course_Digit,Number_Ressources,Number_Video,Number_Quiz,Number_Exam,Basic_Sequence,Advanced_Sequence
2487,598,2015,6,2,2,0,2,0,Quizz-Quizz,Quizz Duration: 1H-Quizz Duration: 1H
2488,599,2015,15,2,2,1,1,0,Video-Quizz,Video Duration: 1H-Quizz Duration: 1H
2489,600,2015,46,17,13,7,5,1,Quizz-Video-Video-Video-Video-Video-Exam-Quizz-Quizz-Quizz-Quizz-Video-Video,Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H-Video Duration: 4H-Video Duration: 1H-Video Duration: 2H-Exam Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H
2490,601,2015,50,26,13,9,3,1,Video-Video-Quizz-Video-Quizz-Video-Video-Video-Exam-Video-Video-Video-Quizz,Video Duration: 4H-Video Duration: 1H-Quizz Duration: 2H-Video Duration: 2H-Quizz Duration: 2H-Video Duration: 2H-Video Duration: 3H-Video Duration: 1H-Exam Duration: 3H-Video Duration: 3H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H
2491,602,2015,13,7,5,2,2,1,Exam-Quizz-Video-Video-Quizz,Exam Duration: 1H-Quizz Duration: 2H-Video Duration: 2H-Video Duration: 1H-Quizz Duration: 1H
2492,603,2015,36,13,8,2,6,0,Video-Quizz-Quizz-Quizz-Quizz-Quizz-Video-Quizz,Video Duration: 3H-Quizz Duration: 1H-Quizz Duration: 2H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 3H-Quizz Duration: 1H
2493,604,2015,13,9,7,3,3,1,Exam-Video-Video-Quizz-Quizz-Video-Quizz,Exam Duration: 1H-Video Duration: 1H-Video Duration: 2H-Quizz Duration: 2H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H
2494,605,2015,9,2,2,1,1,0,Video-Quizz,Video Duration: 1H-Quizz Duration: 1H
2495,606,2015,12,3,3,1,2,0,Video-Quizz-Quizz,Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
2496,607,2015,21,9,8,2,4,2,Exam-Quizz-Quizz-Exam-Video-Quizz-Video-Quizz,Exam Duration: 1H-Quizz Duration: 2H-Quizz Duration: 1H-Exam Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H
2497,608,2015,5,3,3,1,2,0,Video-Quizz-Quizz,Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
2498,609,2015,15,6,4,2,2,0,Video-Video-Quizz-Quizz,Video Duration: 2H-Video Duration: 2H-Quizz Duration: 1H-Quizz Duration: 1H
2499,610,2015,14,4,3,1,2,0,Quizz-Video-Quizz,Quizz Duration: 1H-Video Duration: 2H-Quizz Duration: 1H
2500,611,2015,15,6,4,1,2,1,Quizz-Video-Quizz-Exam,Quizz Duration: 1H-Video Duration: 2H-Quizz Duration: 2H-Exam Duration: 1H
2501,612,2015,14,7,4,1,3,0,Video-Quizz-Quizz-Quizz,Video Duration: 3H-Quizz Duration: 2H-Quizz Duration: 1H-Quizz Duration: 1H
2502,613,2015,19,8,8,3,5,0,Video-Quizz-Video-Quizz-Quizz-Video-Quizz-Quizz,Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
2503,614,2015,49,21,13,5,6,2,Video-Quizz-Quizz-Video-Quizz-Exam-Quizz-Exam-Video-Quizz-Video-Quizz-Video,Video Duration: 4H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 4H-Quizz Duration: 1H-Exam Duration: 1H-Quizz Duration: 1H-Exam Duration: 1H-Video Duration: 3H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H
2504,615,2015,10,3,3,1,2,0,Quizz-Quizz-Video,Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H
2505,616,2015,10,6,4,1,3,0,Quizz-Video-Quizz-Quizz,Quizz Duration: 1H-Video Duration: 3H-Quizz Duration: 1H-Quizz Duration: 1H
2506,617,2015,25,9,7,3,4,0,Quizz-Video-Quizz-Video-Video-Quizz-Quizz,Quizz Duration: 1H-Video Duration: 3H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
2507,618,2015,17,2,2,1,1,0,Quizz-Video,Quizz Duration: 1H-Video Duration: 1H
2508,619,2015,6,4,3,1,2,0,Video-Quizz-Quizz,Video Duration: 2H-Quizz Duration: 1H-Quizz Duration: 1H
2509,620,2015,33,11,10,4,5,1,Quizz-Video-Video-Video-Exam-Quizz-Video-Quizz-Quizz-Quizz,Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-Exam Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 2H-Quizz Duration: 1H-Quizz Duration: 1H
2510,621,2015,41,14,12,5,6,1,Video-Quizz-Video-Video-Video-Exam-Quizz-Quizz-Quizz-Quizz-Video-Quizz,Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-Exam Duration: 1H-Quizz Duration: 2H-Quizz Duration: 2H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H
2511,622,2015,10,1,1,0,1,0,Quizz,Quizz Duration: 1H
2512,623,2015,33,17,11,4,6,1,Exam-Video-Quizz-Quizz-Video-Quizz-Quizz-Quizz-Video-Quizz-Video,Exam Duration: 1H-Video Duration: 1H-Quizz Duration: 2H-Quizz Duration: 2H-Video Duration: 3H-Quizz Duration: 2H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 2H
2513,624,2015,20,3,2,1,1,0,Quizz-Video,Quizz Duration: 2H-Video Duration: 1H
2514,625,2015,34,1,1,0,1,0,Quizz,Quizz Duration: 1H
2515,626,2015,7,1,1,0,1,0,Quizz,Quizz Duration: 1H
2516,627,2015,15,3,3,1,2,0,Video-Quizz-Quizz,Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
2517,628,2015,15,7,6,2,2,2,Video-Quizz-Video-Exam-Exam-Quizz,Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Exam Duration: 1H-Exam Duration: 1H-Quizz Duration: 2H
2518,629,2015,16,9,7,2,4,1,Exam-Quizz-Video-Video-Quizz-Quizz-Quizz,Exam Duration: 2H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 2H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
2519,630,2015,26,9,7,3,3,1,Video-Exam-Quizz-Quizz-Video-Quizz-Video,Video Duration: 1H-Exam Duration: 1H-Quizz Duration: 2H-Quizz Duration: 2H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H
2520,631,2015,32,5,5,2,3,0,Video-Quizz-Video-Quizz-Quizz,Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
2521,632,2015,14,8,6,2,4,0,Video-Quizz-Quizz-Quizz-Video-Quizz,Video Duration: 3H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H
2522,633,2015,8,4,3,1,2,0,Quizz-Video-Quizz,Quizz Duration: 1H-Video Duration: 2H-Quizz Duration: 1H
2523,634,2015,53,11,9,3,5,1,Quizz-Video-Quizz-Video-Exam-Video-Quizz-Quizz-Quizz,Quizz Duration: 2H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Exam Duration: 2H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
2524,635,2015,33,18,15,7,7,1,Quizz-Quizz-Video-Exam-Video-Video-Quizz-Quizz-Video-Quizz-Video-Video-Quizz-Quizz-Video,Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Exam Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 2H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 2H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 2H
2525,636,2015,33,11,8,3,4,1,Video-Quizz-Exam-Video-Quizz-Quizz-Quizz-Video,Video Duration: 1H-Quizz Duration: 2H-Exam Duration: 2H-Video Duration: 1H-Quizz Duration: 2H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H
2526,637,2015,10,0,0,0,0,0,,
2527,638,2015,7,3,3,2,1,0,Quizz-Video-Video,Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H
2528,639,2015,30,14,10,4,4,2,Exam-Exam-Quizz-Video-Quizz-Video-Video-Quizz-Video-Quizz,Exam Duration: 1H-Exam Duration: 2H-Quizz Duration: 2H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 2H-Quizz Duration: 2H-Video Duration: 1H-Quizz Duration: 1H
2529,640,2015,46,23,19,7,11,1,Quizz-Video-Quizz-Video-Quizz-Video-Quizz-Video-Quizz-Quizz-Exam-Quizz-Quizz-Video-Video-Quizz-Quizz-Quizz-Video,Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Exam Duration: 3H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 2H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 2H
2530,641,2015,25,5,4,1,2,1,Exam-Quizz-Video-Quizz,Exam Duration: 1H-Quizz Duration: 2H-Video Duration: 1H-Quizz Duration: 1H
2531,642,2015,31,1,1,0,1,0,Quizz,Quizz Duration: 1H
2532,643,2015,6,0,0,0,0,0,,
2533,644,2015,9,3,2,1,1,0,Quizz-Video,Quizz Duration: 2H-Video Duration: 1H
2534,645,2015,11,7,6,1,5,0,Quizz-Quizz-Quizz-Video-Quizz-Quizz,Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 2H-Quizz Duration: 1H-Quizz Duration: 1H
2535,646,2015,10,2,2,1,1,0,Video-Quizz,Video Duration: 1H-Quizz Duration: 1H
2536,647,2015,15,10,9,5,3,1,Exam-Video-Quizz-Video-Video-Video-Quizz-Quizz-Video,Exam Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 2H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H
2537,648,2015,44,3,3,1,2,0,Quizz-Video-Quizz,Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H
2538,649,2015,21,5,3,1,2,0,Video-Quizz-Quizz,Video Duration: 3H-Quizz Duration: 1H-Quizz Duration: 1H
2539,650,2015,31,14,13,8,5,0,Video-Quizz-Video-Video-Video-Video-Quizz-Quizz-Video-Video-Video-Quizz-Quizz,Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 2H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
2540,651,2015,32,11,7,4,2,1,Video-Quizz-Video-Video-Exam-Quizz-Video,Video Duration: 1H-Quizz Duration: 2H-Video Duration: 2H-Video Duration: 1H-Exam Duration: 1H-Quizz Duration: 2H-Video Duration: 2H
2541,652,2015,29,8,6,1,4,1,Quizz-Quizz-Video-Quizz-Exam-Quizz,Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 3H-Quizz Duration: 1H-Exam Duration: 1H-Quizz Duration: 1H
2542,653,2015,28,15,13,4,7,2,Quizz-Video-Quizz-Quizz-Video-Video-Exam-Exam-Quizz-Quizz-Quizz-Video-Quizz,Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 2H-Exam Duration: 1H-Exam Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 2H
2543,654,2015,20,1,1,0,1,0,Quizz,Quizz Duration: 1H
2544,655,2015,28,1,1,0,1,0,Quizz,Quizz Duration: 1H
2545,656,2015,11,4,4,2,2,0,Quizz-Video-Video-Quizz,Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H
2546,657,2015,6,2,2,1,1,0,Quizz-Video,Quizz Duration: 1H-Video Duration: 1H
2547,658,2015,8,3,3,1,2,0,Video-Quizz-Quizz,Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
2548,659,2015,30,17,9,4,4,1,Quizz-Video-Video-Exam-Video-Quizz-Quizz-Quizz-Video,Quizz Duration: 2H-Video Duration: 4H-Video Duration: 4H-Exam Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 2H
2549,660,2015,25,6,5,4,1,0,Video-Video-Quizz-Video-Video,Video Duration: 1H-Video Duration: 1H-Quizz Duration: 2H-Video Duration: 1H-Video Duration: 1H
2550,661,2015,32,3,3,2,1,0,Video-Quizz-Video,Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H
2551,662,2015,20,7,5,3,1,1,Video-Video-Quizz-Video-Exam,Video Duration: 1H-Video Duration: 2H-Quizz Duration: 2H-Video Duration: 1H-Exam Duration: 1H
2552,663,2015,7,2,2,0,2,0,Quizz-Quizz,Quizz Duration: 1H-Quizz Duration: 1H
2553,664,2015,8,3,3,1,2,0,Quizz-Video-Quizz,Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H
2554,665,2015,11,4,3,1,2,0,Quizz-Video-Quizz,Quizz Duration: 1H-Video Duration: 2H-Quizz Duration: 1H
2555,666,2015,9,5,4,1,2,1,Quizz-Exam-Video-Quizz,Quizz Duration: 2H-Exam Duration: 1H-Video Duration: 1H-Quizz Duration: 1H
2556,667,2015,32,16,11,2,6,3,Quizz-Quizz-Quizz-Quizz-Video-Quizz-Quizz-Video-Exam-Exam-Exam,Quizz Duration: 1H-Quizz Duration: 2H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 2H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 4H-Exam Duration: 1H-Exam Duration: 1H-Exam Duration: 1H
2557,668,2015,35,3,3,1,2,0,Video-Quizz-Quizz,Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
2558,669,2015,9,2,2,1,1,0,Video-Quizz,Video Duration: 1H-Quizz Duration: 1H
2559,670,2015,42,25,21,9,11,1,Video-Quizz-Exam-Quizz-Quizz-Quizz-Quizz-Quizz-Video-Quizz-Video-Quizz-Video-Video-Video-Video-Quizz-Video-Video-Quizz-Quizz,Video Duration: 1H-Quizz Duration: 2H-Exam Duration: 3H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 2H-Quizz Duration: 1H
2560,671,2015,15,7,4,2,2,0,Video-Quizz-Video-Quizz,Video Duration: 3H-Quizz Duration: 2H-Video Duration: 1H-Quizz Duration: 1H
2561,672,2015,15,0,0,0,0,0,,
2562,673,2015,12,2,2,0,2,0,Quizz-Quizz,Quizz Duration: 1H-Quizz Duration: 1H
2563,674,2015,46,20,17,11,6,0,Video-Video-Video-Quizz-Video-Video-Quizz-Video-Video-Quizz-Video-Video-Quizz-Video-Quizz-Video-Quizz,Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 2H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 2H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 2H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H
2564,675,2015,6,3,3,1,2,0,Quizz-Video-Quizz,Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H
2565,676,2015,14,7,6,2,3,1,Video-Quizz-Quizz-Exam-Video-Quizz,Video Duration: 2H-Quizz Duration: 1H-Quizz Duration: 1H-Exam Duration: 1H-Video Duration: 1H-Quizz Duration: 1H
2566,677,2015,11,7,7,3,3,1,Video-Exam-Video-Video-Quizz-Quizz-Quizz,Video Duration: 1H-Exam Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
2567,678,2015,40,4,3,1,2,0,Video-Quizz-Quizz,Video Duration: 1H-Quizz Duration: 2H-Quizz Duration: 1H
2568,679,2015,25,14,8,3,3,2,Video-Quizz-Exam-Video-Exam-Quizz-Quizz-Video,Video Duration: 4H-Quizz Duration: 1H-Exam Duration: 1H-Video Duration: 3H-Exam Duration: 1H-Quizz Duration: 2H-Quizz Duration: 1H-Video Duration: 1H
2569,680,2015,9,4,4,2,2,0,Video-Quizz-Video-Quizz,Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H
2570,681,2015,26,13,11,6,4,1,Video-Video-Quizz-Video-Video-Quizz-Exam-Video-Quizz-Quizz-Video,Video Duration: 1H-Video Duration: 2H-Quizz Duration: 2H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Exam Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H
2571,682,2015,13,6,5,1,3,1,Exam-Video-Quizz-Quizz-Quizz,Exam Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 2H-Quizz Duration: 1H
2572,683,2015,9,4,3,1,2,0,Quizz-Video-Quizz,Quizz Duration: 2H-Video Duration: 1H-Quizz Duration: 1H
2573,684,2015,11,4,4,2,2,0,Quizz-Video-Video-Quizz,Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H
2574,685,2015,15,6,6,4,2,0,Video-Video-Video-Video-Quizz-Quizz,Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
2575,686,2015,24,2,2,1,1,0,Quizz-Video,Quizz Duration: 1H-Video Duration: 1H
2576,687,2015,27,2,2,1,1,0,Video-Quizz,Video Duration: 1H-Quizz Duration: 1H
2577,688,2015,8,4,3,1,2,0,Video-Quizz-Quizz,Video Duration: 2H-Quizz Duration: 1H-Quizz Duration: 1H
2578,689,2015,34,4,3,1,1,1,Exam-Video-Quizz,Exam Duration: 1H-Video Duration: 1H-Quizz Duration: 2H
2579,690,2015,35,3,3,1,2,0,Video-Quizz-Quizz,Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
2580,691,2015,35,14,8,2,5,1,Quizz-Quizz-Quizz-Exam-Quizz-Video-Video-Quizz,Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 2H-Exam Duration: 3H-Quizz Duration: 2H-Video Duration: 3H-Video Duration: 1H-Quizz Duration: 1H
2581,692,2015,32,4,3,1,2,0,Video-Quizz-Quizz,Video Duration: 2H-Quizz Duration: 1H-Quizz Duration: 1H
2582,693,2015,32,14,13,5,7,1,Video-Quizz-Video-Quizz-Video-Video-Quizz-Quizz-Video-Quizz-Exam-Quizz-Quizz,Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Exam Duration: 2H-Quizz Duration: 1H-Quizz Duration: 1H
2583,694,2015,7,2,2,1,1,0,Video-Quizz,Video Duration: 1H-Quizz Duration: 1H
2584,695,2015,20,5,4,1,2,1,Quizz-Video-Exam-Quizz,Quizz Duration: 2H-Video Duration: 1H-Exam Duration: 1H-Quizz Duration: 1H
2585,696,2015,9,1,1,0,1,0,Quizz,Quizz Duration: 1H
2586,697,2015,14,5,4,1,3,0,Quizz-Video-Quizz-Quizz,Quizz Duration: 1H-Video Duration: 2H-Quizz Duration: 1H-Quizz Duration: 1H
2587,698,2015,7,2,2,0,2,0,Quizz-Quizz,Quizz Duration: 1H-Quizz Duration: 1H
2588,699,2015,9,2,2,1,1,0,Quizz-Video,Quizz Duration: 1H-Video Duration: 1H
2589,700,2015,7,4,3,1,2,0,Quizz-Video-Quizz,Quizz Duration: 2H-Video Duration: 1H-Quizz Duration: 1H
2590,701,2015,9,1,1,0,1,0,Quizz,Quizz Duration: 1H
2591,702,2015,16,11,8,3,4,1,Exam-Video-Video-Quizz-Quizz-Quizz-Video-Quizz,Exam Duration: 1H-Video Duration: 3H-Video Duration: 2H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H
2592,703,2015,36,22,21,10,10,1,Video-Quizz-Quizz-Quizz-Video-Quizz-Video-Quizz-Video-Quizz-Video-Video-Video-Quizz-Exam-Video-Quizz-Video-Quizz-Video-Quizz,Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Exam Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 2H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H
2593,704,2015,23,13,9,3,5,1,Video-Quizz-Quizz-Video-Exam-Quizz-Quizz-Video-Quizz,Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 4H-Exam Duration: 2H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H
2594,705,2015,15,1,1,0,1,0,Quizz,Quizz Duration: 1H
2595,706,2015,9,0,0,0,0,0,,
2596,707,2015,16,4,4,1,3,0,Video-Quizz-Quizz-Quizz,Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
2597,708,2015,24,5,4,2,1,1,Exam-Video-Video-Quizz,Exam Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 2H
2598,709,2015,7,4,3,1,2,0,Video-Quizz-Quizz,Video Duration: 2H-Quizz Duration: 1H-Quizz Duration: 1H
2599,710,2015,10,1,1,0,1,0,Quizz,Quizz Duration: 1H
2600,711,2015,14,2,2,1,1,0,Quizz-Video,Quizz Duration: 1H-Video Duration: 1H
2601,712,2015,40,8,7,3,3,1,Exam-Video-Quizz-Video-Video-Quizz-Quizz,Exam Duration: 1H-Video Duration: 1H-Quizz Duration: 2H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
2602,713,2015,28,1,1,0,1,0,Quizz,Quizz Duration: 1H
2603,714,2015,35,19,18,9,6,3,Quizz-Video-Video-Video-Video-Quizz-Exam-Quizz-Video-Quizz-Video-Video-Exam-Exam-Video-Video-Quizz-Quizz,Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Exam Duration: 1H-Quizz Duration: 2H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H-Exam Duration: 1H-Exam Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
2604,715,2015,29,8,8,2,6,0,Video-Quizz-Quizz-Quizz-Video-Quizz-Quizz-Quizz,Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
2605,716,2015,33,9,8,5,3,0,Video-Video-Video-Quizz-Quizz-Video-Quizz-Video,Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 2H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H
2606,717,2015,6,3,3,1,2,0,Quizz-Video-Quizz,Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H
2607,718,2015,22,8,6,3,2,1,Exam-Quizz-Video-Video-Quizz-Video,Exam Duration: 1H-Quizz Duration: 2H-Video Duration: 1H-Video Duration: 2H-Quizz Duration: 1H-Video Duration: 1H
2608,719,2015,13,3,3,1,2,0,Video-Quizz-Quizz,Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
2609,720,2015,21,4,4,3,1,0,Video-Video-Quizz-Video,Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H
2610,721,2015,10,6,6,1,4,1,Exam-Quizz-Video-Quizz-Quizz-Quizz,Exam Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
2611,722,2015,32,18,11,6,5,0,Quizz-Quizz-Video-Video-Video-Quizz-Video-Video-Quizz-Video-Quizz,Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 3H-Video Duration: 3H-Video Duration: 3H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 2H-Quizz Duration: 1H
2612,723,2015,17,7,6,1,4,1,Quizz-Quizz-Exam-Video-Quizz-Quizz,Quizz Duration: 1H-Quizz Duration: 1H-Exam Duration: 1H-Video Duration: 2H-Quizz Duration: 1H-Quizz Duration: 1H
2613,724,2015,32,20,13,5,6,2,Video-Video-Quizz-Video-Quizz-Quizz-Quizz-Exam-Exam-Video-Quizz-Quizz-Video,Video Duration: 1H-Video Duration: 2H-Quizz Duration: 2H-Video Duration: 3H-Quizz Duration: 2H-Quizz Duration: 2H-Quizz Duration: 2H-Exam Duration: 1H-Exam Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H
2614,725,2015,26,16,13,4,8,1,Quizz-Video-Quizz-Quizz-Quizz-Quizz-Video-Exam-Quizz-Video-Quizz-Video-Quizz,Quizz Duration: 1H-Video Duration: 2H-Quizz Duration: 1H-Quizz Duration: 2H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Exam Duration: 2H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H
2615,726,2015,11,4,4,2,2,0,Video-Quizz-Video-Quizz,Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H
2616,727,2015,34,7,6,1,4,1,Video-Quizz-Exam-Quizz-Quizz-Quizz,Video Duration: 2H-Quizz Duration: 1H-Exam Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
2617,728,2015,16,8,7,1,5,1,Quizz-Exam-Video-Quizz-Quizz-Quizz-Quizz,Quizz Duration: 1H-Exam Duration: 1H-Video Duration: 2H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
2618,729,2015,10,3,3,1,2,0,Video-Quizz-Quizz,Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
2619,730,2015,29,5,5,2,2,1,Quizz-Exam-Video-Quizz-Video,Quizz Duration: 1H-Exam Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H
