,Course_ID,Year,Course_Duration,Course_Ress_Digit,Course_Ress_inClass,Ressources_Amount,Ressources_Rank,Ressources_Type_Basic
34978,397,2015,37,8,8,16,16,Test
34979,398,2015,9,6,3,9,1,Video
34980,398,2015,9,6,3,9,2,QCM
34981,398,2015,9,6,3,9,3,Exercise
34982,398,2015,9,6,3,9,4,Lecture
34983,398,2015,9,6,3,9,5,Video
34984,398,2015,9,6,3,9,6,Video
34985,398,2015,9,6,3,9,7,Exercise
34986,398,2015,9,6,3,9,8,QCM
34987,398,2015,9,6,3,9,9,Test
34988,399,2015,23,13,7,20,1,Video
34989,399,2015,23,13,7,20,2,Lecture
34990,399,2015,23,13,7,20,3,Lecture
34991,399,2015,23,13,7,20,4,QCM
34992,399,2015,23,13,7,20,5,Lecture
34993,399,2015,23,13,7,20,6,QCM
34994,399,2015,23,13,7,20,7,Lecture
34995,399,2015,23,13,7,20,8,Video
34996,399,2015,23,13,7,20,9,Lecture
34997,399,2015,23,13,7,20,10,Video
34998,399,2015,23,13,7,20,11,Video
34999,399,2015,23,13,7,20,12,QCM
35000,399,2015,23,13,7,20,13,Lecture
35001,399,2015,23,13,7,20,14,Video
35002,399,2015,23,13,7,20,15,Lecture
35003,399,2015,23,13,7,20,16,Video
35004,399,2015,23,13,7,20,17,Video
35005,399,2015,23,13,7,20,18,QCM
35006,399,2015,23,13,7,20,19,Video
35007,399,2015,23,13,7,20,20,Test
35008,400,2015,8,1,2,3,1,Lecture
35009,400,2015,8,1,2,3,2,QCM
35010,400,2015,8,1,2,3,3,Lecture
35011,401,2015,6,1,5,6,1,Exercise
35012,401,2015,6,1,5,6,2,Lecture
35013,401,2015,6,1,5,6,3,Video
35014,401,2015,6,1,5,6,4,Lecture
35015,401,2015,6,1,5,6,5,Exercise
35016,401,2015,6,1,5,6,6,Examen
35017,402,2015,15,5,3,8,1,Lecture
35018,402,2015,15,5,3,8,2,Video
35019,402,2015,15,5,3,8,3,Exercise
35020,402,2015,15,5,3,8,4,Exercise
35021,402,2015,15,5,3,8,5,QCM
35022,402,2015,15,5,3,8,6,QCM
35023,402,2015,15,5,3,8,7,Video
35024,402,2015,15,5,3,8,8,Video
35025,403,2015,34,2,24,26,1,Lecture
35026,403,2015,34,2,24,26,2,Exercise
35027,403,2015,34,2,24,26,3,Lecture
35028,403,2015,34,2,24,26,4,Lecture
35029,403,2015,34,2,24,26,5,Exercise
35030,403,2015,34,2,24,26,6,Exercise
35031,403,2015,34,2,24,26,7,Exercise
35032,403,2015,34,2,24,26,8,Video
35033,403,2015,34,2,24,26,9,Lecture
35034,403,2015,34,2,24,26,10,Lecture
35035,403,2015,34,2,24,26,11,Lecture
35036,403,2015,34,2,24,26,12,Lecture
35037,403,2015,34,2,24,26,13,Exercise
35038,403,2015,34,2,24,26,14,Exercise
35039,403,2015,34,2,24,26,15,Exercise
35040,403,2015,34,2,24,26,16,Lecture
35041,403,2015,34,2,24,26,17,Lecture
35042,403,2015,34,2,24,26,18,Exercise
35043,403,2015,34,2,24,26,19,Lecture
35044,403,2015,34,2,24,26,20,Lecture
35045,403,2015,34,2,24,26,21,Lecture
35046,403,2015,34,2,24,26,22,Lecture
35047,403,2015,34,2,24,26,23,Lecture
35048,403,2015,34,2,24,26,24,Lecture
35049,403,2015,34,2,24,26,25,Video
35050,403,2015,34,2,24,26,26,Examen
35051,404,2015,25,2,8,10,1,Lecture
35052,404,2015,25,2,8,10,2,Exercise
35053,404,2015,25,2,8,10,3,Exercise
35054,404,2015,25,2,8,10,4,Video
35055,404,2015,25,2,8,10,5,Lecture
35056,404,2015,25,2,8,10,6,Lecture
35057,404,2015,25,2,8,10,7,Exercise
35058,404,2015,25,2,8,10,8,Lecture
35059,404,2015,25,2,8,10,9,Video
35060,404,2015,25,2,8,10,10,Examen
35061,405,2015,5,2,3,5,1,QCM
35062,405,2015,5,2,3,5,2,Video
35063,405,2015,5,2,3,5,3,Exercise
35064,405,2015,5,2,3,5,4,Exercise
35065,405,2015,5,2,3,5,5,Examen
35066,406,2015,18,3,13,16,1,Exercise
35067,406,2015,18,3,13,16,2,Lecture
35068,406,2015,18,3,13,16,3,Video
35069,406,2015,18,3,13,16,4,Exercise
35070,406,2015,18,3,13,16,5,Video
35071,406,2015,18,3,13,16,6,Lecture
35072,406,2015,18,3,13,16,7,Lecture
35073,406,2015,18,3,13,16,8,Exercise
35074,406,2015,18,3,13,16,9,Video
35075,406,2015,18,3,13,16,10,Lecture
35076,406,2015,18,3,13,16,11,Lecture
35077,406,2015,18,3,13,16,12,Lecture
35078,406,2015,18,3,13,16,13,Exercise
35079,406,2015,18,3,13,16,14,Lecture
35080,406,2015,18,3,13,16,15,Lecture
35081,406,2015,18,3,13,16,16,Examen
35082,407,2015,16,1,3,4,1,Exercise
35083,407,2015,16,1,3,4,2,QCM
35084,407,2015,16,1,3,4,3,Lecture
35085,407,2015,16,1,3,4,4,Examen
35086,408,2015,10,3,4,7,1,QCM
35087,408,2015,10,3,4,7,2,Video
35088,408,2015,10,3,4,7,3,Lecture
35089,408,2015,10,3,4,7,4,Lecture
35090,408,2015,10,3,4,7,5,Lecture
35091,408,2015,10,3,4,7,6,Exercise
35092,408,2015,10,3,4,7,7,Test
35093,409,2015,15,9,6,15,1,QCM
35094,409,2015,15,9,6,15,2,Video
35095,409,2015,15,9,6,15,3,Lecture
35096,409,2015,15,9,6,15,4,Lecture
35097,409,2015,15,9,6,15,5,QCM
35098,409,2015,15,9,6,15,6,QCM
35099,409,2015,15,9,6,15,7,Lecture
35100,409,2015,15,9,6,15,8,Video
35101,409,2015,15,9,6,15,9,Lecture
35102,409,2015,15,9,6,15,10,Lecture
35103,409,2015,15,9,6,15,11,Video
35104,409,2015,15,9,6,15,12,QCM
35105,409,2015,15,9,6,15,13,QCM
35106,409,2015,15,9,6,15,14,Video
35107,409,2015,15,9,6,15,15,Examen
35108,410,2015,29,6,22,28,1,Lecture
35109,410,2015,29,6,22,28,2,Exercise
35110,410,2015,29,6,22,28,3,QCM
35111,410,2015,29,6,22,28,4,Lecture
35112,410,2015,29,6,22,28,5,QCM
35113,410,2015,29,6,22,28,6,Lecture
35114,410,2015,29,6,22,28,7,Exercise
35115,410,2015,29,6,22,28,8,Lecture
35116,410,2015,29,6,22,28,9,Lecture
35117,410,2015,29,6,22,28,10,Examen
35118,410,2015,29,6,22,28,11,Lecture
35119,410,2015,29,6,22,28,12,Lecture
35120,410,2015,29,6,22,28,13,Video
35121,410,2015,29,6,22,28,14,Lecture
35122,410,2015,29,6,22,28,15,Lecture
35123,410,2015,29,6,22,28,16,Exercise
35124,410,2015,29,6,22,28,17,Lecture
35125,410,2015,29,6,22,28,18,Exercise
35126,410,2015,29,6,22,28,19,Examen
35127,410,2015,29,6,22,28,20,Lecture
35128,410,2015,29,6,22,28,21,Exercise
35129,410,2015,29,6,22,28,22,QCM
35130,410,2015,29,6,22,28,23,QCM
35131,410,2015,29,6,22,28,24,Lecture
35132,410,2015,29,6,22,28,25,Lecture
35133,410,2015,29,6,22,28,26,Lecture
35134,410,2015,29,6,22,28,27,Lecture
35135,410,2015,29,6,22,28,28,Test
35136,411,2015,14,2,4,6,1,Lecture
35137,411,2015,14,2,4,6,2,Video
35138,411,2015,14,2,4,6,3,Exercise
35139,411,2015,14,2,4,6,4,Exercise
35140,411,2015,14,2,4,6,5,Lecture
35141,411,2015,14,2,4,6,6,Video
35142,412,2015,5,3,2,5,1,Lecture
35143,412,2015,5,3,2,5,2,Video
35144,412,2015,5,3,2,5,3,QCM
35145,412,2015,5,3,2,5,4,QCM
35146,412,2015,5,3,2,5,5,Examen
35147,413,2015,6,1,1,2,1,Lecture
35148,413,2015,6,1,1,2,2,Video
35149,414,2015,5,1,2,3,1,Lecture
35150,414,2015,5,1,2,3,2,QCM
35151,414,2015,5,1,2,3,3,Exercise
35152,415,2015,10,1,9,10,1,Lecture
35153,415,2015,10,1,9,10,2,Lecture
35154,415,2015,10,1,9,10,3,Lecture
35155,415,2015,10,1,9,10,4,Lecture
35156,415,2015,10,1,9,10,5,Lecture
35157,415,2015,10,1,9,10,6,Lecture
35158,415,2015,10,1,9,10,7,QCM
35159,415,2015,10,1,9,10,8,Exercise
35160,415,2015,10,1,9,10,9,Exercise
35161,415,2015,10,1,9,10,10,Exercise
35162,416,2015,58,3,30,33,1,Lecture
35163,416,2015,58,3,30,33,2,Lecture
35164,416,2015,58,3,30,33,3,Lecture
35165,416,2015,58,3,30,33,4,Lecture
35166,416,2015,58,3,30,33,5,Lecture
35167,416,2015,58,3,30,33,6,Lecture
35168,416,2015,58,3,30,33,7,Lecture
35169,416,2015,58,3,30,33,8,Lecture
35170,416,2015,58,3,30,33,9,Lecture
35171,416,2015,58,3,30,33,10,Lecture
35172,416,2015,58,3,30,33,11,Video
35173,416,2015,58,3,30,33,12,Exercise
35174,416,2015,58,3,30,33,13,Lecture
35175,416,2015,58,3,30,33,14,Exercise
35176,416,2015,58,3,30,33,15,Video
35177,416,2015,58,3,30,33,16,Lecture
35178,416,2015,58,3,30,33,17,Examen
35179,416,2015,58,3,30,33,18,Lecture
35180,416,2015,58,3,30,33,19,Lecture
35181,416,2015,58,3,30,33,20,Exercise
35182,416,2015,58,3,30,33,21,Exercise
35183,416,2015,58,3,30,33,22,Lecture
35184,416,2015,58,3,30,33,23,Exercise
35185,416,2015,58,3,30,33,24,Exercise
35186,416,2015,58,3,30,33,25,Lecture
35187,416,2015,58,3,30,33,26,Exercise
35188,416,2015,58,3,30,33,27,Lecture
35189,416,2015,58,3,30,33,28,Lecture
35190,416,2015,58,3,30,33,29,Lecture
35191,416,2015,58,3,30,33,30,Exercise
35192,416,2015,58,3,30,33,31,Lecture
35193,416,2015,58,3,30,33,32,QCM
35194,416,2015,58,3,30,33,33,Examen
35195,417,2015,11,4,2,6,1,Video
35196,417,2015,11,4,2,6,2,QCM
35197,417,2015,11,4,2,6,3,QCM
35198,417,2015,11,4,2,6,4,QCM
35199,417,2015,11,4,2,6,5,Lecture
35200,417,2015,11,4,2,6,6,Lecture
35201,418,2015,12,2,9,11,1,Exercise
35202,418,2015,12,2,9,11,2,Lecture
35203,418,2015,12,2,9,11,3,Lecture
35204,418,2015,12,2,9,11,4,Video
35205,418,2015,12,2,9,11,5,Lecture
35206,418,2015,12,2,9,11,6,Lecture
35207,418,2015,12,2,9,11,7,Exercise
35208,418,2015,12,2,9,11,8,Lecture
35209,418,2015,12,2,9,11,9,Exercise
35210,418,2015,12,2,9,11,10,Video
35211,418,2015,12,2,9,11,11,Examen
35212,419,2015,26,7,16,23,1,Video
35213,419,2015,26,7,16,23,2,Exercise
35214,419,2015,26,7,16,23,3,Lecture
35215,419,2015,26,7,16,23,4,Video
35216,419,2015,26,7,16,23,5,Video
35217,419,2015,26,7,16,23,6,Video
35218,419,2015,26,7,16,23,7,Exercise
35219,419,2015,26,7,16,23,8,Lecture
35220,419,2015,26,7,16,23,9,Lecture
35221,419,2015,26,7,16,23,10,Lecture
35222,419,2015,26,7,16,23,11,QCM
35223,419,2015,26,7,16,23,12,Exercise
35224,419,2015,26,7,16,23,13,Lecture
35225,419,2015,26,7,16,23,14,Lecture
35226,419,2015,26,7,16,23,15,Lecture
35227,419,2015,26,7,16,23,16,Lecture
35228,419,2015,26,7,16,23,17,Exercise
35229,419,2015,26,7,16,23,18,Lecture
35230,419,2015,26,7,16,23,19,Lecture
35231,419,2015,26,7,16,23,20,Exercise
35232,419,2015,26,7,16,23,21,QCM
35233,419,2015,26,7,16,23,22,Lecture
35234,419,2015,26,7,16,23,23,Test
35235,420,2015,27,5,4,9,1,Lecture
35236,420,2015,27,5,4,9,2,Video
35237,420,2015,27,5,4,9,3,Exercise
35238,420,2015,27,5,4,9,4,Lecture
35239,420,2015,27,5,4,9,5,Exercise
35240,420,2015,27,5,4,9,6,QCM
35241,420,2015,27,5,4,9,7,QCM
35242,420,2015,27,5,4,9,8,QCM
35243,420,2015,27,5,4,9,9,Test
35244,421,2015,36,16,10,26,1,QCM
35245,421,2015,36,16,10,26,2,QCM
35246,421,2015,36,16,10,26,3,Video
35247,421,2015,36,16,10,26,4,QCM
35248,421,2015,36,16,10,26,5,Video
35249,421,2015,36,16,10,26,6,QCM
35250,421,2015,36,16,10,26,7,Lecture
35251,421,2015,36,16,10,26,8,Lecture
35252,421,2015,36,16,10,26,9,QCM
35253,421,2015,36,16,10,26,10,Lecture
35254,421,2015,36,16,10,26,11,Lecture
35255,421,2015,36,16,10,26,12,Lecture
35256,421,2015,36,16,10,26,13,Video
35257,421,2015,36,16,10,26,14,QCM
35258,421,2015,36,16,10,26,15,QCM
35259,421,2015,36,16,10,26,16,Lecture
35260,421,2015,36,16,10,26,17,QCM
35261,421,2015,36,16,10,26,18,Lecture
35262,421,2015,36,16,10,26,19,Lecture
35263,421,2015,36,16,10,26,20,Lecture
35264,421,2015,36,16,10,26,21,Video
35265,421,2015,36,16,10,26,22,Video
35266,421,2015,36,16,10,26,23,QCM
35267,421,2015,36,16,10,26,24,QCM
35268,421,2015,36,16,10,26,25,Video
35269,421,2015,36,16,10,26,26,Examen
35270,422,2015,38,6,15,21,1,Exercise
35271,422,2015,38,6,15,21,2,Lecture
35272,422,2015,38,6,15,21,3,Lecture
35273,422,2015,38,6,15,21,4,Lecture
35274,422,2015,38,6,15,21,5,Exercise
35275,422,2015,38,6,15,21,6,Lecture
35276,422,2015,38,6,15,21,7,QCM
35277,422,2015,38,6,15,21,8,QCM
35278,422,2015,38,6,15,21,9,Lecture
35279,422,2015,38,6,15,21,10,Lecture
35280,422,2015,38,6,15,21,11,Test
35281,422,2015,38,6,15,21,12,Lecture
35282,422,2015,38,6,15,21,13,Video
35283,422,2015,38,6,15,21,14,QCM
35284,422,2015,38,6,15,21,15,Exercise
35285,422,2015,38,6,15,21,16,Lecture
35286,422,2015,38,6,15,21,17,Lecture
35287,422,2015,38,6,15,21,18,Exercise
35288,422,2015,38,6,15,21,19,Lecture
35289,422,2015,38,6,15,21,20,Video
35290,422,2015,38,6,15,21,21,Examen
35291,423,2015,6,1,2,3,1,Lecture
35292,423,2015,6,1,2,3,2,QCM
35293,423,2015,6,1,2,3,3,Lecture
35294,424,2015,7,2,2,4,1,Video
35295,424,2015,7,2,2,4,2,Lecture
35296,424,2015,7,2,2,4,3,Exercise
35297,424,2015,7,2,2,4,4,Video
35298,425,2015,31,3,26,29,1,Lecture
35299,425,2015,31,3,26,29,2,Exercise
35300,425,2015,31,3,26,29,3,Lecture
35301,425,2015,31,3,26,29,4,QCM
35302,425,2015,31,3,26,29,5,Lecture
35303,425,2015,31,3,26,29,6,Lecture
35304,425,2015,31,3,26,29,7,Lecture
35305,425,2015,31,3,26,29,8,Lecture
35306,425,2015,31,3,26,29,9,Exercise
35307,425,2015,31,3,26,29,10,Lecture
35308,425,2015,31,3,26,29,11,Lecture
35309,425,2015,31,3,26,29,12,Exercise
35310,425,2015,31,3,26,29,13,Exercise
35311,425,2015,31,3,26,29,14,Lecture
35312,425,2015,31,3,26,29,15,Lecture
35313,425,2015,31,3,26,29,16,Lecture
35314,425,2015,31,3,26,29,17,Lecture
35315,425,2015,31,3,26,29,18,Lecture
35316,425,2015,31,3,26,29,19,Video
35317,425,2015,31,3,26,29,20,Lecture
35318,425,2015,31,3,26,29,21,Lecture
35319,425,2015,31,3,26,29,22,Lecture
35320,425,2015,31,3,26,29,23,Exercise
35321,425,2015,31,3,26,29,24,Lecture
35322,425,2015,31,3,26,29,25,Video
35323,425,2015,31,3,26,29,26,Exercise
35324,425,2015,31,3,26,29,27,Exercise
35325,425,2015,31,3,26,29,28,Exercise
35326,425,2015,31,3,26,29,29,Examen
35327,426,2015,38,3,14,17,1,Lecture
35328,426,2015,38,3,14,17,2,QCM
35329,426,2015,38,3,14,17,3,Exercise
35330,426,2015,38,3,14,17,4,Lecture
35331,426,2015,38,3,14,17,5,Lecture
35332,426,2015,38,3,14,17,6,QCM
35333,426,2015,38,3,14,17,7,Lecture
35334,426,2015,38,3,14,17,8,Lecture
35335,426,2015,38,3,14,17,9,Video
35336,426,2015,38,3,14,17,10,Exercise
35337,426,2015,38,3,14,17,11,Lecture
35338,426,2015,38,3,14,17,12,Lecture
35339,426,2015,38,3,14,17,13,Lecture
35340,426,2015,38,3,14,17,14,Exercise
35341,426,2015,38,3,14,17,15,Lecture
35342,426,2015,38,3,14,17,16,Lecture
35343,426,2015,38,3,14,17,17,Exercise
35344,427,2015,15,1,4,5,1,QCM
35345,427,2015,15,1,4,5,2,Lecture
35346,427,2015,15,1,4,5,3,Lecture
35347,427,2015,15,1,4,5,4,Exercise
35348,427,2015,15,1,4,5,5,Examen
35349,428,2015,49,1,44,45,1,Lecture
35350,428,2015,49,1,44,45,2,Lecture
35351,428,2015,49,1,44,45,3,Lecture
35352,428,2015,49,1,44,45,4,Lecture
35353,428,2015,49,1,44,45,5,Lecture
35354,428,2015,49,1,44,45,6,Lecture
35355,428,2015,49,1,44,45,7,QCM
35356,428,2015,49,1,44,45,8,Lecture
35357,428,2015,49,1,44,45,9,Exercise
35358,428,2015,49,1,44,45,10,Lecture
35359,428,2015,49,1,44,45,11,Lecture
35360,428,2015,49,1,44,45,12,Lecture
35361,428,2015,49,1,44,45,13,Lecture
35362,428,2015,49,1,44,45,14,Exercise
35363,428,2015,49,1,44,45,15,Lecture
35364,428,2015,49,1,44,45,16,Examen
35365,428,2015,49,1,44,45,17,Exercise
35366,428,2015,49,1,44,45,18,Exercise
35367,428,2015,49,1,44,45,19,Lecture
35368,428,2015,49,1,44,45,20,Lecture
35369,428,2015,49,1,44,45,21,Exercise
35370,428,2015,49,1,44,45,22,Exercise
35371,428,2015,49,1,44,45,23,Lecture
35372,428,2015,49,1,44,45,24,Lecture
35373,428,2015,49,1,44,45,25,Lecture
35374,428,2015,49,1,44,45,26,Lecture
35375,428,2015,49,1,44,45,27,Exercise
35376,428,2015,49,1,44,45,28,Lecture
35377,428,2015,49,1,44,45,29,Lecture
35378,428,2015,49,1,44,45,30,Examen
35379,428,2015,49,1,44,45,31,Exercise
35380,428,2015,49,1,44,45,32,Lecture
35381,428,2015,49,1,44,45,33,Lecture
35382,428,2015,49,1,44,45,34,Exercise
35383,428,2015,49,1,44,45,35,Lecture
35384,428,2015,49,1,44,45,36,Lecture
35385,428,2015,49,1,44,45,37,Lecture
35386,428,2015,49,1,44,45,38,Lecture
35387,428,2015,49,1,44,45,39,Exercise
35388,428,2015,49,1,44,45,40,Lecture
35389,428,2015,49,1,44,45,41,Exercise
35390,428,2015,49,1,44,45,42,Lecture
35391,428,2015,49,1,44,45,43,Exercise
35392,428,2015,49,1,44,45,44,Exercise
35393,428,2015,49,1,44,45,45,Examen
35394,429,2015,15,1,9,10,1,Lecture
35395,429,2015,15,1,9,10,2,Lecture
35396,429,2015,15,1,9,10,3,Lecture
35397,429,2015,15,1,9,10,4,Exercise
35398,429,2015,15,1,9,10,5,Lecture
35399,429,2015,15,1,9,10,6,Exercise
35400,429,2015,15,1,9,10,7,QCM
35401,429,2015,15,1,9,10,8,Lecture
35402,429,2015,15,1,9,10,9,Exercise
35403,429,2015,15,1,9,10,10,Lecture
35404,430,2015,15,2,7,9,1,QCM
35405,430,2015,15,2,7,9,2,Lecture
35406,430,2015,15,2,7,9,3,Lecture
35407,430,2015,15,2,7,9,4,Video
35408,430,2015,15,2,7,9,5,Lecture
35409,430,2015,15,2,7,9,6,Lecture
35410,430,2015,15,2,7,9,7,Exercise
35411,430,2015,15,2,7,9,8,Lecture
35412,430,2015,15,2,7,9,9,Examen
35413,431,2015,10,5,5,10,1,Lecture
35414,431,2015,10,5,5,10,2,Video
35415,431,2015,10,5,5,10,3,Exercise
35416,431,2015,10,5,5,10,4,Lecture
35417,431,2015,10,5,5,10,5,Video
35418,431,2015,10,5,5,10,6,Video
35419,431,2015,10,5,5,10,7,Video
35420,431,2015,10,5,5,10,8,Lecture
35421,431,2015,10,5,5,10,9,QCM
35422,431,2015,10,5,5,10,10,Examen
35423,432,2015,18,3,6,9,1,Lecture
35424,432,2015,18,3,6,9,2,QCM
35425,432,2015,18,3,6,9,3,Lecture
35426,432,2015,18,3,6,9,4,Lecture
35427,432,2015,18,3,6,9,5,Video
35428,432,2015,18,3,6,9,6,Lecture
35429,432,2015,18,3,6,9,7,QCM
35430,432,2015,18,3,6,9,8,Exercise
35431,432,2015,18,3,6,9,9,Examen
35432,433,2015,52,3,14,17,1,Exercise
35433,433,2015,52,3,14,17,2,Lecture
35434,433,2015,52,3,14,17,3,Lecture
35435,433,2015,52,3,14,17,4,Lecture
35436,433,2015,52,3,14,17,5,Exercise
35437,433,2015,52,3,14,17,6,Video
35438,433,2015,52,3,14,17,7,Lecture
35439,433,2015,52,3,14,17,8,Exercise
35440,433,2015,52,3,14,17,9,Lecture
35441,433,2015,52,3,14,17,10,Lecture
35442,433,2015,52,3,14,17,11,Lecture
35443,433,2015,52,3,14,17,12,Lecture
35444,433,2015,52,3,14,17,13,Video
35445,433,2015,52,3,14,17,14,Exercise
35446,433,2015,52,3,14,17,15,Video
35447,433,2015,52,3,14,17,16,Lecture
35448,433,2015,52,3,14,17,17,Examen
35449,434,2015,36,10,19,29,1,Exercise
35450,434,2015,36,10,19,29,2,Lecture
35451,434,2015,36,10,19,29,3,Lecture
35452,434,2015,36,10,19,29,4,Lecture
35453,434,2015,36,10,19,29,5,Lecture
35454,434,2015,36,10,19,29,6,Video
35455,434,2015,36,10,19,29,7,Exercise
35456,434,2015,36,10,19,29,8,QCM
35457,434,2015,36,10,19,29,9,Exercise
35458,434,2015,36,10,19,29,10,Lecture
35459,434,2015,36,10,19,29,11,Lecture
35460,434,2015,36,10,19,29,12,Video
35461,434,2015,36,10,19,29,13,Lecture
35462,434,2015,36,10,19,29,14,QCM
35463,434,2015,36,10,19,29,15,QCM
35464,434,2015,36,10,19,29,16,Lecture
35465,434,2015,36,10,19,29,17,Exercise
35466,434,2015,36,10,19,29,18,Video
35467,434,2015,36,10,19,29,19,QCM
35468,434,2015,36,10,19,29,20,Exercise
35469,434,2015,36,10,19,29,21,QCM
35470,434,2015,36,10,19,29,22,Lecture
35471,434,2015,36,10,19,29,23,Video
35472,434,2015,36,10,19,29,24,Lecture
35473,434,2015,36,10,19,29,25,Lecture
35474,434,2015,36,10,19,29,26,Lecture
35475,434,2015,36,10,19,29,27,Lecture
35476,434,2015,36,10,19,29,28,Video
35477,434,2015,36,10,19,29,29,Examen
35478,435,2015,31,8,18,26,1,QCM
35479,435,2015,31,8,18,26,2,Lecture
35480,435,2015,31,8,18,26,3,Lecture
35481,435,2015,31,8,18,26,4,Lecture
35482,435,2015,31,8,18,26,5,Lecture
35483,435,2015,31,8,18,26,6,Video
35484,435,2015,31,8,18,26,7,Lecture
35485,435,2015,31,8,18,26,8,Lecture
35486,435,2015,31,8,18,26,9,Lecture
35487,435,2015,31,8,18,26,10,Lecture
35488,435,2015,31,8,18,26,11,QCM
35489,435,2015,31,8,18,26,12,Lecture
35490,435,2015,31,8,18,26,13,Test
35491,435,2015,31,8,18,26,14,Video
35492,435,2015,31,8,18,26,15,Exercise
35493,435,2015,31,8,18,26,16,Lecture
35494,435,2015,31,8,18,26,17,QCM
35495,435,2015,31,8,18,26,18,Lecture
35496,435,2015,31,8,18,26,19,Exercise
35497,435,2015,31,8,18,26,20,Exercise
35498,435,2015,31,8,18,26,21,Lecture
35499,435,2015,31,8,18,26,22,QCM
35500,435,2015,31,8,18,26,23,Exercise
35501,435,2015,31,8,18,26,24,Lecture
35502,435,2015,31,8,18,26,25,Video
35503,435,2015,31,8,18,26,26,Examen
35504,436,2015,14,1,4,5,1,Exercise
35505,436,2015,14,1,4,5,2,Video
35506,436,2015,14,1,4,5,3,Lecture
35507,436,2015,14,1,4,5,4,Exercise
35508,436,2015,14,1,4,5,5,Examen
35509,437,2015,10,2,6,8,1,Lecture
35510,437,2015,10,2,6,8,2,Lecture
35511,437,2015,10,2,6,8,3,Video
35512,437,2015,10,2,6,8,4,Exercise
35513,437,2015,10,2,6,8,5,Video
35514,437,2015,10,2,6,8,6,Exercise
35515,437,2015,10,2,6,8,7,Lecture
35516,437,2015,10,2,6,8,8,Examen
35517,438,2015,34,3,15,18,1,Lecture
35518,438,2015,34,3,15,18,2,Lecture
35519,438,2015,34,3,15,18,3,Exercise
35520,438,2015,34,3,15,18,4,Lecture
35521,438,2015,34,3,15,18,5,Lecture
35522,438,2015,34,3,15,18,6,Lecture
35523,438,2015,34,3,15,18,7,Exercise
35524,438,2015,34,3,15,18,8,Exercise
35525,438,2015,34,3,15,18,9,Examen
35526,438,2015,34,3,15,18,10,Video
35527,438,2015,34,3,15,18,11,Lecture
35528,438,2015,34,3,15,18,12,QCM
35529,438,2015,34,3,15,18,13,Lecture
35530,438,2015,34,3,15,18,14,Lecture
35531,438,2015,34,3,15,18,15,Exercise
35532,438,2015,34,3,15,18,16,Lecture
35533,438,2015,34,3,15,18,17,Exercise
35534,438,2015,34,3,15,18,18,Test
35535,439,2015,8,5,3,8,1,QCM
35536,439,2015,8,5,3,8,2,Lecture
35537,439,2015,8,5,3,8,3,QCM
35538,439,2015,8,5,3,8,4,Video
35539,439,2015,8,5,3,8,5,Examen
35540,439,2015,8,5,3,8,6,Lecture
35541,439,2015,8,5,3,8,7,QCM
35542,439,2015,8,5,3,8,8,Test
35543,440,2015,33,8,15,23,1,Exercise
35544,440,2015,33,8,15,23,2,Video
35545,440,2015,33,8,15,23,3,Lecture
35546,440,2015,33,8,15,23,4,Lecture
35547,440,2015,33,8,15,23,5,Video
35548,440,2015,33,8,15,23,6,QCM
35549,440,2015,33,8,15,23,7,Video
35550,440,2015,33,8,15,23,8,QCM
35551,440,2015,33,8,15,23,9,Video
35552,440,2015,33,8,15,23,10,Lecture
35553,440,2015,33,8,15,23,11,Lecture
35554,440,2015,33,8,15,23,12,Lecture
35555,440,2015,33,8,15,23,13,QCM
35556,440,2015,33,8,15,23,14,Lecture
35557,440,2015,33,8,15,23,15,QCM
35558,440,2015,33,8,15,23,16,Lecture
35559,440,2015,33,8,15,23,17,Exercise
35560,440,2015,33,8,15,23,18,Lecture
35561,440,2015,33,8,15,23,19,Lecture
35562,440,2015,33,8,15,23,20,Lecture
35563,440,2015,33,8,15,23,21,Lecture
35564,440,2015,33,8,15,23,22,Exercise
35565,440,2015,33,8,15,23,23,Exercise
35566,441,2015,14,1,6,7,1,Lecture
35567,441,2015,14,1,6,7,2,Lecture
35568,441,2015,14,1,6,7,3,Lecture
35569,441,2015,14,1,6,7,4,Lecture
35570,441,2015,14,1,6,7,5,Exercise
35571,441,2015,14,1,6,7,6,Video
35572,441,2015,14,1,6,7,7,Examen
35573,442,2015,18,3,9,12,1,Lecture
35574,442,2015,18,3,9,12,2,Exercise
35575,442,2015,18,3,9,12,3,Exercise
35576,442,2015,18,3,9,12,4,Video
35577,442,2015,18,3,9,12,5,Lecture
35578,442,2015,18,3,9,12,6,Lecture
35579,442,2015,18,3,9,12,7,Examen
35580,442,2015,18,3,9,12,8,Lecture
35581,442,2015,18,3,9,12,9,Lecture
35582,442,2015,18,3,9,12,10,QCM
35583,442,2015,18,3,9,12,11,Lecture
35584,442,2015,18,3,9,12,12,Test
35585,443,2015,26,6,9,15,1,Exercise
35586,443,2015,26,6,9,15,2,Lecture
35587,443,2015,26,6,9,15,3,Video
35588,443,2015,26,6,9,15,4,Exercise
35589,443,2015,26,6,9,15,5,Video
35590,443,2015,26,6,9,15,6,QCM
35591,443,2015,26,6,9,15,7,Lecture
35592,443,2015,26,6,9,15,8,Examen
35593,443,2015,26,6,9,15,9,Lecture
35594,443,2015,26,6,9,15,10,Exercise
35595,443,2015,26,6,9,15,11,QCM
35596,443,2015,26,6,9,15,12,Lecture
