Course_ID,Duration,Duration_Digit,Duration_Present,Year,Total_Courses_perYear,Digit_Ratio,Digit_Percentage,Digitalization,Type
1190,5,2,3,2014,1042,0.48,48,Medium-Low Digitalization,Small Course ( <15H )
1191,51,18,33,2014,1042,0.35,35,Medium-Low Digitalization,High Course ( >40H )
1192,73,5,68,2014,1042,0.07,7,Low Digitalization,High Course ( >40H )
1193,8,6,2,2014,1042,0.75,75,Medium-High Digitalization,Small Course ( <15H )
1194,11,4,7,2014,1042,0.38,38,Medium-Low Digitalization,Small Course ( <15H )
1195,5,1,4,2014,1042,0.23,23,Medium-Low Digitalization,Small Course ( <15H )
1196,16,10,6,2014,1042,0.64,64,Medium-High Digitalization,Medium Course ( >15H and <40H )
1197,63,6,57,2014,1042,0.09,9,Low Digitalization,High Course ( >40H )
1198,5,2,3,2014,1042,0.4,40,Medium-Low Digitalization,Small Course ( <15H )
1199,15,1,14,2014,1042,0.05,5,Low Digitalization,Small Course ( <15H )
1200,17,9,8,2014,1042,0.52,52,Medium-High Digitalization,Medium Course ( >15H and <40H )
1201,60,34,26,2014,1042,0.57,56,Medium-High Digitalization,High Course ( >40H )
1202,10,7,3,2014,1042,0.7,70,Medium-High Digitalization,Small Course ( <15H )
1203,10,6,4,2014,1042,0.58,57,Medium-High Digitalization,Small Course ( <15H )
1204,24,5,19,2014,1042,0.19,19,Low Digitalization,Medium Course ( >15H and <40H )
1205,15,11,4,2014,1042,0.75,75,Medium-High Digitalization,Small Course ( <15H )
1206,59,51,8,2014,1042,0.87,87,High Digitalization,High Course ( >40H )
1207,5,0,5,2014,1042,0.08,8,Low Digitalization,Small Course ( <15H )
1208,30,16,14,2014,1042,0.53,53,Medium-High Digitalization,Medium Course ( >15H and <40H )
1209,36,18,18,2014,1042,0.49,49,Medium-Low Digitalization,Medium Course ( >15H and <40H )
1210,90,21,69,2014,1042,0.23,23,Medium-Low Digitalization,High Course ( >40H )
1211,5,4,1,2014,1042,0.81,81,High Digitalization,Small Course ( <15H )
1212,67,42,25,2014,1042,0.63,63,Medium-High Digitalization,High Course ( >40H )
1213,15,3,12,2014,1042,0.23,23,Medium-Low Digitalization,Small Course ( <15H )
1214,30,16,14,2014,1042,0.52,52,Medium-High Digitalization,Medium Course ( >15H and <40H )
1215,22,6,16,2014,1042,0.27,27,Medium-Low Digitalization,Medium Course ( >15H and <40H )
1216,16,4,12,2014,1042,0.28,28,Medium-Low Digitalization,Medium Course ( >15H and <40H )
1217,47,43,4,2014,1042,0.92,92,High Digitalization,High Course ( >40H )
1218,14,12,2,2014,1042,0.84,84,High Digitalization,Small Course ( <15H )
1219,60,28,32,2014,1042,0.46,46,Medium-Low Digitalization,High Course ( >40H )
1220,20,10,10,2014,1042,0.49,49,Medium-Low Digitalization,Medium Course ( >15H and <40H )
1221,38,35,3,2014,1042,0.91,91,High Digitalization,Medium Course ( >15H and <40H )
1222,86,2,84,2014,1042,0.02,2,Low Digitalization,High Course ( >40H )
1223,39,4,35,2014,1042,0.09,9,Low Digitalization,Medium Course ( >15H and <40H )
1224,31,1,30,2014,1042,0.03,3,Low Digitalization,Medium Course ( >15H and <40H )
1225,84,45,39,2014,1042,0.54,54,Medium-High Digitalization,High Course ( >40H )
1226,14,4,10,2014,1042,0.3,30,Medium-Low Digitalization,Small Course ( <15H )
1227,32,11,21,2014,1042,0.34,34,Medium-Low Digitalization,Medium Course ( >15H and <40H )
1228,89,76,13,2014,1042,0.85,85,High Digitalization,High Course ( >40H )
1229,21,19,2,2014,1042,0.91,91,High Digitalization,Medium Course ( >15H and <40H )
1230,13,13,0,2014,1042,0.99,99,High Digitalization,Small Course ( <15H )
1231,15,9,6,2014,1042,0.58,57,Medium-High Digitalization,Small Course ( <15H )
1232,53,17,36,2014,1042,0.32,32,Medium-Low Digitalization,High Course ( >40H )
1233,10,7,3,2014,1042,0.66,66,Medium-High Digitalization,Small Course ( <15H )
1234,44,12,32,2014,1042,0.28,28,Medium-Low Digitalization,High Course ( >40H )
1235,54,13,41,2014,1042,0.24,24,Medium-Low Digitalization,High Course ( >40H )
1236,67,21,46,2014,1042,0.31,31,Medium-Low Digitalization,High Course ( >40H )
1237,8,6,2,2014,1042,0.74,74,Medium-High Digitalization,Small Course ( <15H )
1238,34,21,13,2014,1042,0.61,61,Medium-High Digitalization,Medium Course ( >15H and <40H )
1239,5,2,3,2014,1042,0.38,38,Medium-Low Digitalization,Small Course ( <15H )
1240,5,3,2,2014,1042,0.68,68,Medium-High Digitalization,Small Course ( <15H )
1241,9,7,2,2014,1042,0.76,76,Medium-High Digitalization,Small Course ( <15H )
1242,81,28,53,2014,1042,0.34,34,Medium-Low Digitalization,High Course ( >40H )
1243,12,9,3,2014,1042,0.74,74,Medium-High Digitalization,Small Course ( <15H )
1244,27,25,2,2014,1042,0.93,93,High Digitalization,Medium Course ( >15H and <40H )
1245,10,1,9,2014,1042,0.06,6,Low Digitalization,Small Course ( <15H )
1246,80,30,50,2014,1042,0.37,37,Medium-Low Digitalization,High Course ( >40H )
1247,8,2,6,2014,1042,0.23,23,Medium-Low Digitalization,Small Course ( <15H )
1248,9,3,6,2014,1042,0.38,38,Medium-Low Digitalization,Small Course ( <15H )
1249,32,4,28,2014,1042,0.11,11,Low Digitalization,Medium Course ( >15H and <40H )
1250,39,7,32,2014,1042,0.19,19,Low Digitalization,Medium Course ( >15H and <40H )
1251,35,11,24,2014,1042,0.32,32,Medium-Low Digitalization,Medium Course ( >15H and <40H )
1252,58,4,54,2014,1042,0.07,7,Low Digitalization,High Course ( >40H )
1253,17,15,2,2014,1042,0.91,91,High Digitalization,Medium Course ( >15H and <40H )
1254,15,5,10,2014,1042,0.33,33,Medium-Low Digitalization,Small Course ( <15H )
1255,77,9,68,2014,1042,0.12,12,Low Digitalization,High Course ( >40H )
1256,51,12,39,2014,1042,0.24,24,Medium-Low Digitalization,High Course ( >40H )
1257,70,11,59,2014,1042,0.16,16,Low Digitalization,High Course ( >40H )
1258,10,8,2,2014,1042,0.75,75,Medium-High Digitalization,Small Course ( <15H )
1259,35,24,10,2014,1042,0.7,70,Medium-High Digitalization,Medium Course ( >15H and <40H )
1260,38,1,37,2014,1042,0.03,3,Low Digitalization,Medium Course ( >15H and <40H )
1261,58,49,9,2014,1042,0.85,85,High Digitalization,High Course ( >40H )
1262,52,18,34,2014,1042,0.34,34,Medium-Low Digitalization,High Course ( >40H )
1263,6,3,3,2014,1042,0.43,43,Medium-Low Digitalization,Small Course ( <15H )
1264,22,17,5,2014,1042,0.79,79,Medium-High Digitalization,Medium Course ( >15H and <40H )
1265,5,1,4,2014,1042,0.22,22,Medium-Low Digitalization,Small Course ( <15H )
1266,61,41,20,2014,1042,0.67,67,Medium-High Digitalization,High Course ( >40H )
1267,67,13,54,2014,1042,0.19,19,Low Digitalization,High Course ( >40H )
1268,27,2,25,2014,1042,0.09,9,Low Digitalization,Medium Course ( >15H and <40H )
1269,86,8,78,2014,1042,0.09,9,Low Digitalization,High Course ( >40H )
1270,58,53,5,2014,1042,0.92,92,High Digitalization,High Course ( >40H )
1271,5,5,0,2014,1042,0.99,99,High Digitalization,Small Course ( <15H )
1272,53,48,5,2014,1042,0.9,90,High Digitalization,High Course ( >40H )
1273,86,61,25,2014,1042,0.71,71,Medium-High Digitalization,High Course ( >40H )
1274,35,4,31,2014,1042,0.11,11,Low Digitalization,Medium Course ( >15H and <40H )
1275,50,3,47,2014,1042,0.06,6,Low Digitalization,High Course ( >40H )
1276,26,21,5,2014,1042,0.82,82,High Digitalization,Medium Course ( >15H and <40H )
1277,74,70,4,2014,1042,0.95,95,High Digitalization,High Course ( >40H )
1278,38,11,27,2014,1042,0.3,30,Medium-Low Digitalization,Medium Course ( >15H and <40H )
1279,70,49,21,2014,1042,0.7,70,Medium-High Digitalization,High Course ( >40H )
1280,50,34,16,2014,1042,0.69,69,Medium-High Digitalization,High Course ( >40H )
1281,25,5,20,2014,1042,0.2,20,Low Digitalization,Medium Course ( >15H and <40H )
1282,15,2,13,2014,1042,0.12,12,Low Digitalization,Small Course ( <15H )
1283,44,38,6,2014,1042,0.87,87,High Digitalization,High Course ( >40H )
1284,14,9,5,2014,1042,0.62,62,Medium-High Digitalization,Small Course ( <15H )
1285,35,29,6,2014,1042,0.83,83,High Digitalization,Medium Course ( >15H and <40H )
1286,20,5,15,2014,1042,0.26,26,Medium-Low Digitalization,Medium Course ( >15H and <40H )
1287,34,26,8,2014,1042,0.77,77,Medium-High Digitalization,Medium Course ( >15H and <40H )
1288,15,10,5,2014,1042,0.68,68,Medium-High Digitalization,Small Course ( <15H )
1289,9,8,1,2014,1042,0.93,93,High Digitalization,Small Course ( <15H )
1290,16,9,7,2014,1042,0.59,59,Medium-High Digitalization,Medium Course ( >15H and <40H )
1291,5,2,3,2014,1042,0.48,48,Medium-Low Digitalization,Small Course ( <15H )
1292,16,12,4,2014,1042,0.77,77,Medium-High Digitalization,Medium Course ( >15H and <40H )
1293,12,7,5,2014,1042,0.55,55,Medium-High Digitalization,Small Course ( <15H )
1294,14,8,6,2014,1042,0.58,57,Medium-High Digitalization,Small Course ( <15H )
1295,49,15,34,2014,1042,0.3,30,Medium-Low Digitalization,High Course ( >40H )
1296,83,48,35,2014,1042,0.58,57,Medium-High Digitalization,High Course ( >40H )
1297,57,26,31,2014,1042,0.45,45,Medium-Low Digitalization,High Course ( >40H )
1298,30,19,11,2014,1042,0.63,63,Medium-High Digitalization,Medium Course ( >15H and <40H )
1299,68,10,58,2014,1042,0.15,15,Low Digitalization,High Course ( >40H )
1300,53,30,23,2014,1042,0.57,56,Medium-High Digitalization,High Course ( >40H )
1301,51,40,11,2014,1042,0.78,78,Medium-High Digitalization,High Course ( >40H )
1302,11,9,2,2014,1042,0.79,79,Medium-High Digitalization,Small Course ( <15H )
1303,15,1,14,2014,1042,0.05,5,Low Digitalization,Small Course ( <15H )
1304,22,9,13,2014,1042,0.42,42,Medium-Low Digitalization,Medium Course ( >15H and <40H )
1305,89,45,44,2014,1042,0.51,51,Medium-High Digitalization,High Course ( >40H )
1306,7,4,3,2014,1042,0.63,63,Medium-High Digitalization,Small Course ( <15H )
1307,40,13,27,2014,1042,0.32,32,Medium-Low Digitalization,High Course ( >40H )
1308,18,18,0,2014,1042,0.99,99,High Digitalization,Medium Course ( >15H and <40H )
1309,16,10,6,2014,1042,0.65,65,Medium-High Digitalization,Medium Course ( >15H and <40H )
1310,15,4,11,2014,1042,0.24,24,Medium-Low Digitalization,Small Course ( <15H )
1311,49,26,23,2014,1042,0.54,54,Medium-High Digitalization,High Course ( >40H )
1312,75,15,60,2014,1042,0.2,20,Low Digitalization,High Course ( >40H )
1313,82,18,64,2014,1042,0.22,22,Medium-Low Digitalization,High Course ( >40H )
1314,54,14,40,2014,1042,0.25,25,Medium-Low Digitalization,High Course ( >40H )
1315,41,16,25,2014,1042,0.39,39,Medium-Low Digitalization,High Course ( >40H )
1316,72,45,27,2014,1042,0.62,62,Medium-High Digitalization,High Course ( >40H )
1317,22,3,19,2014,1042,0.13,13,Low Digitalization,Medium Course ( >15H and <40H )
1318,88,68,20,2014,1042,0.77,77,Medium-High Digitalization,High Course ( >40H )
1319,10,5,5,2014,1042,0.46,46,Medium-Low Digitalization,Small Course ( <15H )
1320,54,7,47,2014,1042,0.13,13,Low Digitalization,High Course ( >40H )
1321,79,8,71,2014,1042,0.1,10,Low Digitalization,High Course ( >40H )
1322,86,53,33,2014,1042,0.62,62,Medium-High Digitalization,High Course ( >40H )
1323,20,0,20,2014,1042,0.0,0,Low Digitalization,Medium Course ( >15H and <40H )
1324,9,7,2,2014,1042,0.78,78,Medium-High Digitalization,Small Course ( <15H )
1325,10,4,6,2014,1042,0.38,38,Medium-Low Digitalization,Small Course ( <15H )
1326,59,11,48,2014,1042,0.19,19,Low Digitalization,High Course ( >40H )
1327,5,2,3,2014,1042,0.42,42,Medium-Low Digitalization,Small Course ( <15H )
1328,60,50,10,2014,1042,0.84,84,High Digitalization,High Course ( >40H )
1329,41,40,1,2014,1042,0.97,97,High Digitalization,High Course ( >40H )
1330,6,2,4,2014,1042,0.35,35,Medium-Low Digitalization,Small Course ( <15H )
1331,90,58,32,2014,1042,0.64,64,Medium-High Digitalization,High Course ( >40H )
1332,15,13,2,2014,1042,0.89,89,High Digitalization,Small Course ( <15H )
1333,44,33,11,2014,1042,0.75,75,Medium-High Digitalization,High Course ( >40H )
1334,41,11,30,2014,1042,0.26,26,Medium-Low Digitalization,High Course ( >40H )
1335,56,22,34,2014,1042,0.4,40,Medium-Low Digitalization,High Course ( >40H )
1336,8,1,7,2014,1042,0.08,8,Low Digitalization,Small Course ( <15H )
1337,28,24,4,2014,1042,0.86,86,High Digitalization,Medium Course ( >15H and <40H )
1338,18,2,16,2014,1042,0.11,11,Low Digitalization,Medium Course ( >15H and <40H )
1339,12,7,5,2014,1042,0.62,62,Medium-High Digitalization,Small Course ( <15H )
1340,35,22,13,2014,1042,0.64,64,Medium-High Digitalization,Medium Course ( >15H and <40H )
1341,9,8,1,2014,1042,0.88,88,High Digitalization,Small Course ( <15H )
1342,12,11,1,2014,1042,0.91,91,High Digitalization,Small Course ( <15H )
1343,13,3,10,2014,1042,0.23,23,Medium-Low Digitalization,Small Course ( <15H )
1344,24,15,9,2014,1042,0.62,62,Medium-High Digitalization,Medium Course ( >15H and <40H )
1345,78,44,34,2014,1042,0.57,56,Medium-High Digitalization,High Course ( >40H )
1346,15,5,10,2014,1042,0.31,31,Medium-Low Digitalization,Small Course ( <15H )
1347,18,1,17,2014,1042,0.05,5,Low Digitalization,Medium Course ( >15H and <40H )
1348,57,46,11,2014,1042,0.81,81,High Digitalization,High Course ( >40H )
1349,21,0,21,2014,1042,0.01,1,Low Digitalization,Medium Course ( >15H and <40H )
1350,56,39,17,2014,1042,0.7,70,Medium-High Digitalization,High Course ( >40H )
1351,15,3,12,2014,1042,0.19,19,Low Digitalization,Small Course ( <15H )
1352,9,7,2,2014,1042,0.79,79,Medium-High Digitalization,Small Course ( <15H )
1353,45,7,38,2014,1042,0.16,16,Low Digitalization,High Course ( >40H )
1354,5,4,1,2014,1042,0.75,75,Medium-High Digitalization,Small Course ( <15H )
1355,8,2,6,2014,1042,0.31,31,Medium-Low Digitalization,Small Course ( <15H )
1356,9,4,5,2014,1042,0.4,40,Medium-Low Digitalization,Small Course ( <15H )
1357,32,11,21,2014,1042,0.33,33,Medium-Low Digitalization,Medium Course ( >15H and <40H )
1358,65,40,25,2014,1042,0.61,61,Medium-High Digitalization,High Course ( >40H )
1359,59,22,37,2014,1042,0.37,37,Medium-Low Digitalization,High Course ( >40H )
1360,15,0,15,2014,1042,0.03,3,Low Digitalization,Small Course ( <15H )
1361,14,6,8,2014,1042,0.43,43,Medium-Low Digitalization,Small Course ( <15H )
1362,9,6,3,2014,1042,0.62,62,Medium-High Digitalization,Small Course ( <15H )
1363,13,2,11,2014,1042,0.15,15,Low Digitalization,Small Course ( <15H )
1364,23,10,13,2014,1042,0.42,42,Medium-Low Digitalization,Medium Course ( >15H and <40H )
1365,9,6,3,2014,1042,0.71,71,Medium-High Digitalization,Small Course ( <15H )
1366,45,29,16,2014,1042,0.65,65,Medium-High Digitalization,High Course ( >40H )
1367,47,20,27,2014,1042,0.42,42,Medium-Low Digitalization,High Course ( >40H )
1368,22,0,22,2014,1042,0.0,0,Low Digitalization,Medium Course ( >15H and <40H )
1369,64,13,51,2014,1042,0.21,21,Medium-Low Digitalization,High Course ( >40H )
1370,5,3,2,2014,1042,0.65,65,Medium-High Digitalization,Small Course ( <15H )
1371,89,9,80,2014,1042,0.1,10,Low Digitalization,High Course ( >40H )
1372,66,54,12,2014,1042,0.82,82,High Digitalization,High Course ( >40H )
1373,41,19,22,2014,1042,0.46,46,Medium-Low Digitalization,High Course ( >40H )
1374,6,5,1,2014,1042,0.9,90,High Digitalization,Small Course ( <15H )
1375,9,3,6,2014,1042,0.37,37,Medium-Low Digitalization,Small Course ( <15H )
1376,50,12,38,2014,1042,0.23,23,Medium-Low Digitalization,High Course ( >40H )
1377,48,14,34,2014,1042,0.29,28,Medium-Low Digitalization,High Course ( >40H )
1378,74,16,58,2014,1042,0.21,21,Medium-Low Digitalization,High Course ( >40H )
1379,9,5,4,2014,1042,0.56,56,Medium-High Digitalization,Small Course ( <15H )
1380,44,3,41,2014,1042,0.06,6,Low Digitalization,High Course ( >40H )
1381,81,46,35,2014,1042,0.57,56,Medium-High Digitalization,High Course ( >40H )
1382,33,3,30,2014,1042,0.1,10,Low Digitalization,Medium Course ( >15H and <40H )
1383,82,36,46,2014,1042,0.44,44,Medium-Low Digitalization,High Course ( >40H )
1384,5,5,0,2014,1042,0.94,94,High Digitalization,Small Course ( <15H )
1385,23,3,20,2014,1042,0.12,12,Low Digitalization,Medium Course ( >15H and <40H )
1386,39,33,6,2014,1042,0.84,84,High Digitalization,Medium Course ( >15H and <40H )
1387,32,28,4,2014,1042,0.88,88,High Digitalization,Medium Course ( >15H and <40H )
1388,55,31,24,2014,1042,0.57,56,Medium-High Digitalization,High Course ( >40H )
1389,31,19,12,2014,1042,0.61,61,Medium-High Digitalization,Medium Course ( >15H and <40H )
1390,11,0,11,2014,1042,0.03,3,Low Digitalization,Small Course ( <15H )
1391,58,2,56,2014,1042,0.04,4,Low Digitalization,High Course ( >40H )
1392,43,9,34,2014,1042,0.22,22,Medium-Low Digitalization,High Course ( >40H )
1393,82,21,61,2014,1042,0.26,26,Medium-Low Digitalization,High Course ( >40H )
1394,12,7,5,2014,1042,0.6,60,Medium-High Digitalization,Small Course ( <15H )
1395,32,7,25,2014,1042,0.21,21,Medium-Low Digitalization,Medium Course ( >15H and <40H )
1396,63,6,57,2014,1042,0.1,10,Low Digitalization,High Course ( >40H )
1397,5,1,4,2014,1042,0.18,18,Low Digitalization,Small Course ( <15H )
1398,42,18,24,2014,1042,0.42,42,Medium-Low Digitalization,High Course ( >40H )
1399,18,2,16,2014,1042,0.11,11,Low Digitalization,Medium Course ( >15H and <40H )
1400,57,28,28,2014,1042,0.5,50,Medium-Low Digitalization,High Course ( >40H )
1401,54,19,35,2014,1042,0.35,35,Medium-Low Digitalization,High Course ( >40H )
1402,33,4,29,2014,1042,0.12,12,Low Digitalization,Medium Course ( >15H and <40H )
1403,71,45,26,2014,1042,0.63,63,Medium-High Digitalization,High Course ( >40H )
1404,60,22,38,2014,1042,0.36,36,Medium-Low Digitalization,High Course ( >40H )
1405,57,47,10,2014,1042,0.83,83,High Digitalization,High Course ( >40H )
1406,10,6,4,2014,1042,0.64,64,Medium-High Digitalization,Small Course ( <15H )
1407,16,16,0,2014,1042,0.97,97,High Digitalization,Medium Course ( >15H and <40H )
1408,45,27,18,2014,1042,0.6,60,Medium-High Digitalization,High Course ( >40H )
1409,9,9,0,2014,1042,0.97,97,High Digitalization,Small Course ( <15H )
1410,12,9,3,2014,1042,0.79,79,Medium-High Digitalization,Small Course ( <15H )
1411,23,18,5,2014,1042,0.8,80,Medium-High Digitalization,Medium Course ( >15H and <40H )
1412,49,48,1,2014,1042,0.98,98,High Digitalization,High Course ( >40H )
1413,11,6,5,2014,1042,0.51,51,Medium-High Digitalization,Small Course ( <15H )
1414,10,7,3,2014,1042,0.66,66,Medium-High Digitalization,Small Course ( <15H )
1415,66,31,35,2014,1042,0.47,47,Medium-Low Digitalization,High Course ( >40H )
1416,70,23,47,2014,1042,0.33,33,Medium-Low Digitalization,High Course ( >40H )
1417,6,4,2,2014,1042,0.63,63,Medium-High Digitalization,Small Course ( <15H )
1418,12,11,1,2014,1042,0.89,89,High Digitalization,Small Course ( <15H )
1419,45,8,37,2014,1042,0.18,18,Low Digitalization,High Course ( >40H )
1420,67,22,45,2014,1042,0.33,33,Medium-Low Digitalization,High Course ( >40H )
1421,15,4,11,2014,1042,0.25,25,Medium-Low Digitalization,Small Course ( <15H )
1422,90,54,36,2014,1042,0.6,60,Medium-High Digitalization,High Course ( >40H )
1423,38,13,25,2014,1042,0.33,33,Medium-Low Digitalization,Medium Course ( >15H and <40H )
1424,6,2,4,2014,1042,0.29,28,Medium-Low Digitalization,Small Course ( <15H )
1425,13,3,10,2014,1042,0.22,22,Medium-Low Digitalization,Small Course ( <15H )
1426,13,11,2,2014,1042,0.86,86,High Digitalization,Small Course ( <15H )
1427,86,16,70,2014,1042,0.19,19,Low Digitalization,High Course ( >40H )
1428,10,1,9,2014,1042,0.08,8,Low Digitalization,Small Course ( <15H )
1429,20,17,3,2014,1042,0.83,83,High Digitalization,Medium Course ( >15H and <40H )
1430,20,9,11,2014,1042,0.44,44,Medium-Low Digitalization,Medium Course ( >15H and <40H )
1431,80,48,32,2014,1042,0.6,60,Medium-High Digitalization,High Course ( >40H )
1432,64,62,2,2014,1042,0.97,97,High Digitalization,High Course ( >40H )
1433,10,6,4,2014,1042,0.63,63,Medium-High Digitalization,Small Course ( <15H )
1434,62,24,38,2014,1042,0.39,39,Medium-Low Digitalization,High Course ( >40H )
1435,54,46,8,2014,1042,0.86,86,High Digitalization,High Course ( >40H )
1436,27,10,17,2014,1042,0.36,36,Medium-Low Digitalization,Medium Course ( >15H and <40H )
1437,40,5,35,2014,1042,0.12,12,Low Digitalization,High Course ( >40H )
1438,28,23,5,2014,1042,0.83,83,High Digitalization,Medium Course ( >15H and <40H )
1439,81,8,73,2014,1042,0.1,10,Low Digitalization,High Course ( >40H )
1440,6,1,5,2014,1042,0.21,21,Medium-Low Digitalization,Small Course ( <15H )
1441,29,0,29,2014,1042,0.0,0,Low Digitalization,Medium Course ( >15H and <40H )
1442,74,54,20,2014,1042,0.73,73,Medium-High Digitalization,High Course ( >40H )
1443,15,14,2,2014,1042,0.9,90,High Digitalization,Small Course ( <15H )
1444,60,35,25,2014,1042,0.59,59,Medium-High Digitalization,High Course ( >40H )
1445,14,5,9,2014,1042,0.39,39,Medium-Low Digitalization,Small Course ( <15H )
1446,12,1,11,2014,1042,0.07,7,Low Digitalization,Small Course ( <15H )
1447,6,2,4,2014,1042,0.34,34,Medium-Low Digitalization,Small Course ( <15H )
1448,13,11,2,2014,1042,0.83,83,High Digitalization,Small Course ( <15H )
1449,58,46,12,2014,1042,0.8,80,Medium-High Digitalization,High Course ( >40H )
1450,11,2,9,2014,1042,0.2,20,Low Digitalization,Small Course ( <15H )
1451,15,8,8,2014,1042,0.5,50,Medium-Low Digitalization,Small Course ( <15H )
1452,13,7,6,2014,1042,0.51,51,Medium-High Digitalization,Small Course ( <15H )
1453,73,55,18,2014,1042,0.75,75,Medium-High Digitalization,High Course ( >40H )
1454,79,48,31,2014,1042,0.61,61,Medium-High Digitalization,High Course ( >40H )
1455,5,3,2,2014,1042,0.67,67,Medium-High Digitalization,Small Course ( <15H )
1456,9,9,0,2014,1042,0.95,95,High Digitalization,Small Course ( <15H )
1457,9,0,9,2014,1042,0.02,2,Low Digitalization,Small Course ( <15H )
1458,19,6,13,2014,1042,0.32,32,Medium-Low Digitalization,Medium Course ( >15H and <40H )
1459,6,2,4,2014,1042,0.28,28,Medium-Low Digitalization,Small Course ( <15H )
1460,15,0,15,2014,1042,0.01,1,Low Digitalization,Small Course ( <15H )
1461,73,27,46,2014,1042,0.37,37,Medium-Low Digitalization,High Course ( >40H )
1462,60,19,41,2014,1042,0.31,31,Medium-Low Digitalization,High Course ( >40H )
1463,47,46,1,2014,1042,0.97,97,High Digitalization,High Course ( >40H )
1464,30,5,25,2014,1042,0.16,16,Low Digitalization,Medium Course ( >15H and <40H )
1465,16,16,0,2014,1042,0.98,98,High Digitalization,Medium Course ( >15H and <40H )
1466,21,7,14,2014,1042,0.33,33,Medium-Low Digitalization,Medium Course ( >15H and <40H )
1467,11,6,5,2014,1042,0.51,51,Medium-High Digitalization,Small Course ( <15H )
1468,54,10,44,2014,1042,0.19,19,Low Digitalization,High Course ( >40H )
1469,19,10,10,2014,1042,0.5,50,Medium-Low Digitalization,Medium Course ( >15H and <40H )
1470,78,37,41,2014,1042,0.48,48,Medium-Low Digitalization,High Course ( >40H )
1471,66,9,57,2014,1042,0.14,14,Low Digitalization,High Course ( >40H )
1472,9,8,1,2014,1042,0.87,87,High Digitalization,Small Course ( <15H )
1473,8,1,7,2014,1042,0.09,9,Low Digitalization,Small Course ( <15H )
1474,28,13,15,2014,1042,0.48,48,Medium-Low Digitalization,Medium Course ( >15H and <40H )
1475,14,3,11,2014,1042,0.21,21,Medium-Low Digitalization,Small Course ( <15H )
1476,6,1,5,2014,1042,0.2,20,Low Digitalization,Small Course ( <15H )
1477,87,77,10,2014,1042,0.88,88,High Digitalization,High Course ( >40H )
1478,39,13,26,2014,1042,0.34,34,Medium-Low Digitalization,Medium Course ( >15H and <40H )
1479,41,37,4,2014,1042,0.91,91,High Digitalization,High Course ( >40H )
1480,56,9,47,2014,1042,0.16,16,Low Digitalization,High Course ( >40H )
1481,83,60,23,2014,1042,0.72,72,Medium-High Digitalization,High Course ( >40H )
1482,75,32,43,2014,1042,0.43,43,Medium-Low Digitalization,High Course ( >40H )
1483,87,7,80,2014,1042,0.08,8,Low Digitalization,High Course ( >40H )
1484,7,6,1,2014,1042,0.89,89,High Digitalization,Small Course ( <15H )
1485,6,4,2,2014,1042,0.67,67,Medium-High Digitalization,Small Course ( <15H )
1486,14,5,9,2014,1042,0.36,36,Medium-Low Digitalization,Small Course ( <15H )
1487,15,8,7,2014,1042,0.52,52,Medium-High Digitalization,Small Course ( <15H )
1488,18,2,16,2014,1042,0.11,11,Low Digitalization,Medium Course ( >15H and <40H )
1489,41,33,8,2014,1042,0.81,81,High Digitalization,High Course ( >40H )
1490,6,4,2,2014,1042,0.75,75,Medium-High Digitalization,Small Course ( <15H )
1491,72,4,68,2014,1042,0.05,5,Low Digitalization,High Course ( >40H )
1492,40,32,8,2014,1042,0.79,79,Medium-High Digitalization,High Course ( >40H )
1493,14,2,12,2014,1042,0.11,11,Low Digitalization,Small Course ( <15H )
1494,13,1,12,2014,1042,0.1,10,Low Digitalization,Small Course ( <15H )
1495,64,30,34,2014,1042,0.47,47,Medium-Low Digitalization,High Course ( >40H )
1496,16,9,7,2014,1042,0.55,55,Medium-High Digitalization,Medium Course ( >15H and <40H )
1497,62,8,54,2014,1042,0.13,13,Low Digitalization,High Course ( >40H )
1498,43,35,8,2014,1042,0.82,82,High Digitalization,High Course ( >40H )
1499,12,2,10,2014,1042,0.15,15,Low Digitalization,Small Course ( <15H )
1500,48,33,15,2014,1042,0.69,69,Medium-High Digitalization,High Course ( >40H )
1501,17,2,15,2014,1042,0.11,11,Low Digitalization,Medium Course ( >15H and <40H )
1502,14,3,11,2014,1042,0.23,23,Medium-Low Digitalization,Small Course ( <15H )
1503,90,58,32,2014,1042,0.65,65,Medium-High Digitalization,High Course ( >40H )
1504,67,5,62,2014,1042,0.08,8,Low Digitalization,High Course ( >40H )
1505,33,30,3,2014,1042,0.9,90,High Digitalization,Medium Course ( >15H and <40H )
1506,57,39,18,2014,1042,0.68,68,Medium-High Digitalization,High Course ( >40H )
1507,10,0,10,2014,1042,0.05,5,Low Digitalization,Small Course ( <15H )
1508,36,1,35,2014,1042,0.03,3,Low Digitalization,Medium Course ( >15H and <40H )
1509,51,35,16,2014,1042,0.68,68,Medium-High Digitalization,High Course ( >40H )
1510,14,10,4,2014,1042,0.7,70,Medium-High Digitalization,Small Course ( <15H )
1511,43,26,17,2014,1042,0.6,60,Medium-High Digitalization,High Course ( >40H )
1512,58,49,9,2014,1042,0.84,84,High Digitalization,High Course ( >40H )
1513,31,4,27,2014,1042,0.14,14,Low Digitalization,Medium Course ( >15H and <40H )
1514,10,3,7,2014,1042,0.3,30,Medium-Low Digitalization,Small Course ( <15H )
1515,42,9,33,2014,1042,0.22,22,Medium-Low Digitalization,High Course ( >40H )
