,Year,Course_ID,Course_Duration,Course_Resources,Course_Ress_Digit,Course_Ress_inClass,Number_Video,Number_QCM,Number_Test,Number_Lecture,Number_Exercise,Number_Exam
7180,2020,188,10,8,2,6,1,1,0,4,1,1
188,2013,189,48,38,7,31,5,1,1,20,9,2
1187,2014,189,48,38,8,30,5,2,1,20,8,2
2186,2015,189,48,38,11,27,6,4,1,19,6,2
3185,2016,189,48,38,14,24,6,7,1,19,3,2
4184,2017,189,48,38,17,21,8,8,1,17,2,2
5183,2018,189,48,38,20,18,10,9,1,15,1,2
6182,2019,189,48,38,26,12,16,9,1,9,1,2
7181,2020,189,48,38,34,4,23,10,1,2,0,2
189,2013,190,10,5,1,4,1,0,0,3,1,0
1188,2014,190,10,5,1,4,1,0,0,3,1,0
2187,2015,190,10,5,1,4,1,0,0,3,1,0
3186,2016,190,10,5,2,3,1,1,0,3,0,0
4185,2017,190,10,5,2,3,1,1,0,3,0,0
5184,2018,190,10,5,2,3,1,1,0,3,0,0
6183,2019,190,10,5,2,3,1,1,0,3,0,0
7182,2020,190,10,5,3,2,2,1,0,2,0,0
190,2013,191,8,4,1,3,0,1,0,2,1,0
1189,2014,191,8,4,1,3,0,1,0,2,1,0
2188,2015,191,8,4,1,3,0,1,0,2,1,0
3187,2016,191,8,4,1,3,0,1,0,2,1,0
4186,2017,191,8,4,1,3,0,1,0,2,1,0
5185,2018,191,8,4,1,3,0,1,0,2,1,0
6184,2019,191,8,4,1,3,0,1,0,2,1,0
7183,2020,191,8,4,1,3,0,1,0,2,1,0
191,2013,192,51,45,8,37,6,1,1,24,11,2
1190,2014,192,51,45,10,35,8,1,1,22,11,2
2189,2015,192,51,45,13,32,10,2,1,20,10,2
3188,2016,192,51,45,16,29,12,3,1,18,9,2
4187,2017,192,51,45,17,28,12,4,1,18,8,2
5186,2018,192,51,45,20,25,15,4,1,15,8,2
6185,2019,192,51,45,25,20,18,6,1,12,6,2
7184,2020,192,51,45,26,19,19,6,1,11,6,2
192,2013,193,50,39,7,32,3,3,1,20,10,2
1191,2014,193,50,39,7,32,3,3,1,20,10,2
2190,2015,193,50,39,9,30,3,5,1,20,8,2
3189,2016,193,50,39,10,29,4,5,1,19,8,2
4188,2017,193,50,39,14,25,7,6,1,16,7,2
5187,2018,193,50,39,16,23,9,6,1,14,7,2
6186,2019,193,50,39,17,22,9,6,2,14,7,1
7185,2020,193,50,39,17,22,9,6,2,14,7,1
193,2013,194,27,17,2,15,2,0,0,10,5,0
1192,2014,194,27,17,2,15,2,0,0,10,5,0
2191,2015,194,27,17,2,15,2,0,0,10,5,0
3190,2016,194,27,17,3,14,3,0,0,9,5,0
4189,2017,194,27,17,3,14,3,0,0,9,5,0
5188,2018,194,27,17,3,14,3,0,0,9,5,0
6187,2019,194,27,17,4,13,4,0,0,8,5,0
7186,2020,194,27,17,5,12,5,0,0,7,5,0
194,2013,195,33,13,2,11,1,1,0,8,2,1
1193,2014,195,33,13,2,11,1,1,0,8,2,1
2192,2015,195,33,13,2,11,1,1,0,8,2,1
3191,2016,195,33,13,2,11,1,1,0,8,2,1
4190,2017,195,33,13,3,10,1,2,0,8,1,1
5189,2018,195,33,13,3,10,1,2,0,8,1,1
6188,2019,195,33,13,4,9,2,2,0,7,1,1
7187,2020,195,33,13,5,8,3,2,0,6,1,1
195,2013,196,9,7,1,6,1,0,0,3,2,1
1194,2014,196,9,7,1,6,1,0,0,3,2,1
2193,2015,196,9,7,1,6,1,0,0,3,2,1
3192,2016,196,9,7,1,6,1,0,0,3,2,1
4191,2017,196,9,7,1,6,1,0,0,3,2,1
5190,2018,196,9,7,1,6,1,0,0,3,2,1
6189,2019,196,9,7,1,6,1,0,0,3,2,1
7188,2020,196,9,7,1,6,1,0,0,3,2,1
196,2013,197,25,21,3,18,2,1,0,11,6,1
1195,2014,197,25,21,4,17,2,2,0,11,5,1
2194,2015,197,25,21,5,16,3,2,0,10,5,1
3193,2016,197,25,21,6,15,4,2,0,9,5,1
4192,2017,197,25,21,8,13,6,2,0,7,5,1
5191,2018,197,25,21,9,12,6,3,0,7,4,1
6190,2019,197,25,21,10,11,7,3,0,6,4,1
7189,2020,197,25,21,12,9,9,3,0,4,4,1
197,2013,198,19,5,1,4,0,1,0,3,1,0
1196,2014,198,19,5,1,4,0,1,0,3,1,0
2195,2015,198,19,5,1,4,0,1,0,3,1,0
3194,2016,198,19,5,1,4,0,1,0,3,1,0
4193,2017,198,19,5,2,3,0,2,0,3,0,0
5192,2018,198,19,5,2,3,0,2,0,3,0,0
6191,2019,198,19,5,3,2,1,2,0,2,0,0
7190,2020,198,19,5,3,2,1,2,0,2,0,0
198,2013,199,6,4,1,3,1,0,0,1,1,1
1197,2014,199,6,4,1,3,1,0,0,1,1,1
2196,2015,199,6,4,1,3,1,0,0,1,1,1
3195,2016,199,6,4,1,3,1,0,0,1,1,1
4194,2017,199,6,4,1,3,1,0,0,1,1,1
5193,2018,199,6,4,1,3,1,0,0,1,1,1
6192,2019,199,6,4,1,3,1,0,0,1,1,1
7191,2020,199,6,4,1,3,1,0,0,1,1,1
199,2013,200,16,16,4,12,2,1,1,8,4,0
1198,2014,200,16,16,4,12,2,1,1,8,4,0
2197,2015,200,16,16,5,11,2,2,1,8,3,0
3196,2016,200,16,16,6,10,3,2,1,7,3,0
4195,2017,200,16,16,8,8,3,4,1,7,1,0
5194,2018,200,16,16,10,6,4,5,1,6,0,0
6193,2019,200,16,16,11,5,5,5,1,5,0,0
7192,2020,200,16,16,12,4,6,5,1,4,0,0
200,2013,201,11,6,1,5,1,0,0,3,1,1
1199,2014,201,11,6,1,5,1,0,0,3,1,1
2198,2015,201,11,6,1,5,1,0,0,3,1,1
3197,2016,201,11,6,1,5,1,0,0,3,1,1
4196,2017,201,11,6,1,5,1,0,0,3,1,1
5195,2018,201,11,6,1,5,1,0,0,3,1,1
6194,2019,201,11,6,1,5,1,0,0,3,1,1
7193,2020,201,11,6,1,5,1,0,0,3,1,1
201,2013,202,35,20,2,18,2,0,0,11,6,1
1200,2014,202,35,20,3,17,2,1,0,11,5,1
2199,2015,202,35,20,3,17,2,1,0,11,5,1
3198,2016,202,35,20,3,17,2,1,0,11,5,1
4197,2017,202,35,20,4,16,2,2,0,11,4,1
5196,2018,202,35,20,5,15,3,2,0,10,4,1
6195,2019,202,35,20,5,15,3,2,0,10,4,1
7194,2020,202,35,20,5,15,3,2,0,10,4,1
202,2013,203,27,7,1,6,1,0,0,4,2,0
1201,2014,203,27,7,1,6,1,0,0,4,2,0
2200,2015,203,27,7,1,6,1,0,0,4,2,0
3199,2016,203,27,7,1,6,1,0,0,4,2,0
4198,2017,203,27,7,1,6,1,0,0,4,2,0
5197,2018,203,27,7,1,6,1,0,0,4,2,0
6196,2019,203,27,7,1,6,1,0,0,4,2,0
7195,2020,203,27,7,2,5,1,1,0,4,1,0
203,2013,204,25,16,3,13,1,1,1,8,4,1
1202,2014,204,25,16,3,13,1,1,1,8,4,1
2201,2015,204,25,16,3,13,1,1,1,8,4,1
3200,2016,204,25,16,3,13,1,1,1,8,4,1
4199,2017,204,25,16,4,12,1,2,1,8,3,1
5198,2018,204,25,16,5,11,1,3,1,8,2,1
6197,2019,204,25,16,6,10,1,4,1,8,1,1
7196,2020,204,25,16,7,9,1,5,1,8,0,1
204,2013,205,39,19,1,18,1,0,0,12,5,1
1203,2014,205,39,19,1,18,1,0,0,12,5,1
2202,2015,205,39,19,1,18,1,0,0,12,5,1
3201,2016,205,39,19,1,18,1,0,0,12,5,1
4200,2017,205,39,19,1,18,1,0,0,12,5,1
5199,2018,205,39,19,1,18,1,0,0,12,5,1
6198,2019,205,39,19,2,17,1,0,1,12,5,0
7197,2020,205,39,19,2,17,1,0,1,12,5,0
205,2013,206,21,21,12,9,6,5,1,5,3,1
1204,2014,206,21,21,16,5,10,5,1,1,3,1
2203,2015,206,21,21,19,2,11,7,1,0,1,1
3202,2016,206,21,21,21,0,11,8,2,0,0,0
4201,2017,206,21,21,21,0,11,8,2,0,0,0
5200,2018,206,21,21,21,0,11,8,2,0,0,0
6199,2019,206,21,21,21,0,11,8,2,0,0,0
7198,2020,206,21,21,21,0,11,8,2,0,0,0
206,2013,207,14,8,1,7,1,0,0,3,3,1
1205,2014,207,14,8,1,7,1,0,0,3,3,1
2204,2015,207,14,8,1,7,1,0,0,3,3,1
3203,2016,207,14,8,1,7,1,0,0,3,3,1
4202,2017,207,14,8,1,7,1,0,0,3,3,1
5201,2018,207,14,8,1,7,1,0,0,3,3,1
6200,2019,207,14,8,1,7,1,0,0,3,3,1
7199,2020,207,14,8,1,7,1,0,0,3,3,1
207,2013,208,10,7,1,6,1,0,0,4,1,1
1206,2014,208,10,7,1,6,1,0,0,4,1,1
2205,2015,208,10,7,1,6,1,0,0,4,1,1
3204,2016,208,10,7,1,6,1,0,0,4,1,1
4203,2017,208,10,7,2,5,2,0,0,3,1,1
5202,2018,208,10,7,2,5,2,0,0,3,1,1
6201,2019,208,10,7,2,5,2,0,0,3,1,1
7200,2020,208,10,7,2,5,2,0,0,3,1,1
208,2013,209,49,15,1,14,0,1,0,9,5,0
1207,2014,209,49,15,1,14,0,1,0,9,5,0
2206,2015,209,49,15,1,14,0,1,0,9,5,0
3205,2016,209,49,15,1,14,0,1,0,9,5,0
4204,2017,209,49,15,1,14,0,1,0,9,5,0
5203,2018,209,49,15,1,14,0,1,0,9,5,0
6202,2019,209,49,15,2,13,0,2,0,9,4,0
7201,2020,209,49,15,2,13,0,2,0,9,4,0
209,2013,210,33,27,1,26,1,0,0,17,8,1
1208,2014,210,33,27,1,26,1,0,0,17,8,1
2207,2015,210,33,27,1,26,1,0,0,17,8,1
3206,2016,210,33,27,2,25,1,1,0,17,7,1
4205,2017,210,33,27,2,25,1,1,0,17,7,1
5204,2018,210,33,27,2,25,1,1,0,17,7,1
6203,2019,210,33,27,2,25,1,1,0,17,7,1
7202,2020,210,33,27,2,25,1,1,0,17,7,1
210,2013,211,7,6,0,6,0,0,0,4,2,0
1209,2014,211,7,6,1,5,0,1,0,4,1,0
2208,2015,211,7,6,1,5,0,1,0,4,1,0
3207,2016,211,7,6,1,5,0,1,0,4,1,0
4206,2017,211,7,6,1,5,0,1,0,4,1,0
5205,2018,211,7,6,1,5,0,1,0,4,1,0
6204,2019,211,7,6,1,5,0,1,0,4,1,0
7203,2020,211,7,6,1,5,0,1,0,4,1,0
211,2013,212,26,8,1,7,0,1,0,5,2,0
1210,2014,212,26,8,1,7,0,1,0,5,2,0
2209,2015,212,26,8,1,7,0,1,0,5,2,0
3208,2016,212,26,8,1,7,0,1,0,5,2,0
4207,2017,212,26,8,1,7,0,1,0,5,2,0
5206,2018,212,26,8,1,7,0,1,0,5,2,0
6205,2019,212,26,8,1,7,0,1,0,5,2,0
7204,2020,212,26,8,1,7,0,1,0,5,2,0
212,2013,213,11,10,1,9,0,1,0,6,2,1
1211,2014,213,11,10,1,9,0,1,0,6,2,1
2210,2015,213,11,10,1,9,0,1,0,6,2,1
3209,2016,213,11,10,2,8,0,2,0,6,1,1
4208,2017,213,11,10,2,8,0,2,0,6,1,1
5207,2018,213,11,10,2,8,0,2,0,6,1,1
6206,2019,213,11,10,3,7,1,2,0,5,1,1
7205,2020,213,11,10,3,7,1,2,0,5,1,1
213,2013,214,50,37,3,34,3,0,0,23,10,1
1212,2014,214,50,37,4,33,3,0,1,23,10,0
2211,2015,214,50,37,5,32,3,1,1,23,9,0
3210,2016,214,50,37,5,32,3,1,1,23,9,0
4209,2017,214,50,37,6,31,3,2,1,23,8,0
5208,2018,214,50,37,7,30,4,2,1,22,8,0
6207,2019,214,50,37,9,28,4,4,1,22,6,0
7206,2020,214,50,37,9,28,4,4,1,22,6,0
214,2013,215,24,21,4,17,2,1,1,12,4,1
1213,2014,215,24,21,4,17,2,1,1,12,4,1
2212,2015,215,24,21,5,16,2,2,1,12,3,1
3211,2016,215,24,21,5,16,2,2,1,12,3,1
4210,2017,215,24,21,5,16,2,2,1,12,3,1
5209,2018,215,24,21,7,14,4,2,1,10,3,1
6208,2019,215,24,21,8,13,4,3,1,10,2,1
7207,2020,215,24,21,10,11,6,3,1,8,2,1
215,2013,216,21,11,3,8,2,1,0,5,2,1
1214,2014,216,21,11,3,8,2,1,0,5,2,1
2213,2015,216,21,11,3,8,2,1,0,5,2,1
3212,2016,216,21,11,3,8,2,1,0,5,2,1
4211,2017,216,21,11,4,7,2,2,0,5,1,1
5210,2018,216,21,11,5,6,3,2,0,4,1,1
6209,2019,216,21,11,6,5,4,2,0,3,1,1
7208,2020,216,21,11,7,4,5,2,0,2,1,1
216,2013,217,15,5,1,4,1,0,0,2,1,1
1215,2014,217,15,5,1,4,1,0,0,2,1,1
2214,2015,217,15,5,2,3,2,0,0,1,1,1
3213,2016,217,15,5,2,3,2,0,0,1,1,1
4212,2017,217,15,5,2,3,2,0,0,1,1,1
5211,2018,217,15,5,2,3,2,0,0,1,1,1
6210,2019,217,15,5,2,3,2,0,0,1,1,1
7209,2020,217,15,5,3,2,2,1,0,1,0,1
217,2013,218,34,28,6,22,4,1,1,13,7,2
1216,2014,218,34,28,7,21,5,1,1,12,7,2
2215,2015,218,34,28,9,19,6,2,1,11,6,2
3214,2016,218,34,28,9,19,6,2,1,11,6,2
4213,2017,218,34,28,12,16,9,2,1,8,6,2
5212,2018,218,34,28,15,13,9,5,1,8,3,2
6211,2019,218,34,28,18,10,12,5,1,5,3,2
7210,2020,218,34,28,22,6,16,5,1,1,3,2
218,2013,219,11,8,1,7,0,1,0,4,2,1
1217,2014,219,11,8,2,6,0,2,0,4,1,1
2216,2015,219,11,8,2,6,0,2,0,4,1,1
3215,2016,219,11,8,2,6,0,2,0,4,1,1
4214,2017,219,11,8,2,6,0,2,0,4,1,1
5213,2018,219,11,8,2,6,0,2,0,4,1,1
6212,2019,219,11,8,3,5,1,2,0,3,1,1
7211,2020,219,11,8,3,5,1,2,0,3,1,1
219,2013,220,32,29,3,26,3,0,0,16,8,2
1218,2014,220,32,29,3,26,3,0,0,16,8,2
2217,2015,220,32,29,4,25,3,1,0,16,7,2
3216,2016,220,32,29,4,25,3,1,0,16,7,2
4215,2017,220,32,29,4,25,3,1,0,16,7,2
5214,2018,220,32,29,5,24,3,2,0,16,6,2
6213,2019,220,32,29,5,24,3,2,0,16,6,2
7212,2020,220,32,29,5,24,3,2,0,16,6,2
220,2013,221,32,32,6,26,3,3,0,16,8,2
1219,2014,221,32,32,7,25,3,4,0,16,7,2
2218,2015,221,32,32,9,23,4,5,0,15,6,2
3217,2016,221,32,32,9,23,4,5,0,15,6,2
4216,2017,221,32,32,11,21,5,6,0,14,5,2
5215,2018,221,32,32,12,20,5,7,0,14,4,2
6214,2019,221,32,32,12,20,5,7,0,14,4,2
7213,2020,221,32,32,13,19,6,7,0,13,4,2
221,2013,222,29,17,15,2,8,6,1,1,1,0
1220,2014,222,29,17,17,0,9,7,1,0,0,0
2219,2015,222,29,17,17,0,9,7,1,0,0,0
3218,2016,222,29,17,17,0,9,7,1,0,0,0
4217,2017,222,29,17,17,0,9,7,1,0,0,0
5216,2018,222,29,17,17,0,9,7,1,0,0,0
6215,2019,222,29,17,17,0,9,7,1,0,0,0
7214,2020,222,29,17,17,0,9,7,1,0,0,0
222,2013,223,14,4,1,3,1,0,0,2,1,0
1221,2014,223,14,4,1,3,1,0,0,2,1,0
2220,2015,223,14,4,1,3,1,0,0,2,1,0
3219,2016,223,14,4,1,3,1,0,0,2,1,0
4218,2017,223,14,4,1,3,1,0,0,2,1,0
5217,2018,223,14,4,1,3,1,0,0,2,1,0
6216,2019,223,14,4,1,3,1,0,0,2,1,0
7215,2020,223,14,4,1,3,1,0,0,2,1,0
223,2013,224,31,10,2,8,1,1,0,5,2,1
1222,2014,224,31,10,2,8,1,1,0,5,2,1
2221,2015,224,31,10,2,8,1,1,0,5,2,1
3220,2016,224,31,10,3,7,1,2,0,5,1,1
4219,2017,224,31,10,3,7,1,2,0,5,1,1
5218,2018,224,31,10,3,7,1,2,0,5,1,1
6217,2019,224,31,10,4,6,1,3,0,5,0,1
7216,2020,224,31,10,4,6,1,3,0,5,0,1
224,2013,225,35,13,3,10,1,1,1,7,3,0
1223,2014,225,35,13,3,10,1,1,1,7,3,0
2222,2015,225,35,13,3,10,1,1,1,7,3,0
3221,2016,225,35,13,4,9,1,2,1,7,2,0
4220,2017,225,35,13,4,9,1,2,1,7,2,0
5219,2018,225,35,13,5,8,1,3,1,7,1,0
6218,2019,225,35,13,5,8,1,3,1,7,1,0
7217,2020,225,35,13,6,7,2,3,1,6,1,0
225,2013,226,8,4,1,3,1,0,0,2,1,0
1224,2014,226,8,4,1,3,1,0,0,2,1,0
2223,2015,226,8,4,1,3,1,0,0,2,1,0
3222,2016,226,8,4,1,3,1,0,0,2,1,0
4221,2017,226,8,4,1,3,1,0,0,2,1,0
5220,2018,226,8,4,1,3,1,0,0,2,1,0
6219,2019,226,8,4,1,3,1,0,0,2,1,0
7218,2020,226,8,4,1,3,1,0,0,2,1,0
226,2013,227,8,4,1,3,1,0,0,2,1,0
1225,2014,227,8,4,1,3,1,0,0,2,1,0
2224,2015,227,8,4,1,3,1,0,0,2,1,0
3223,2016,227,8,4,1,3,1,0,0,2,1,0
4222,2017,227,8,4,1,3,1,0,0,2,1,0
5221,2018,227,8,4,2,2,1,1,0,2,0,0
6220,2019,227,8,4,2,2,1,1,0,2,0,0
7219,2020,227,8,4,2,2,1,1,0,2,0,0
227,2013,228,23,19,3,16,1,2,0,11,4,1
1226,2014,228,23,19,3,16,1,2,0,11,4,1
2225,2015,228,23,19,4,15,1,3,0,11,3,1
3224,2016,228,23,19,4,15,1,3,0,11,3,1
4223,2017,228,23,19,5,14,2,3,0,10,3,1
5222,2018,228,23,19,5,14,2,3,0,10,3,1
6221,2019,228,23,19,5,14,2,3,0,10,3,1
7220,2020,228,23,19,6,13,2,4,0,10,2,1
228,2013,229,14,9,1,8,0,1,0,5,3,0
1227,2014,229,14,9,2,7,1,1,0,4,3,0
2226,2015,229,14,9,2,7,1,1,0,4,3,0
3225,2016,229,14,9,2,7,1,1,0,4,3,0
4224,2017,229,14,9,2,7,1,1,0,4,3,0
5223,2018,229,14,9,3,6,2,1,0,3,3,0
6222,2019,229,14,9,3,6,2,1,0,3,3,0
7221,2020,229,14,9,3,6,2,1,0,3,3,0
229,2013,230,31,21,2,19,1,1,0,13,6,0
1228,2014,230,31,21,2,19,1,1,0,13,6,0
2227,2015,230,31,21,2,19,1,1,0,13,6,0
3226,2016,230,31,21,3,18,2,1,0,12,6,0
4225,2017,230,31,21,3,18,2,1,0,12,6,0
5224,2018,230,31,21,4,17,3,1,0,11,6,0
6223,2019,230,31,21,5,16,4,1,0,10,6,0
7222,2020,230,31,21,5,16,4,1,0,10,6,0
230,2013,231,15,4,1,3,0,1,0,1,1,1
1229,2014,231,15,4,1,3,0,1,0,1,1,1
2228,2015,231,15,4,1,3,0,1,0,1,1,1
3227,2016,231,15,4,1,3,0,1,0,1,1,1
4226,2017,231,15,4,1,3,0,1,0,1,1,1
5225,2018,231,15,4,1,3,0,1,0,1,1,1
6224,2019,231,15,4,1,3,0,1,0,1,1,1
7223,2020,231,15,4,1,3,0,1,0,1,1,1
231,2013,232,24,18,2,16,1,1,0,11,5,0
1230,2014,232,24,18,2,16,1,1,0,11,5,0
2229,2015,232,24,18,2,16,1,1,0,11,5,0
3228,2016,232,24,18,2,16,1,1,0,11,5,0
4227,2017,232,24,18,2,16,1,1,0,11,5,0
5226,2018,232,24,18,3,15,1,2,0,11,4,0
6225,2019,232,24,18,4,14,1,3,0,11,3,0
7224,2020,232,24,18,4,14,1,3,0,11,3,0
232,2013,233,37,37,4,33,2,1,1,22,9,2
1231,2014,233,37,37,5,32,2,2,1,22,8,2
2230,2015,233,37,37,6,31,3,2,1,21,8,2
3229,2016,233,37,37,6,31,3,2,1,21,8,2
4228,2017,233,37,37,8,29,5,2,1,19,8,2
5227,2018,233,37,37,8,29,5,2,1,19,8,2
6226,2019,233,37,37,9,28,6,2,1,18,8,2
7225,2020,233,37,37,10,27,6,3,1,18,7,2
233,2013,234,26,8,2,6,2,0,0,4,1,1
1232,2014,234,26,8,2,6,2,0,0,4,1,1
2231,2015,234,26,8,3,5,3,0,0,3,1,1
3230,2016,234,26,8,3,5,3,0,0,3,1,1
4229,2017,234,26,8,3,5,3,0,0,3,1,1
5228,2018,234,26,8,3,5,3,0,0,3,1,1
6227,2019,234,26,8,4,4,4,0,0,2,1,1
7226,2020,234,26,8,4,4,4,0,0,2,1,1
234,2013,235,25,15,2,13,1,1,0,8,4,1
1233,2014,235,25,15,2,13,1,1,0,8,4,1
2232,2015,235,25,15,2,13,1,1,0,8,4,1
3231,2016,235,25,15,2,13,1,1,0,8,4,1
4230,2017,235,25,15,2,13,1,1,0,8,4,1
5229,2018,235,25,15,3,12,2,1,0,7,4,1
6228,2019,235,25,15,3,12,2,1,0,7,4,1
7227,2020,235,25,15,3,12,2,1,0,7,4,1
235,2013,236,33,25,5,20,2,2,1,13,6,1
1234,2014,236,33,25,5,20,2,2,1,13,6,1
2233,2015,236,33,25,6,19,3,2,1,12,6,1
3232,2016,236,33,25,8,17,5,2,1,10,6,1
4231,2017,236,33,25,9,16,5,3,1,10,5,1
5230,2018,236,33,25,10,15,6,3,1,9,5,1
6229,2019,236,33,25,11,14,7,3,1,8,5,1
7228,2020,236,33,25,15,10,7,7,1,8,1,1
236,2013,237,35,19,2,17,1,1,0,11,5,1
1235,2014,237,35,19,3,16,2,1,0,10,5,1
2234,2015,237,35,19,3,16,2,1,0,10,5,1
3233,2016,237,35,19,4,15,3,1,0,9,5,1
4232,2017,237,35,19,4,15,3,1,0,9,5,1
5231,2018,237,35,19,5,14,3,2,0,9,4,1
6230,2019,237,35,19,6,13,3,3,0,9,3,1
7229,2020,237,35,19,7,12,3,4,0,9,2,1
237,2013,238,5,3,1,2,0,1,0,2,0,0
1236,2014,238,5,3,1,2,0,1,0,2,0,0
2235,2015,238,5,3,1,2,0,1,0,2,0,0
3234,2016,238,5,3,1,2,0,1,0,2,0,0
4233,2017,238,5,3,1,2,0,1,0,2,0,0
5232,2018,238,5,3,1,2,0,1,0,2,0,0
6231,2019,238,5,3,1,2,0,1,0,2,0,0
7230,2020,238,5,3,1,2,0,1,0,2,0,0
238,2013,239,46,35,6,29,5,1,0,19,8,2
1237,2014,239,46,35,7,28,5,2,0,19,7,2
2236,2015,239,46,35,7,28,5,2,0,19,7,2
3235,2016,239,46,35,9,26,6,3,0,18,6,2
4234,2017,239,46,35,10,25,7,3,0,17,6,2
5233,2018,239,46,35,13,22,7,6,0,17,3,2
6232,2019,239,46,35,16,19,9,7,0,15,2,2
7231,2020,239,46,35,21,14,14,7,0,10,2,2
239,2013,240,21,12,1,11,0,1,0,8,2,1
1238,2014,240,21,12,1,11,0,1,0,8,2,1
2237,2015,240,21,12,1,11,0,1,0,8,2,1
3236,2016,240,21,12,2,10,0,2,0,8,1,1
4235,2017,240,21,12,2,10,0,2,0,8,1,1
5234,2018,240,21,12,2,10,0,2,0,8,1,1
6233,2019,240,21,12,2,10,0,2,0,8,1,1
7232,2020,240,21,12,3,9,1,2,0,7,1,1
240,2013,241,11,3,1,2,0,1,0,1,1,0
1239,2014,241,11,3,1,2,0,1,0,1,1,0
2238,2015,241,11,3,1,2,0,1,0,1,1,0
3237,2016,241,11,3,1,2,0,1,0,1,1,0
4236,2017,241,11,3,1,2,0,1,0,1,1,0
5235,2018,241,11,3,2,1,0,2,0,1,0,0
6234,2019,241,11,3,2,1,0,2,0,1,0,0
7233,2020,241,11,3,3,0,1,2,0,0,0,0
241,2013,242,9,3,1,2,1,0,0,2,0,0
1240,2014,242,9,3,1,2,1,0,0,2,0,0
2239,2015,242,9,3,1,2,1,0,0,2,0,0
3238,2016,242,9,3,1,2,1,0,0,2,0,0
4237,2017,242,9,3,1,2,1,0,0,2,0,0
5236,2018,242,9,3,1,2,1,0,0,2,0,0
6235,2019,242,9,3,1,2,1,0,0,2,0,0
7234,2020,242,9,3,2,1,2,0,0,1,0,0
242,2013,243,55,53,0,53,0,0,0,34,16,3
1241,2014,243,55,53,7,46,4,3,0,30,13,3
2240,2015,243,55,53,10,43,7,3,0,27,13,3
3239,2016,243,55,53,12,41,8,4,0,26,12,3
4238,2017,243,55,53,13,40,9,4,0,25,12,3
5237,2018,243,55,53,16,37,9,7,0,25,9,3
6236,2019,243,55,53,19,34,10,9,0,24,7,3
7235,2020,243,55,53,20,33,10,10,0,24,6,3
243,2013,244,30,12,1,11,0,1,0,8,2,1
1242,2014,244,30,12,1,11,0,1,0,8,2,1
2241,2015,244,30,12,1,11,0,1,0,8,2,1
3240,2016,244,30,12,1,11,0,1,0,8,2,1
4239,2017,244,30,12,2,10,1,1,0,7,2,1
5238,2018,244,30,12,2,10,1,1,0,7,2,1
6237,2019,244,30,12,2,10,1,1,0,7,2,1
7236,2020,244,30,12,2,10,1,1,0,7,2,1
244,2013,245,15,10,2,8,1,1,0,6,2,0
1243,2014,245,15,10,2,8,1,1,0,6,2,0
2242,2015,245,15,10,2,8,1,1,0,6,2,0
3241,2016,245,15,10,3,7,1,2,0,6,1,0
4240,2017,245,15,10,3,7,1,2,0,6,1,0
5239,2018,245,15,10,4,6,1,3,0,6,0,0
6238,2019,245,15,10,4,6,1,3,0,6,0,0
7237,2020,245,15,10,5,5,2,3,0,5,0,0
245,2013,246,41,13,3,10,2,1,0,7,3,0
1244,2014,246,41,13,3,10,2,1,0,7,3,0
2243,2015,246,41,13,3,10,2,1,0,7,3,0
3242,2016,246,41,13,4,9,3,1,0,6,3,0
4241,2017,246,41,13,5,8,4,1,0,5,3,0
5240,2018,246,41,13,6,7,5,1,0,4,3,0
6239,2019,246,41,13,6,7,5,1,0,4,3,0
7238,2020,246,41,13,7,6,5,2,0,4,2,0
246,2013,247,20,9,1,8,1,0,0,6,1,1
1245,2014,247,20,9,1,8,1,0,0,6,1,1
2244,2015,247,20,9,1,8,1,0,0,6,1,1
3243,2016,247,20,9,1,8,1,0,0,6,1,1
4242,2017,247,20,9,2,7,2,0,0,5,1,1
5241,2018,247,20,9,2,7,2,0,0,5,1,1
6240,2019,247,20,9,2,7,2,0,0,5,1,1
7239,2020,247,20,9,2,7,2,0,0,5,1,1
247,2013,248,14,12,2,10,2,0,0,7,2,1
1246,2014,248,14,12,2,10,2,0,0,7,2,1
2245,2015,248,14,12,2,10,2,0,0,7,2,1
3244,2016,248,14,12,3,9,2,1,0,7,1,1
4243,2017,248,14,12,4,8,3,1,0,6,1,1
5242,2018,248,14,12,4,8,3,1,0,6,1,1
6241,2019,248,14,12,4,8,3,1,0,6,1,1
7240,2020,248,14,12,5,7,3,2,0,6,0,1
248,2013,249,12,10,1,9,1,0,0,5,3,1
1247,2014,249,12,10,2,8,1,1,0,5,2,1
2246,2015,249,12,10,2,8,1,1,0,5,2,1
3245,2016,249,12,10,2,8,1,1,0,5,2,1
4244,2017,249,12,10,2,8,1,1,0,5,2,1
5243,2018,249,12,10,2,8,1,1,0,5,2,1
6242,2019,249,12,10,2,8,1,1,0,5,2,1
7241,2020,249,12,10,3,7,2,1,0,4,2,1
249,2013,250,13,6,4,2,2,2,0,1,1,0
1248,2014,250,13,6,4,2,2,2,0,1,1,0
2247,2015,250,13,6,4,2,2,2,0,1,1,0
3246,2016,250,13,6,5,1,3,2,0,0,1,0
4245,2017,250,13,6,6,0,3,3,0,0,0,0
5244,2018,250,13,6,6,0,3,3,0,0,0,0
6243,2019,250,13,6,6,0,3,3,0,0,0,0
7242,2020,250,13,6,6,0,3,3,0,0,0,0
250,2013,251,24,9,1,8,1,0,0,6,1,1
1249,2014,251,24,9,1,8,1,0,0,6,1,1
