,Course_ID,Year,Course_Duration,Course_Duration_Digit,Course_Duration_Present,Digit_Ratio,Digit_Percentage,Total_Courses_perYear,Duration_Video,Duration_Quiz,Duration_Exam,Number_Video,Number_Quiz,Number_Exam,Number_Ressources,Number_Video_1H,Number_Video_2H,Number_Video_3H,Number_Video_4H,Number_Quiz_1H,Number_Quiz_2H,Number_Exam_1H,Number_Exam_2H,Number_Exam_3H,Number_Exam_4H
2531,606,2015,35,32,3,0.9,90,1096,15,15,2,4,15,2,21,0,0,1,3,15,0,2,0,0,0
2532,607,2015,40,22,18,0.55,55,1096,12,7,3,5,6,2,13,1,1,3,0,5,1,1,1,0,0
2533,608,2015,6,3,3,0.43,43,1096,1,2,0,1,1,0,2,1,0,0,0,0,1,0,0,0,0
2534,609,2015,15,15,0,0.98,97,1096,11,3,1,6,3,1,10,4,0,1,1,3,0,1,0,0,0
2535,610,2015,9,1,8,0.08,8,1096,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2536,611,2015,48,10,38,0.2,20,1096,7,2,1,5,2,1,8,4,0,1,0,2,0,1,0,0,0
2537,612,2015,12,11,1,0.95,94,1096,6,4,1,2,3,1,6,0,1,0,1,2,1,1,0,0,0
2538,613,2015,12,10,2,0.81,80,1096,2,6,2,1,5,1,7,0,1,0,0,4,1,0,1,0,0
2539,614,2015,6,6,0,1.0,100,1096,2,3,1,1,3,1,5,0,1,0,0,3,0,1,0,0,0
2540,615,2015,27,27,0,0.99,98,1096,12,12,3,6,12,2,20,1,4,1,0,12,0,1,1,0,0
2541,616,2015,30,6,24,0.19,18,1096,4,2,0,4,1,0,5,4,0,0,0,0,1,0,0,0,0
2542,617,2015,14,13,1,0.93,93,1096,4,6,3,1,6,1,8,0,0,0,1,6,0,0,0,1,0
2543,618,2015,6,5,1,0.9,89,1096,3,2,0,1,2,0,3,0,0,1,0,2,0,0,0,0,0
2544,619,2015,17,1,16,0.05,5,1096,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2545,620,2015,18,17,1,0.96,95,1096,12,4,1,4,2,1,7,0,0,4,0,0,2,1,0,0,0
2546,621,2015,9,9,0,1.0,99,1096,3,5,1,3,5,1,9,3,0,0,0,5,0,1,0,0,0
2547,622,2015,32,1,31,0.04,4,1096,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2548,623,2015,52,24,28,0.46,45,1096,15,6,3,4,3,3,10,0,0,1,3,0,3,3,0,0,0
2549,624,2015,20,17,3,0.87,86,1096,7,8,2,2,7,2,11,0,0,1,1,6,1,2,0,0,0
2550,625,2015,33,32,1,0.98,98,1096,12,19,1,5,19,1,25,1,2,1,1,19,0,1,0,0,0
2551,626,2015,13,13,0,0.99,99,1096,3,7,3,1,6,2,9,0,0,1,0,5,1,1,1,0,0
2552,627,2015,17,16,1,0.95,95,1096,8,5,3,2,5,2,9,0,0,0,2,5,0,1,1,0,0
2553,628,2015,13,13,0,1.0,100,1096,5,7,1,2,5,1,8,0,1,1,0,3,2,1,0,0,0
2554,629,2015,33,33,0,1.0,99,1096,22,10,1,11,6,1,18,6,1,2,2,2,4,1,0,0,0
2555,630,2015,15,5,10,0.36,36,1096,2,2,1,1,2,1,4,0,1,0,0,2,0,1,0,0,0
2556,631,2015,58,40,18,0.68,68,1096,22,15,3,8,10,1,19,1,1,5,1,5,5,0,0,1,0
2557,632,2015,9,8,1,0.86,86,1096,5,2,1,2,2,1,5,0,1,1,0,2,0,1,0,0,0
2558,633,2015,9,6,3,0.72,71,1096,3,2,1,2,1,1,4,1,1,0,0,0,1,1,0,0,0
2559,634,2015,6,4,2,0.66,65,1096,2,2,0,2,2,0,4,2,0,0,0,2,0,0,0,0,0
2560,635,2015,24,19,5,0.78,78,1096,10,6,3,5,3,1,9,2,1,2,0,0,3,0,0,1,0
2561,636,2015,15,3,12,0.21,20,1096,2,1,0,2,1,0,3,2,0,0,0,1,0,0,0,0,0
2562,637,2015,23,23,0,1.0,99,1096,10,12,1,5,11,1,17,3,0,1,1,10,1,1,0,0,0
2563,638,2015,29,28,1,0.96,95,1096,19,8,1,9,6,1,16,0,8,1,0,4,2,1,0,0,0
2564,639,2015,7,3,4,0.39,39,1096,1,2,0,1,1,0,2,1,0,0,0,0,1,0,0,0,0
2565,640,2015,13,7,6,0.57,57,1096,3,3,1,2,3,1,6,1,1,0,0,3,0,1,0,0,0
2566,641,2015,6,3,3,0.55,54,1096,1,2,0,1,2,0,3,1,0,0,0,2,0,0,0,0,0
2567,642,2015,28,28,0,1.0,99,1096,18,8,2,5,5,2,12,0,0,2,3,2,3,2,0,0,0
2568,643,2015,56,24,32,0.42,42,1096,8,13,3,5,12,3,20,2,3,0,0,11,1,3,0,0,0
2569,644,2015,11,11,0,0.99,98,1096,3,5,3,1,3,3,7,0,0,1,0,1,2,3,0,0,0
2570,645,2015,23,15,8,0.63,63,1096,8,7,0,3,4,0,7,0,2,0,1,1,3,0,0,0,0
2571,646,2015,58,3,55,0.05,5,1096,1,2,0,1,2,0,3,1,0,0,0,2,0,0,0,0,0
2572,647,2015,32,9,23,0.28,27,1096,2,5,2,1,3,2,6,0,1,0,0,1,2,2,0,0,0
2573,648,2015,34,22,12,0.64,63,1096,12,10,0,5,7,0,12,2,1,0,2,4,3,0,0,0,0
2574,649,2015,27,27,0,0.99,98,1096,19,7,1,9,5,1,15,2,5,1,1,3,2,1,0,0,0
2575,650,2015,37,37,0,1.0,100,1096,27,6,4,23,3,2,28,21,1,0,1,0,3,0,2,0,0
2576,651,2015,26,8,18,0.32,32,1096,3,4,1,2,3,1,6,1,1,0,0,2,1,1,0,0,0
2577,652,2015,40,32,8,0.8,79,1096,12,19,1,10,14,1,25,9,0,1,0,9,5,1,0,0,0
2578,653,2015,14,13,1,0.94,94,1096,8,3,2,5,3,1,9,3,1,1,0,3,0,0,1,0,0
2579,654,2015,40,14,26,0.35,35,1096,8,5,1,8,4,1,13,8,0,0,0,3,1,1,0,0,0
2580,655,2015,50,49,1,0.99,98,1096,24,22,3,14,11,3,28,7,5,1,1,0,11,3,0,0,0
2581,656,2015,47,46,1,0.98,97,1096,26,16,4,24,10,1,35,22,2,0,0,4,6,0,0,0,1
2582,657,2015,32,32,0,0.99,99,1096,12,17,3,11,10,2,23,10,1,0,0,3,7,1,1,0,0
2583,658,2015,12,3,9,0.25,25,1096,1,2,0,1,2,0,3,1,0,0,0,2,0,0,0,0,0
2584,659,2015,38,36,2,0.94,93,1096,26,9,1,10,5,1,16,2,4,0,4,1,4,1,0,0,0
2585,660,2015,21,11,10,0.53,53,1096,3,5,3,2,4,3,9,1,1,0,0,3,1,3,0,0,0
2586,661,2015,37,26,11,0.71,71,1096,15,8,3,14,7,1,22,13,1,0,0,6,1,0,0,1,0
2587,662,2015,29,28,1,0.96,95,1096,14,11,3,5,8,3,16,1,0,3,1,5,3,3,0,0,0
2588,663,2015,39,11,28,0.29,28,1096,4,4,3,1,4,3,8,0,0,0,1,4,0,3,0,0,0
2589,664,2015,45,2,43,0.03,3,1096,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0
2590,665,2015,28,24,4,0.85,84,1096,14,7,3,14,5,1,20,14,0,0,0,3,2,0,0,1,0
2591,666,2015,24,6,18,0.25,24,1096,2,3,1,1,3,1,5,0,1,0,0,3,0,1,0,0,0
2592,667,2015,30,10,20,0.34,33,1096,3,4,3,3,3,3,9,3,0,0,0,2,1,3,0,0,0
2593,668,2015,38,29,9,0.75,75,1096,20,5,4,17,4,2,23,15,1,1,0,3,1,0,2,0,0
2594,669,2015,42,14,28,0.32,32,1096,9,3,2,3,3,2,8,0,0,3,0,3,0,2,0,0,0
2595,670,2015,14,11,3,0.78,78,1096,3,6,2,3,6,2,11,3,0,0,0,6,0,2,0,0,0
2596,671,2015,47,47,0,1.0,99,1096,34,12,1,14,6,1,21,2,8,0,4,0,6,1,0,0,0
2597,672,2015,41,18,23,0.44,44,1096,13,4,1,13,4,1,18,13,0,0,0,4,0,1,0,0,0
2598,673,2015,14,6,8,0.44,44,1096,4,2,0,3,2,0,5,2,1,0,0,2,0,0,0,0,0
2599,674,2015,24,22,2,0.91,90,1096,13,7,2,13,6,2,21,13,0,0,0,5,1,2,0,0,0
2600,675,2015,9,9,0,1.0,99,1096,4,3,2,1,3,1,5,0,0,0,1,3,0,0,1,0,0
2601,676,2015,19,18,1,0.96,96,1096,4,11,3,2,11,3,16,1,0,1,0,11,0,3,0,0,0
2602,677,2015,11,9,2,0.84,84,1096,3,4,2,1,4,2,7,0,0,1,0,4,0,2,0,0,0
2603,678,2015,26,26,0,1.0,99,1096,19,6,1,10,4,1,15,2,7,1,0,2,2,1,0,0,0
2604,679,2015,22,22,0,0.99,98,1096,12,8,2,8,7,1,16,6,0,2,0,6,1,0,1,0,0
2605,680,2015,25,1,24,0.03,2,1096,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2606,681,2015,40,40,0,1.0,100,1096,27,12,1,24,8,1,33,22,1,1,0,4,4,1,0,0,0
2607,682,2015,38,38,0,1.0,99,1096,23,13,2,6,8,1,15,0,0,1,5,3,5,0,1,0,0
2608,683,2015,5,4,1,0.87,87,1096,1,2,1,1,2,1,4,1,0,0,0,2,0,1,0,0,0
2609,684,2015,27,20,7,0.76,75,1096,11,7,2,11,6,2,19,11,0,0,0,5,1,2,0,0,0
2610,685,2015,14,9,5,0.66,66,1096,6,2,1,5,2,1,8,4,1,0,0,2,0,1,0,0,0
2611,686,2015,26,12,14,0.44,44,1096,7,4,1,4,2,1,7,3,0,0,1,0,2,1,0,0,0
2612,687,2015,20,19,1,0.93,93,1096,9,6,4,6,5,1,12,5,0,0,1,4,1,0,0,0,1
2613,688,2015,13,2,11,0.15,14,1096,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0
2614,689,2015,46,45,1,0.98,97,1096,28,16,1,25,11,1,37,23,1,1,0,6,5,1,0,0,0
2615,690,2015,46,42,4,0.92,91,1096,22,19,1,8,12,1,21,0,2,6,0,5,7,1,0,0,0
2616,691,2015,31,2,29,0.08,8,1096,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0
2617,692,2015,28,24,4,0.85,85,1096,18,4,2,5,2,2,9,0,1,0,4,0,2,2,0,0,0
2618,693,2015,15,15,0,1.0,100,1096,6,7,2,5,7,1,13,4,1,0,0,7,0,0,1,0,0
2619,694,2015,55,52,3,0.95,94,1096,33,18,1,14,15,1,30,5,3,2,4,12,3,1,0,0,0
2620,695,2015,36,15,21,0.4,40,1096,6,6,3,2,3,3,8,0,1,0,1,0,3,3,0,0,0
2621,696,2015,27,3,24,0.09,9,1096,2,1,0,2,1,0,3,2,0,0,0,1,0,0,0,0,0
2622,697,2015,31,23,8,0.73,73,1096,16,4,3,15,4,1,20,14,1,0,0,4,0,0,0,1,0
2623,698,2015,44,41,3,0.93,92,1096,30,9,2,23,8,1,32,16,7,0,0,7,1,0,1,0,0
2624,699,2015,34,33,1,0.98,97,1096,21,12,0,21,8,0,29,21,0,0,0,4,4,0,0,0,0
2625,700,2015,40,28,12,0.71,70,1096,14,13,1,5,12,1,18,0,3,0,2,11,1,1,0,0,0
2626,701,2015,31,30,1,0.98,97,1096,11,18,1,5,14,1,20,2,1,1,1,10,4,1,0,0,0
2627,702,2015,44,38,6,0.85,85,1096,28,7,3,19,6,2,27,15,1,1,2,5,1,1,1,0,0
2628,703,2015,34,34,0,1.0,99,1096,24,8,2,22,7,1,30,20,2,0,0,6,1,0,1,0,0
2629,704,2015,32,6,26,0.18,17,1096,3,2,1,3,2,1,6,3,0,0,0,2,0,1,0,0,0
2630,705,2015,6,3,3,0.44,43,1096,1,2,0,1,1,0,2,1,0,0,0,0,1,0,0,0,0
2631,706,2015,17,2,15,0.1,10,1096,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0
2632,707,2015,29,27,2,0.94,93,1096,15,8,4,8,4,3,15,5,1,0,2,0,4,2,1,0,0
2633,708,2015,39,28,11,0.72,71,1096,9,16,3,6,15,2,23,3,3,0,0,14,1,1,1,0,0
2634,709,2015,42,30,12,0.72,72,1096,18,12,0,11,7,0,18,7,1,3,0,2,5,0,0,0,0
2635,710,2015,20,6,14,0.3,29,1096,3,2,1,3,2,1,6,3,0,0,0,2,0,1,0,0,0
2636,711,2015,5,4,1,0.75,75,1096,1,2,1,1,2,1,4,1,0,0,0,2,0,1,0,0,0
2637,712,2015,48,41,7,0.84,84,1096,26,12,3,17,9,2,28,13,1,1,2,6,3,1,1,0,0
2638,713,2015,24,17,7,0.69,69,1096,12,3,2,12,3,2,17,12,0,0,0,3,0,2,0,0,0
2639,714,2015,30,24,6,0.81,80,1096,15,6,3,5,6,3,14,0,2,1,2,6,0,3,0,0,0
2640,715,2015,47,12,35,0.25,25,1096,7,4,1,7,2,1,10,7,0,0,0,0,2,1,0,0,0
2641,716,2015,34,29,5,0.85,85,1096,19,8,2,16,4,1,21,15,0,0,1,0,4,0,1,0,0
2642,717,2015,32,30,2,0.94,93,1096,11,17,2,7,10,1,18,5,1,0,1,3,7,0,1,0,0
2643,718,2015,35,31,4,0.88,88,1096,12,16,3,9,13,2,24,8,0,0,1,10,3,1,1,0,0
2644,719,2015,39,31,8,0.81,80,1096,15,13,3,6,12,1,19,1,3,0,2,11,1,0,0,1,0
2645,720,2015,7,2,5,0.22,22,1096,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0
2646,721,2015,38,37,1,0.97,97,1096,21,12,4,7,9,1,17,0,1,5,1,6,3,0,0,0,1
2647,722,2015,24,18,6,0.73,73,1096,6,9,3,3,6,3,12,1,1,1,0,3,3,3,0,0,0
2648,723,2015,8,5,3,0.59,58,1096,1,3,1,1,3,1,5,1,0,0,0,3,0,1,0,0,0
2649,724,2015,24,13,11,0.56,56,1096,7,5,1,3,3,1,7,1,1,0,1,1,2,1,0,0,0
2650,725,2015,26,9,17,0.33,33,1096,3,4,2,3,4,2,9,3,0,0,0,4,0,2,0,0,0
2651,726,2015,28,28,0,1.0,99,1096,19,9,0,16,9,0,25,15,0,0,1,9,0,0,0,0,0
2652,727,2015,24,22,2,0.91,91,1096,11,7,4,3,6,2,11,0,0,1,2,5,1,0,2,0,0
2653,728,2015,28,20,8,0.72,72,1096,9,9,2,6,8,2,16,3,3,0,0,7,1,2,0,0,0
2654,729,2015,24,20,4,0.83,83,1096,13,7,0,12,7,0,19,11,1,0,0,7,0,0,0,0,0
2655,730,2015,30,2,28,0.07,6,1096,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0
2656,731,2015,51,38,13,0.75,75,1096,26,8,4,19,7,3,29,16,1,0,2,6,1,2,1,0,0
2657,732,2015,9,8,1,0.89,88,1096,3,3,2,3,3,1,7,3,0,0,0,3,0,0,1,0,0
2658,733,2015,10,10,0,0.99,99,1096,3,5,2,2,4,1,7,1,1,0,0,3,1,0,1,0,0
2659,734,2015,34,23,11,0.67,67,1096,12,8,3,5,6,1,12,1,2,1,1,4,2,0,0,1,0
2660,735,2015,18,13,5,0.72,71,1096,6,4,3,2,2,2,6,0,0,2,0,0,2,1,1,0,0
2661,736,2015,31,18,13,0.58,57,1096,10,7,1,8,6,1,15,7,0,1,0,5,1,1,0,0,0
2662,737,2015,49,46,3,0.94,93,1096,21,23,2,16,13,2,31,14,0,1,1,3,10,2,0,0,0
2663,738,2015,31,27,4,0.87,86,1096,16,10,1,14,8,1,23,12,2,0,0,6,2,1,0,0,0
2664,739,2015,36,32,4,0.88,87,1096,18,13,1,11,11,1,23,8,1,0,2,9,2,1,0,0,0
2665,740,2015,46,46,0,1.0,100,1096,32,12,2,12,7,2,21,0,6,4,2,2,5,2,0,0,0
2666,741,2015,15,6,9,0.42,41,1096,3,3,0,3,2,0,5,3,0,0,0,1,1,0,0,0,0
2667,742,2015,46,42,4,0.91,91,1096,23,18,1,7,17,1,25,0,2,1,4,16,1,1,0,0,0
2668,743,2015,47,5,42,0.11,11,1096,3,2,0,3,1,0,4,3,0,0,0,0,1,0,0,0,0
2669,744,2015,16,10,6,0.63,62,1096,3,5,2,1,4,1,6,0,0,1,0,3,1,0,1,0,0
2670,745,2015,36,12,24,0.34,33,1096,8,3,1,5,3,1,9,4,0,0,1,3,0,1,0,0,0
2671,746,2015,31,25,6,0.81,81,1096,15,9,1,10,8,1,19,7,1,2,0,7,1,1,0,0,0
2672,747,2015,8,8,0,1.0,99,1096,4,3,1,4,3,1,8,4,0,0,0,3,0,1,0,0,0
2673,748,2015,32,31,1,0.96,96,1096,12,17,2,6,17,2,25,2,3,0,1,17,0,2,0,0,0
2674,749,2015,7,7,0,0.99,98,1096,4,3,0,3,2,0,5,2,1,0,0,1,1,0,0,0,0
2675,750,2015,36,35,1,0.97,96,1096,20,14,1,16,7,1,24,14,1,0,1,0,7,1,0,0,0
2676,751,2015,31,2,29,0.08,7,1096,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0
2677,752,2015,20,8,12,0.38,38,1096,4,3,1,2,2,1,5,1,0,1,0,1,1,1,0,0,0
2678,753,2015,21,12,9,0.57,56,1096,6,5,1,4,4,1,9,3,0,1,0,3,1,1,0,0,0
2679,754,2015,6,1,5,0.19,18,1096,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2680,755,2015,30,6,24,0.21,20,1096,3,2,1,2,1,1,4,1,1,0,0,0,1,1,0,0,0
2681,756,2015,25,22,3,0.88,88,1096,10,9,3,3,8,3,14,0,1,0,2,7,1,3,0,0,0
2682,757,2015,38,37,1,0.98,98,1096,28,8,1,22,7,1,30,20,0,0,2,6,1,1,0,0,0
2683,758,2015,43,17,26,0.4,40,1096,7,7,3,2,7,1,10,0,0,1,1,7,0,0,0,1,0
2684,759,2015,27,16,11,0.59,59,1096,11,5,0,3,4,0,7,0,0,1,2,3,1,0,0,0,0
2685,760,2015,16,4,12,0.25,24,1096,1,2,1,1,1,1,3,1,0,0,0,0,1,1,0,0,0
2686,761,2015,15,14,1,0.94,93,1096,9,3,2,7,2,1,10,6,0,1,0,1,1,0,1,0,0
2687,762,2015,43,18,25,0.43,42,1096,12,5,1,7,4,1,12,4,1,2,0,3,1,1,0,0,0
2688,763,2015,52,51,1,0.98,98,1096,33,14,4,14,8,2,24,6,1,3,4,2,6,1,0,1,0
2689,764,2015,28,3,25,0.1,9,1096,2,1,0,2,1,0,3,2,0,0,0,1,0,0,0,0,0
2690,765,2015,36,14,22,0.38,38,1096,6,6,2,4,4,2,10,2,2,0,0,2,2,2,0,0,0
2691,766,2015,15,11,4,0.75,74,1096,6,3,2,3,3,1,7,0,3,0,0,3,0,0,1,0,0
2692,767,2015,34,13,21,0.38,37,1096,7,4,2,4,2,1,7,3,0,0,1,0,2,0,1,0,0
2693,768,2015,7,5,2,0.68,68,1096,4,1,0,2,1,0,3,0,2,0,0,1,0,0,0,0,0
2694,769,2015,20,19,1,0.95,95,1096,10,7,2,6,6,1,13,2,4,0,0,5,1,0,1,0,0
2695,770,2015,40,1,39,0.03,3,1096,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2696,771,2015,40,14,26,0.34,34,1096,4,8,2,3,8,1,12,2,1,0,0,8,0,0,1,0,0
2697,772,2015,18,1,17,0.03,3,1096,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2698,773,2015,39,8,31,0.21,20,1096,4,3,1,1,2,1,4,0,0,0,1,1,1,1,0,0,0
2699,774,2015,10,8,2,0.77,77,1096,5,3,0,3,3,0,6,1,2,0,0,3,0,0,0,0,0
2700,775,2015,6,0,6,0.06,5,1096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2701,776,2015,18,8,10,0.45,45,1096,5,3,0,4,2,0,6,3,1,0,0,1,1,0,0,0,0
2702,777,2015,13,13,0,1.0,99,1096,6,4,3,6,3,3,12,6,0,0,0,2,1,3,0,0,0
2703,778,2015,50,19,31,0.38,37,1096,10,5,4,8,5,4,17,6,2,0,0,5,0,4,0,0,0
2704,779,2015,55,41,14,0.75,75,1096,15,22,4,10,12,4,26,7,2,0,1,2,10,4,0,0,0
2705,780,2015,34,30,4,0.87,86,1096,15,13,2,4,8,1,13,0,0,1,3,3,5,0,1,0,0
2706,781,2015,25,21,4,0.82,82,1096,15,5,1,8,5,1,14,3,3,2,0,5,0,1,0,0,0
2707,782,2015,49,49,0,1.0,99,1096,24,22,3,9,14,2,25,2,1,4,2,6,8,1,1,0,0
2708,783,2015,17,15,2,0.88,87,1096,5,7,3,5,7,3,15,5,0,0,0,7,0,3,0,0,0
2709,784,2015,47,39,8,0.82,81,1096,26,11,2,8,8,2,18,2,0,0,6,5,3,2,0,0,0
2710,785,2015,6,0,6,0.01,1,1096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2711,786,2015,39,38,1,0.97,96,1096,28,7,3,16,4,3,23,10,2,2,2,1,3,3,0,0,0
2712,787,2015,37,35,2,0.95,94,1096,24,9,2,18,8,2,28,14,2,2,0,7,1,2,0,0,0
2713,788,2015,30,22,8,0.72,72,1096,13,6,3,11,3,1,15,10,0,1,0,0,3,0,0,1,0
2714,789,2015,23,7,16,0.29,28,1096,3,3,1,2,2,1,5,1,1,0,0,1,1,1,0,0,0
2715,790,2015,35,15,20,0.43,43,1096,10,4,1,8,3,1,12,7,0,1,0,2,1,1,0,0,0
2716,791,2015,18,16,2,0.87,87,1096,9,6,1,3,6,1,10,1,0,0,2,6,0,1,0,0,0
2717,792,2015,40,40,0,1.0,99,1096,14,23,3,5,21,3,29,1,1,1,2,19,2,3,0,0,0
2718,793,2015,16,14,2,0.85,84,1096,8,6,0,3,3,0,6,0,2,0,1,0,3,0,0,0,0
2719,794,2015,8,7,1,0.86,85,1096,3,3,1,1,2,1,4,0,0,1,0,1,1,1,0,0,0
2720,795,2015,33,17,16,0.52,51,1096,8,7,2,5,7,1,13,2,3,0,0,7,0,0,1,0,0
2721,796,2015,14,12,2,0.87,87,1096,3,6,3,2,5,2,9,1,1,0,0,4,1,1,1,0,0
2722,797,2015,55,5,50,0.1,9,1096,2,2,1,2,1,1,4,2,0,0,0,0,1,1,0,0,0
2723,798,2015,24,23,1,0.97,97,1096,15,8,0,5,8,0,13,0,0,5,0,8,0,0,0,0,0
2724,799,2015,36,16,20,0.44,44,1096,9,4,3,4,4,3,11,2,0,1,1,4,0,3,0,0,0
2725,800,2015,30,18,12,0.6,59,1096,11,7,0,8,4,0,12,5,3,0,0,1,3,0,0,0,0
2726,801,2015,38,9,29,0.23,23,1096,3,5,1,2,4,1,7,1,1,0,0,3,1,1,0,0,0
2727,802,2015,38,38,0,1.0,99,1096,17,18,3,9,9,2,20,3,4,2,0,0,9,1,1,0,0
2728,803,2015,36,36,0,0.99,99,1096,14,20,2,5,18,2,25,0,2,2,1,16,2,2,0,0,0
2729,804,2015,35,33,2,0.94,93,1096,24,7,2,18,5,1,24,12,6,0,0,3,2,0,1,0,0
2730,805,2015,59,47,12,0.79,79,1096,30,16,1,14,10,1,25,4,4,6,0,4,6,1,0,0,0
2731,806,2015,12,0,12,0.03,3,1096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2732,807,2015,28,22,6,0.8,80,1096,10,9,3,8,9,1,18,6,2,0,0,9,0,0,0,1,0
2733,808,2015,22,0,22,0.01,1,1096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2734,809,2015,34,18,16,0.52,52,1096,8,9,1,7,6,1,14,6,1,0,0,3,3,1,0,0,0
2735,810,2015,38,38,0,1.0,99,1096,25,11,2,25,11,2,38,25,0,0,0,11,0,2,0,0,0
2736,811,2015,14,2,12,0.16,15,1096,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0
2737,812,2015,40,1,39,0.03,2,1096,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2738,813,2015,52,48,4,0.92,91,1096,18,27,3,17,24,1,42,16,1,0,0,21,3,0,0,1,0
2739,814,2015,59,8,51,0.14,13,1096,5,2,1,5,2,1,8,5,0,0,0,2,0,1,0,0,0
2740,815,2015,30,29,1,0.98,97,1096,20,8,1,20,8,1,29,20,0,0,0,8,0,1,0,0,0
2741,816,2015,37,36,1,0.97,96,1096,23,10,3,7,5,3,15,0,0,5,2,0,5,3,0,0,0
2742,817,2015,24,3,21,0.12,11,1096,1,2,0,1,2,0,3,1,0,0,0,2,0,0,0,0,0
2743,818,2015,22,21,1,0.94,94,1096,14,4,3,6,3,1,10,0,5,0,1,2,1,0,0,1,0
2744,819,2015,22,12,10,0.53,52,1096,4,5,3,3,5,1,9,2,1,0,0,5,0,0,0,1,0
2745,820,2015,41,41,0,0.99,98,1096,27,13,1,7,13,1,21,0,0,1,6,13,0,1,0,0,0
2746,821,2015,17,17,0,1.0,99,1096,6,10,1,2,8,1,11,0,1,0,1,6,2,1,0,0,0
2747,822,2015,44,35,9,0.79,79,1096,20,12,3,15,8,1,24,12,2,0,1,4,4,0,0,1,0
2748,823,2015,6,5,1,0.91,91,1096,2,3,0,1,2,0,3,0,1,0,0,1,1,0,0,0,0
2749,824,2015,23,11,12,0.46,46,1096,4,4,3,3,2,2,7,2,1,0,0,0,2,1,1,0,0
2750,825,2015,47,38,9,0.81,80,1096,16,21,1,14,14,1,29,13,0,1,0,7,7,1,0,0,0
2751,826,2015,13,9,4,0.67,66,1096,6,3,0,5,3,0,8,4,1,0,0,3,0,0,0,0,0
2752,827,2015,16,1,15,0.09,9,1096,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2753,828,2015,28,18,10,0.65,64,1096,5,10,3,3,5,3,11,1,2,0,0,0,5,3,0,0,0
2754,829,2015,58,57,1,0.99,98,1096,22,33,2,21,31,2,54,20,1,0,0,29,2,2,0,0,0
2755,830,2015,19,18,1,0.92,92,1096,7,9,2,4,8,2,14,3,0,0,1,7,1,2,0,0,0
2756,831,2015,35,9,26,0.25,25,1096,3,4,2,3,4,1,8,3,0,0,0,4,0,0,1,0,0
2757,832,2015,23,23,0,0.99,98,1096,13,8,2,10,8,2,20,7,3,0,0,8,0,2,0,0,0
2758,833,2015,15,15,0,0.99,99,1096,4,8,3,2,7,3,12,1,0,1,0,6,1,3,0,0,0
2759,834,2015,8,6,2,0.72,72,1096,2,3,1,1,3,1,5,0,1,0,0,3,0,1,0,0,0
2760,835,2015,12,12,0,1.0,99,1096,5,4,3,3,2,1,6,1,2,0,0,0,2,0,0,1,0
2761,836,2015,16,14,2,0.86,86,1096,6,5,3,6,5,2,13,6,0,0,0,5,0,1,1,0,0
2762,837,2015,47,44,3,0.93,93,1096,20,20,4,20,18,2,40,20,0,0,0,16,2,0,2,0,0
2763,838,2015,15,14,1,0.94,93,1096,5,6,3,2,3,1,6,1,0,0,1,0,3,0,0,1,0
2764,839,2015,39,17,22,0.43,42,1096,5,8,4,3,6,1,10,2,0,1,0,4,2,0,0,0,1
2765,840,2015,25,25,0,0.99,99,1096,17,5,3,16,4,3,23,15,1,0,0,3,1,3,0,0,0
2766,841,2015,10,3,7,0.29,29,1096,2,1,0,1,1,0,2,0,1,0,0,1,0,0,0,0,0
2767,842,2015,22,9,13,0.43,42,1096,6,2,1,4,1,1,6,2,2,0,0,0,1,1,0,0,0
2768,843,2015,9,4,5,0.4,40,1096,1,2,1,1,1,1,3,1,0,0,0,0,1,1,0,0,0
2769,844,2015,38,38,0,1.0,99,1096,25,10,3,25,7,2,34,25,0,0,0,4,3,1,1,0,0
2770,845,2015,32,31,1,0.96,95,1096,16,12,3,15,10,2,27,14,1,0,0,8,2,1,1,0,0
2771,846,2015,20,11,9,0.57,57,1096,2,7,2,1,6,1,8,0,1,0,0,5,1,0,1,0,0
