,Year,Departement,Module_ID,Module,Chapter_ID,Chapter,Quiz_perChapter,Quizz_ID,Rank_onChapter,Quizz_Type,Slip,Guess,Success_Prct,Success_Attempts,Failure_Attempts,Number_Attempts,UniQ_Learner,Sucessful_Learners,Unsucessful_Learners,Avg_Attempts,Percent_Learners_Success,Predict_Difficulty,Correct_Difficulty,Score,Difficulty_String,Difficulty,Department
305,2015,Marketing,1,Introduction a l'Etude du Langage,7,Le Developpement du Langage,7,306,1,QROC,0.96,0.15,23.91,7,24,31,20,7,13,1.55,35.0,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Marketing
1416,2016,Marketing,1,Introduction a l'Etude du Langage,7,Le Developpement du Langage,7,306,1,QROC,0.4,0.34,53.58,17,15,32,18,17,1,1.78,94.44,Moyen,Moyen,0,Meme Difficulté,Pas Adapte,Marketing
2527,2017,Marketing,1,Introduction a l'Etude du Langage,7,Le Developpement du Langage,7,306,1,QROC,0.79,0.22,18.39,6,28,34,23,6,17,1.48,26.09,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Marketing
3638,2018,Marketing,1,Introduction a l'Etude du Langage,7,Le Developpement du Langage,7,306,1,QROC,0.1,0.63,78.23,24,7,31,29,24,5,1.07,82.76,Difficile,Facile,2,Beaucoup plus Facile,Pas Adapte,Marketing
4749,2019,Marketing,1,Introduction a l'Etude du Langage,7,Le Developpement du Langage,7,306,1,QROC,0.39,0.26,43.98,12,15,27,20,12,8,1.35,60.0,Moyen,Moyen,0,Meme Difficulté,Pas Adapte,Marketing
5860,2020,Marketing,1,Introduction a l'Etude du Langage,7,Le Developpement du Langage,7,306,1,QROC,0.87,0.05,27.25,7,20,27,26,7,19,1.04,26.92,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Marketing
306,2015,Marketing,1,Introduction a l'Etude du Langage,7,Le Developpement du Langage,7,307,2,QROC,0.05,0.9,88.7,46,6,52,47,46,1,1.11,97.87,Facile,Facile,0,Meme Difficulté,Pas Adapte,Marketing
1417,2016,Marketing,1,Introduction a l'Etude du Langage,7,Le Developpement du Langage,7,307,2,QO,1.0,0.12,23.67,11,37,48,27,11,16,1.78,40.74,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Marketing
2528,2017,Marketing,1,Introduction a l'Etude du Langage,7,Le Developpement du Langage,7,307,2,QO,0.54,0.21,35.39,17,30,47,33,17,16,1.42,51.52,Difficile,Moyen,1,Plus Facile,Pas Adapte,Marketing
3639,2018,Marketing,1,Introduction a l'Etude du Langage,7,Le Developpement du Langage,7,307,2,QO,0.79,0.06,33.65,16,31,47,41,16,25,1.15,39.02,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Marketing
4750,2019,Marketing,1,Introduction a l'Etude du Langage,7,Le Developpement du Langage,7,307,2,QO,0.16,0.7,81.53,39,9,48,40,39,1,1.2,97.5,Moyen,Facile,1,Plus Facile,Pas Adapte,Marketing
5861,2020,Marketing,1,Introduction a l'Etude du Langage,7,Le Developpement du Langage,7,307,2,QO,0.76,0.07,12.55,6,44,50,46,6,40,1.09,13.04,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Marketing
307,2015,Marketing,1,Introduction a l'Etude du Langage,7,Le Developpement du Langage,7,308,3,QO,0.75,0.1,27.28,19,50,69,69,19,50,1.0,27.54,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Marketing
1418,2016,Marketing,1,Introduction a l'Etude du Langage,7,Le Developpement du Langage,7,308,3,QO,0.86,0.01,29.84,22,51,73,39,22,17,1.87,56.41,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Marketing
2529,2017,Marketing,1,Introduction a l'Etude du Langage,7,Le Developpement du Langage,7,308,3,QROC,0.72,0.04,1.98,1,62,63,47,1,46,1.34,2.13,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Marketing
3640,2018,Marketing,1,Introduction a l'Etude du Langage,7,Le Developpement du Langage,7,308,3,QROC,0.98,0.0,13.8,9,59,68,67,9,58,1.01,13.43,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Marketing
4751,2019,Marketing,1,Introduction a l'Etude du Langage,7,Le Developpement du Langage,7,308,3,QROC,0.89,0.0,7.23,4,55,59,37,4,33,1.59,10.81,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Marketing
5862,2020,Marketing,1,Introduction a l'Etude du Langage,7,Le Developpement du Langage,7,308,3,QROC,0.0,0.96,87.01,45,7,52,46,45,1,1.13,97.83,Moyen,Facile,1,Plus Facile,Pas Adapte,Marketing
308,2015,Marketing,1,Introduction a l'Etude du Langage,7,Le Developpement du Langage,7,309,4,QCM,0.12,0.8,69.0,49,22,71,50,49,1,1.42,98.0,Difficile,Facile,2,Beaucoup plus Facile,Adapte,Marketing
1419,2016,Marketing,1,Introduction a l'Etude du Langage,7,Le Developpement du Langage,7,309,4,QO,0.03,0.83,69.0,55,25,80,63,55,8,1.27,87.3,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
2530,2017,Marketing,1,Introduction a l'Etude du Langage,7,Le Developpement du Langage,7,309,4,QO,0.14,0.54,69.0,48,22,70,54,48,6,1.3,88.89,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
3641,2018,Marketing,1,Introduction a l'Etude du Langage,7,Le Developpement du Langage,7,309,4,QO,0.13,0.85,69.0,55,24,79,75,55,20,1.05,73.33,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
4752,2019,Marketing,1,Introduction a l'Etude du Langage,7,Le Developpement du Langage,7,309,4,QO,0.2,0.64,69.0,53,24,77,69,53,16,1.12,76.81,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
5863,2020,Marketing,1,Introduction a l'Etude du Langage,7,Le Developpement du Langage,7,309,4,QO,0.09,0.49,69.0,49,22,71,53,49,4,1.34,92.45,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
309,2015,Marketing,1,Introduction a l'Etude du Langage,7,Le Developpement du Langage,7,310,5,QCM,0.68,0.19,29.74,8,18,26,23,8,15,1.13,34.78,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Marketing
1420,2016,Marketing,1,Introduction a l'Etude du Langage,7,Le Developpement du Langage,7,310,5,QCM,0.28,0.62,55.42,13,10,23,14,13,1,1.64,92.86,Facile,Moyen,-1,Plus Difficile,Pas Adapte,Marketing
2531,2017,Marketing,1,Introduction a l'Etude du Langage,7,Le Developpement du Langage,7,310,5,QCM,0.25,0.55,55.27,11,9,20,16,11,5,1.25,68.75,Facile,Moyen,-1,Plus Difficile,Pas Adapte,Marketing
3642,2018,Marketing,1,Introduction a l'Etude du Langage,7,Le Developpement du Langage,7,310,5,QCM,0.71,0.19,13.73,3,18,21,14,3,11,1.5,21.43,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Marketing
4753,2019,Marketing,1,Introduction a l'Etude du Langage,7,Le Developpement du Langage,7,310,5,QCU,0.64,0.26,12.3,2,16,18,11,2,9,1.64,18.18,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Marketing
5864,2020,Marketing,1,Introduction a l'Etude du Langage,7,Le Developpement du Langage,7,310,5,QCU,0.69,0.27,20.82,4,13,17,12,4,8,1.42,33.33,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Marketing
310,2015,Marketing,1,Introduction a l'Etude du Langage,7,Le Developpement du Langage,7,311,6,QCU,0.33,0.44,61.8,25,15,40,29,25,4,1.38,86.21,Moyen,Moyen,0,Meme Difficulté,Adapte,Marketing
1421,2016,Marketing,1,Introduction a l'Etude du Langage,7,Le Developpement du Langage,7,311,6,QCU,0.39,0.52,61.8,27,17,44,34,27,7,1.29,79.41,Moyen,Moyen,0,Meme Difficulté,Adapte,Marketing
2532,2017,Marketing,1,Introduction a l'Etude du Langage,7,Le Developpement du Langage,7,311,6,QCU,0.36,0.66,61.8,29,18,47,41,29,12,1.15,70.73,Moyen,Moyen,0,Meme Difficulté,Adapte,Marketing
3643,2018,Marketing,1,Introduction a l'Etude du Langage,7,Le Developpement du Langage,7,311,6,QCU,0.36,0.71,61.8,32,20,52,37,32,5,1.41,86.49,Moyen,Moyen,0,Meme Difficulté,Adapte,Marketing
4754,2019,Marketing,1,Introduction a l'Etude du Langage,7,Le Developpement du Langage,7,311,6,QCU,0.2,0.64,61.8,33,20,53,44,33,11,1.2,75.0,Moyen,Moyen,0,Meme Difficulté,Adapte,Marketing
5865,2020,Marketing,1,Introduction a l'Etude du Langage,7,Le Developpement du Langage,7,311,6,QCU,0.27,0.45,61.8,36,22,58,46,36,10,1.26,78.26,Moyen,Moyen,0,Meme Difficulté,Adapte,Marketing
311,2015,Marketing,1,Introduction a l'Etude du Langage,7,Le Developpement du Langage,7,312,7,QCU,0.4,0.25,30.25,21,50,71,30,21,9,2.37,70.0,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Marketing
1422,2016,Marketing,1,Introduction a l'Etude du Langage,7,Le Developpement du Langage,7,312,7,QCM,0.09,0.83,84.23,57,11,68,64,57,7,1.06,89.06,Difficile,Facile,2,Beaucoup plus Facile,Pas Adapte,Marketing
2533,2017,Marketing,1,Introduction a l'Etude du Langage,7,Le Developpement du Langage,7,312,7,QCM,0.56,0.25,30.92,23,51,74,59,23,36,1.25,38.98,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Marketing
3644,2018,Marketing,1,Introduction a l'Etude du Langage,7,Le Developpement du Langage,7,312,7,QCM,0.09,0.97,93.32,78,6,84,82,78,4,1.02,95.12,Moyen,Facile,1,Plus Facile,Pas Adapte,Marketing
4755,2019,Marketing,1,Introduction a l'Etude du Langage,7,Le Developpement du Langage,7,312,7,QCM,0.02,0.98,66.93,56,28,84,58,56,2,1.45,96.55,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
5866,2020,Marketing,1,Introduction a l'Etude du Langage,7,Le Developpement du Langage,7,312,7,QCM,0.19,0.72,66.93,59,29,88,87,59,28,1.01,67.82,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
312,2015,Marketing,1,Introduction a l'Etude du Langage,8,L'Apprentissage de la Langue Seconde,10,313,1,QCM,0.02,0.93,88.98,28,4,32,30,28,2,1.07,93.33,Moyen,Facile,1,Plus Facile,Pas Adapte,Marketing
1423,2016,Marketing,1,Introduction a l'Etude du Langage,8,L'Apprentissage de la Langue Seconde,10,313,1,QCM,0.67,0.25,20.1,6,24,30,15,6,9,2.0,40.0,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Marketing
2534,2017,Marketing,1,Introduction a l'Etude du Langage,8,L'Apprentissage de la Langue Seconde,10,313,1,QCM,0.16,0.86,70.59,19,8,27,24,19,5,1.12,79.17,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
3645,2018,Marketing,1,Introduction a l'Etude du Langage,8,L'Apprentissage de la Langue Seconde,10,313,1,QCM,0.05,0.87,70.59,18,8,26,20,18,2,1.3,90.0,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
4756,2019,Marketing,1,Introduction a l'Etude du Langage,8,L'Apprentissage de la Langue Seconde,10,313,1,QCU,0.16,0.81,70.59,17,7,24,23,17,6,1.04,73.91,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
5867,2020,Marketing,1,Introduction a l'Etude du Langage,8,L'Apprentissage de la Langue Seconde,10,313,1,QCU,0.15,0.85,70.59,14,6,20,19,14,5,1.05,73.68,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
313,2015,Marketing,1,Introduction a l'Etude du Langage,8,L'Apprentissage de la Langue Seconde,10,314,2,QCM,0.18,0.77,66.47,5,3,8,6,5,1,1.33,83.33,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
1424,2016,Marketing,1,Introduction a l'Etude du Langage,8,L'Apprentissage de la Langue Seconde,10,314,2,QCM,0.02,0.87,66.47,5,3,8,5,5,0,1.6,100.0,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
2535,2017,Marketing,1,Introduction a l'Etude du Langage,8,L'Apprentissage de la Langue Seconde,10,314,2,QCM,0.05,0.8,66.47,5,2,7,5,5,0,1.4,100.0,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
3646,2018,Marketing,1,Introduction a l'Etude du Langage,8,L'Apprentissage de la Langue Seconde,10,314,2,QROC,0.15,0.54,66.47,5,3,8,6,5,1,1.33,83.33,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
4757,2019,Marketing,1,Introduction a l'Etude du Langage,8,L'Apprentissage de la Langue Seconde,10,314,2,QROC,0.08,0.84,66.47,5,2,7,5,5,0,1.4,100.0,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
5868,2020,Marketing,1,Introduction a l'Etude du Langage,8,L'Apprentissage de la Langue Seconde,10,314,2,QROC,0.11,0.45,66.47,5,2,7,5,5,0,1.4,100.0,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
314,2015,Marketing,1,Introduction a l'Etude du Langage,8,L'Apprentissage de la Langue Seconde,10,315,3,QCM,0.2,0.92,77.93,5,2,7,7,5,2,1.0,71.43,Moyen,Facile,1,Plus Facile,Pas Adapte,Marketing
1425,2016,Marketing,1,Introduction a l'Etude du Langage,8,L'Apprentissage de la Langue Seconde,10,315,3,QCM,0.38,0.64,55.09,3,3,6,6,3,3,1.0,50.0,Moyen,Moyen,0,Meme Difficulté,Pas Adapte,Marketing
2536,2017,Marketing,1,Introduction a l'Etude du Langage,8,L'Apprentissage de la Langue Seconde,10,315,3,QCM,0.37,0.65,55.41,3,3,6,4,3,1,1.5,75.0,Difficile,Moyen,1,Plus Facile,Pas Adapte,Marketing
3647,2018,Marketing,1,Introduction a l'Etude du Langage,8,L'Apprentissage de la Langue Seconde,10,315,3,QCM,0.54,0.27,17.79,1,5,6,6,1,5,1.0,16.67,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Marketing
4758,2019,Marketing,1,Introduction a l'Etude du Langage,8,L'Apprentissage de la Langue Seconde,10,315,3,QCM,0.51,0.24,2.42,0,5,5,3,0,3,1.67,0.0,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Marketing
5869,2020,Marketing,1,Introduction a l'Etude du Langage,8,L'Apprentissage de la Langue Seconde,10,315,3,QCM,0.73,0.24,21.54,1,5,6,3,1,2,2.0,33.33,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Marketing
315,2015,Marketing,1,Introduction a l'Etude du Langage,8,L'Apprentissage de la Langue Seconde,10,316,4,QCM,0.48,0.49,60.64,10,6,16,13,10,3,1.23,76.92,Facile,Moyen,-1,Plus Difficile,Adapte,Marketing
1426,2016,Marketing,1,Introduction a l'Etude du Langage,8,L'Apprentissage de la Langue Seconde,10,316,4,QCU,0.33,0.53,60.64,10,6,16,13,10,3,1.23,76.92,Moyen,Moyen,0,Meme Difficulté,Adapte,Marketing
2537,2017,Marketing,1,Introduction a l'Etude du Langage,8,L'Apprentissage de la Langue Seconde,10,316,4,QCU,0.25,0.65,60.64,10,7,17,14,10,4,1.21,71.43,Moyen,Moyen,0,Meme Difficulté,Adapte,Marketing
3648,2018,Marketing,1,Introduction a l'Etude du Langage,8,L'Apprentissage de la Langue Seconde,10,316,4,QCU,0.24,0.61,60.64,10,7,17,11,10,1,1.55,90.91,Moyen,Moyen,0,Meme Difficulté,Adapte,Marketing
4759,2019,Marketing,1,Introduction a l'Etude du Langage,8,L'Apprentissage de la Langue Seconde,10,316,4,QCU,0.23,0.48,60.64,12,7,19,17,12,5,1.12,70.59,Moyen,Moyen,0,Meme Difficulté,Adapte,Marketing
5870,2020,Marketing,1,Introduction a l'Etude du Langage,8,L'Apprentissage de la Langue Seconde,10,316,4,QCU,0.39,0.44,60.64,13,9,22,16,13,3,1.38,81.25,Moyen,Moyen,0,Meme Difficulté,Adapte,Marketing
316,2015,Marketing,1,Introduction a l'Etude du Langage,8,L'Apprentissage de la Langue Seconde,10,317,5,QCU,0.66,0.37,28.94,10,24,34,14,10,4,2.43,71.43,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Marketing
1427,2016,Marketing,1,Introduction a l'Etude du Langage,8,L'Apprentissage de la Langue Seconde,10,317,5,QCU,0.17,0.97,71.26,21,8,29,28,21,7,1.04,75.0,Difficile,Facile,2,Beaucoup plus Facile,Adapte,Marketing
2538,2017,Marketing,1,Introduction a l'Etude du Langage,8,L'Apprentissage de la Langue Seconde,10,317,5,QCU,0.04,0.75,71.26,24,9,33,26,24,2,1.27,92.31,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
3649,2018,Marketing,1,Introduction a l'Etude du Langage,8,L'Apprentissage de la Langue Seconde,10,317,5,QCU,0.1,0.96,71.26,21,8,29,22,21,1,1.32,95.45,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
4760,2019,Marketing,1,Introduction a l'Etude du Langage,8,L'Apprentissage de la Langue Seconde,10,317,5,QCU,0.14,0.76,71.26,19,7,26,24,19,5,1.08,79.17,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
5871,2020,Marketing,1,Introduction a l'Etude du Langage,8,L'Apprentissage de la Langue Seconde,10,317,5,QCU,0.05,0.95,71.26,19,8,27,27,19,8,1.0,70.37,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
317,2015,Marketing,1,Introduction a l'Etude du Langage,8,L'Apprentissage de la Langue Seconde,10,318,6,QO,0.91,0.0,0.73,1,78,79,41,1,40,1.93,2.44,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Marketing
1428,2016,Marketing,1,Introduction a l'Etude du Langage,8,L'Apprentissage de la Langue Seconde,10,318,6,QROC,0.92,0.23,11.75,10,76,86,59,10,49,1.46,16.95,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Marketing
2539,2017,Marketing,1,Introduction a l'Etude du Langage,8,L'Apprentissage de la Langue Seconde,10,318,6,QROC,0.08,0.69,88.0,76,10,86,86,76,10,1.0,88.37,Facile,Facile,0,Meme Difficulté,Pas Adapte,Marketing
3650,2018,Marketing,1,Introduction a l'Etude du Langage,8,L'Apprentissage de la Langue Seconde,10,318,6,QO,0.1,0.4,94.61,86,5,91,90,86,4,1.01,95.56,Facile,Facile,0,Meme Difficulté,Pas Adapte,Marketing
4761,2019,Marketing,1,Introduction a l'Etude du Langage,8,L'Apprentissage de la Langue Seconde,10,318,6,QO,0.15,0.68,95.47,79,4,83,81,79,2,1.02,97.53,Facile,Facile,0,Meme Difficulté,Pas Adapte,Marketing
5872,2020,Marketing,1,Introduction a l'Etude du Langage,8,L'Apprentissage de la Langue Seconde,10,318,6,QO,0.76,0.0,6.66,5,70,75,70,5,65,1.07,7.14,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Marketing
318,2015,Marketing,1,Introduction a l'Etude du Langage,8,L'Apprentissage de la Langue Seconde,10,319,7,QCU,0.3,0.46,54.27,28,24,52,37,28,9,1.41,75.68,Moyen,Moyen,0,Meme Difficulté,Pas Adapte,Marketing
1429,2016,Marketing,1,Introduction a l'Etude du Langage,8,L'Apprentissage de la Langue Seconde,10,319,7,QCU,0.03,0.98,84.73,42,7,49,47,42,5,1.04,89.36,Facile,Facile,0,Meme Difficulté,Pas Adapte,Marketing
2540,2017,Marketing,1,Introduction a l'Etude du Langage,8,L'Apprentissage de la Langue Seconde,10,319,7,QCU,0.52,0.25,6.25,3,44,47,39,3,36,1.21,7.69,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Marketing
3651,2018,Marketing,1,Introduction a l'Etude du Langage,8,L'Apprentissage de la Langue Seconde,10,319,7,QCU,0.59,0.31,5.36,2,44,46,23,2,21,2.0,8.7,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Marketing
4762,2019,Marketing,1,Introduction a l'Etude du Langage,8,L'Apprentissage de la Langue Seconde,10,319,7,QCU,0.62,0.32,4.29,2,48,50,36,2,34,1.39,5.56,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Marketing
5873,2020,Marketing,1,Introduction a l'Etude du Langage,8,L'Apprentissage de la Langue Seconde,10,319,7,QCU,0.62,0.34,33.71,19,37,56,54,19,35,1.04,35.19,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Marketing
319,2015,Marketing,1,Introduction a l'Etude du Langage,8,L'Apprentissage de la Langue Seconde,10,320,8,QCU,0.75,0.26,9.83,3,32,35,12,3,9,2.92,25.0,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Marketing
1430,2016,Marketing,1,Introduction a l'Etude du Langage,8,L'Apprentissage de la Langue Seconde,10,320,8,QCU,0.37,0.42,61.28,20,12,32,25,20,5,1.28,80.0,Difficile,Moyen,1,Plus Facile,Adapte,Marketing
2541,2017,Marketing,1,Introduction a l'Etude du Langage,8,L'Apprentissage de la Langue Seconde,10,320,8,QCU,0.23,0.42,61.28,19,12,31,25,19,6,1.24,76.0,Moyen,Moyen,0,Meme Difficulté,Adapte,Marketing
3652,2018,Marketing,1,Introduction a l'Etude du Langage,8,L'Apprentissage de la Langue Seconde,10,320,8,QCU,0.29,0.72,61.28,18,12,30,19,18,1,1.58,94.74,Moyen,Moyen,0,Meme Difficulté,Adapte,Marketing
4763,2019,Marketing,1,Introduction a l'Etude du Langage,8,L'Apprentissage de la Langue Seconde,10,320,8,QCU,0.21,0.51,61.28,18,11,29,28,18,10,1.04,64.29,Moyen,Moyen,0,Meme Difficulté,Adapte,Marketing
5874,2020,Marketing,1,Introduction a l'Etude du Langage,8,L'Apprentissage de la Langue Seconde,10,320,8,QCU,0.37,0.71,61.28,16,10,26,22,16,6,1.18,72.73,Moyen,Moyen,0,Meme Difficulté,Adapte,Marketing
320,2015,Marketing,1,Introduction a l'Etude du Langage,8,L'Apprentissage de la Langue Seconde,10,321,9,QCM,0.68,0.23,3.78,2,46,48,34,2,32,1.41,5.88,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Marketing
1431,2016,Marketing,1,Introduction a l'Etude du Langage,8,L'Apprentissage de la Langue Seconde,10,321,9,QCM,0.39,0.4,50.63,22,21,43,43,22,21,1.0,51.16,Moyen,Moyen,0,Meme Difficulté,Pas Adapte,Marketing
2542,2017,Marketing,1,Introduction a l'Etude du Langage,8,L'Apprentissage de la Langue Seconde,10,321,9,QCM,0.05,0.75,71.58,30,12,42,37,30,7,1.14,81.08,Difficile,Facile,2,Beaucoup plus Facile,Adapte,Marketing
3653,2018,Marketing,1,Introduction a l'Etude du Langage,8,L'Apprentissage de la Langue Seconde,10,321,9,QCM,0.03,0.97,71.58,30,12,42,32,30,2,1.31,93.75,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
4764,2019,Marketing,1,Introduction a l'Etude du Langage,8,L'Apprentissage de la Langue Seconde,10,321,9,QCM,0.09,0.88,71.58,33,13,46,43,33,10,1.07,76.74,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
5875,2020,Marketing,1,Introduction a l'Etude du Langage,8,L'Apprentissage de la Langue Seconde,10,321,9,QCM,0.05,0.74,71.58,35,14,49,41,35,6,1.2,85.37,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
321,2015,Marketing,1,Introduction a l'Etude du Langage,8,L'Apprentissage de la Langue Seconde,10,322,10,QCM,0.03,0.79,79.28,66,17,83,76,66,10,1.09,86.84,Difficile,Facile,2,Beaucoup plus Facile,Pas Adapte,Marketing
1432,2016,Marketing,1,Introduction a l'Etude du Langage,8,L'Apprentissage de la Langue Seconde,10,322,10,QCM,0.34,0.63,42.22,36,49,85,54,36,18,1.57,66.67,Moyen,Moyen,0,Meme Difficulté,Pas Adapte,Marketing
2543,2017,Marketing,1,Introduction a l'Etude du Langage,8,L'Apprentissage de la Langue Seconde,10,322,10,QCM,0.71,0.27,16.06,15,79,94,68,15,53,1.38,22.06,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Marketing
3654,2018,Marketing,1,Introduction a l'Etude du Langage,8,L'Apprentissage de la Langue Seconde,10,322,10,QCM,0.77,0.2,13.52,11,73,84,51,11,40,1.65,21.57,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Marketing
4765,2019,Marketing,1,Introduction a l'Etude du Langage,8,L'Apprentissage de la Langue Seconde,10,322,10,QROC,0.12,0.91,81.08,60,14,74,71,60,11,1.04,84.51,Difficile,Facile,2,Beaucoup plus Facile,Pas Adapte,Marketing
5876,2020,Marketing,1,Introduction a l'Etude du Langage,8,L'Apprentissage de la Langue Seconde,10,322,10,QROC,0.94,0.11,24.33,16,49,65,50,16,34,1.3,32.0,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Marketing
322,2015,Marketing,1,Introduction a l'Etude du Langage,9,La Sociolinguistique et la Dialectologie,12,323,1,QCU,0.34,0.45,41.2,33,47,80,39,33,6,2.05,84.62,Moyen,Moyen,0,Meme Difficulté,Pas Adapte,Marketing
1433,2016,Marketing,1,Introduction a l'Etude du Langage,9,La Sociolinguistique et la Dialectologie,12,323,1,QCU,0.07,0.77,81.6,73,17,90,76,73,3,1.18,96.05,Difficile,Facile,2,Beaucoup plus Facile,Pas Adapte,Marketing
2544,2017,Marketing,1,Introduction a l'Etude du Langage,9,La Sociolinguistique et la Dialectologie,12,323,1,QCU,0.6,0.35,15.85,13,67,80,56,13,43,1.43,23.21,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Marketing
3655,2018,Marketing,1,Introduction a l'Etude du Langage,9,La Sociolinguistique et la Dialectologie,12,323,1,QCU,0.18,0.82,87.33,76,11,87,82,76,6,1.06,92.68,Moyen,Facile,1,Plus Facile,Pas Adapte,Marketing
4766,2019,Marketing,1,Introduction a l'Etude du Langage,9,La Sociolinguistique et la Dialectologie,12,323,1,QCU,0.29,0.71,55.24,41,34,75,63,41,22,1.19,65.08,Difficile,Moyen,1,Plus Facile,Pas Adapte,Marketing
5877,2020,Marketing,1,Introduction a l'Etude du Langage,9,La Sociolinguistique et la Dialectologie,12,323,1,QCU,0.56,0.37,18.61,15,68,83,61,15,46,1.36,24.59,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Marketing
323,2015,Marketing,1,Introduction a l'Etude du Langage,9,La Sociolinguistique et la Dialectologie,12,324,2,QCM,0.77,0.24,30.55,24,54,78,49,24,25,1.59,48.98,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Marketing
1434,2016,Marketing,1,Introduction a l'Etude du Langage,9,La Sociolinguistique et la Dialectologie,12,324,2,QCM,0.02,0.7,67.42,51,24,75,71,51,20,1.06,71.83,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
2545,2017,Marketing,1,Introduction a l'Etude du Langage,9,La Sociolinguistique et la Dialectologie,12,324,2,QCM,0.02,0.75,67.42,46,22,68,57,46,11,1.19,80.7,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
3656,2018,Marketing,1,Introduction a l'Etude du Langage,9,La Sociolinguistique et la Dialectologie,12,324,2,QCM,0.02,0.98,67.42,44,22,66,51,44,7,1.29,86.27,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
4767,2019,Marketing,1,Introduction a l'Etude du Langage,9,La Sociolinguistique et la Dialectologie,12,324,2,QCM,0.03,0.92,67.42,51,24,75,59,51,8,1.27,86.44,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
5878,2020,Marketing,1,Introduction a l'Etude du Langage,9,La Sociolinguistique et la Dialectologie,12,324,2,QCU,0.0,0.77,67.42,48,23,71,50,48,2,1.42,96.0,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
324,2015,Marketing,1,Introduction a l'Etude du Langage,9,La Sociolinguistique et la Dialectologie,12,325,3,QCU,0.36,0.57,35.48,7,12,19,13,7,6,1.46,53.85,Facile,Moyen,-1,Plus Difficile,Pas Adapte,Marketing
