,Name,Gender
1527,Daniele,female
1529,Daniella,female
1526,Danielle,male
1537,Danika,female
1535,Danita,female
1532,Dann,male
1534,Danna,female
1531,Dannie,male
1543,Danniel,male
1538,Dannielle,female
1536,Danny,male
1540,Dante,male
1533,Danyel,female
1547,Danyell,female
1542,Danyelle,female
1539,Daphne,female
1544,Daquan,male
1541,Dara,female
1549,Darby,male
1545,Darci,female
1548,Darcie,female
1550,Darcy,male
1546,Darell,male
1558,Daren,male
1557,Daria,female
1552,Darian,male
1555,Dariana,female
1551,Darien,male
1562,Darin,male
1554,Dario,male
1553,Darion,male
1559,Darius,male
1556,Darl,male
1567,Darla,female
1564,Darleen,female
1561,Darlene,female
1563,Darline,female
1560,Darlyne,female
1573,Darnell,male
1568,Darold,male
1569,Daron,male
1566,Darrel,male
1565,Darrell,male
1579,Darren,male
1572,Darrian,male
1571,Darrick,male
1574,Darrien,male
1570,Darrin,male
1581,Darrion,male
1578,Darrius,male
1580,Darron,male
1575,Darry,male
1583,Darryl,male
1586,Darryle,male
1576,Darryll,male
1584,Darryn,male
1582,Darvin,male
1577,Darwin,male
1591,Darwyn,male
1589,Daryl,male
1587,Daryle,male
1585,Daryn,male
1588,Dashawn,male
1597,Dasia,female
1594,Daulton,male
1592,Daunte,male
1593,Davante,male
1590,Dave,male
1599,Davey,male
1598,Davian,male
1600,David,male
1595,Davie,male
1596,Davin,male
1602,Davina,female
1601,Davion,male
1605,Davis,male
1603,Davon,male
1604,Davonta,male
1609,Davonte,male
1606,Davy,male
1607,Dawn,female
1608,Dawna,female
1610,Dawne,female
1611,Dawson,male
1615,Dax,male
1613,Daxton,male
1614,Dayami,female
1612,Dayana,female
1616,Dayanara,female
1617,Dayle,female
1620,Dayna,female
1621,Dayne,male
1618,Dayse,female
1619,Dayton,male
1623,Deacon,male
1626,Dean,male
1627,Deana,female
1622,Deandra,female
1624,Deandre,male
1631,Deane,male
1628,Deangelo,male
1629,Deann,female
1625,Deanna,female
1630,Deanne,female
1633,Deante,male
1634,Deasia,female
1635,Deb,female
1632,Debbi,female
1636,Debbie,female
1640,Debbra,female
1641,Debby,female
1638,Debera,female
1637,Debi,female
1639,Debora,female
1644,Deborah,male
1643,Deborrah,female
1646,Debra,male
1642,Debrah,female
1647,Debroah,female
1653,Declan,male
1661,Dedra,female
1648,Dedric,male
1645,Dedrick,male
1656,Dee,male
1649,Deeann,female
1651,Deedee,female
1654,Deegan,male
1650,Deena,female
1657,Deetta,female
1662,Deforest,male
1659,Deidra,female
1652,Deidre,female
1655,Deion,male
1660,Deirdre,female
1664,Deja,female
1665,Dejah,female
1666,Dejon,male
1658,Dejuan,male
1667,Del,male
1669,Delaney,female
1668,Delano,male
1670,Delbert,male
1663,Delcie,female
1671,Delfina,female
1677,Delia,female
1672,Deliah,female
1674,Delila,female
1673,Delilah,female
1676,Delina,female
1682,Delinda,female
1678,Delisa,female
1680,Dell,male
1675,Della,male
1681,Dellar,female
1687,Delle,female
1683,Dellia,female
1684,Dellie,female
1679,Delma,male
1686,Delmar,male
1692,Delmas,male
1690,Delmer,male
1691,Delmus,male
1685,Delois,female
1688,Delora,female
1696,Delores,female
1694,Deloris,female
1693,Delos,male
1689,Delpha,female
1697,Delphia,female
1699,Delphin,male
1700,Delphine,female
1698,Delsie,female
1695,Delta,female
1701,Delton,male
1704,Delvin,male
1705,Delwin,male
1703,Dema,female
1702,Demarco,male
1710,Demarcus,male
1707,Demario,male
1709,Demarion,male
1706,Demetra,female
1708,Demetri,male
1712,Demetria,female
1711,Demetric,male
1713,Demetrios,male
1715,Demetrius,male
1714,Demi,female
1720,Demian,male
1717,Demond,male
1716,Demonte,male
1719,Dempsey,male
1718,Dena,female
1724,Deneen,female
1722,Denese,female
1725,Denice,female
1721,Denine,female
1723,Denis,male
1728,Denise,female
1727,Denisha,female
1730,Denisse,female
1726,Denita,female
1729,Dennie,male
1733,Dennis,male
1734,Denny,male
1731,Denton,male
1732,Denver,male
1735,Denzel,male
1740,Denzell,male
1737,Denzil,male
1736,Deon,male
1738,Deondre,male
1739,Deonta,male
1742,Deontae,male
1741,Deonte,male
1745,Dequan,male
1744,Derald,male
1743,Dereck,male
1748,Derek,male
1746,Dereon,male
1750,Deric,male
1749,Derick,male
1747,Derik,male
1751,Derl,male
1754,Deron,male
1755,Derrek,male
1753,Derrell,male
1752,Derrick,male
1759,Derwin,male
1758,Deryl,male
1756,Desean,male
1757,Deshaun,male
1760,Deshawn,male
1765,Desi,male
1761,Desirae,female
1762,Desiree,female
1764,Desmond,male
1763,Dessa,female
1769,Dessie,male
1767,Destany,female
1766,Destin,male
1768,Destinee,female
1770,Destiney,female
1773,Destini,female
1771,Destiny,female
1772,Destry,male
1774,Devan,male
1775,Devante,male
1780,Devaughn,male
1778,Deven,male
1776,Devin,male
1779,Devon,male
1777,Devonta,male
1782,Devontae,male
1785,Devonte,male
1783,Devyn,male
1781,Deward,male
1784,Dewayne,male
1786,Dewey,male
1789,Dewitt,male
1790,Dexter,male
1787,Deyanira,female
1788,Dezzie,female
1793,Diallo,male
1794,Diamond,male
1798,Dian,female
1791,Diana,female
1792,Diandra,female
1795,Diane,male
1796,Diann,female
1800,Dianna,female
1799,Dianne,female
1797,Dicie,female
1803,Dick,male
1806,Dickie,male
1804,Dicy,female
1802,Diego,male
1801,Dijon,male
1808,Dillan,male
1809,Dillard,male
1815,Dillie,female
1807,Dillion,male
1805,Dillon,male
1812,Dimitri,male
1814,Dimitrios,male
1817,Dimple,female
1811,Dina,female
1810,Dinah,female
1818,Dink,male
1828,Dino,male
1821,Dion,male
1819,Dione,female
1813,Dionicio,male
1822,Dionne,female
1834,Dionte,male
1824,Dirk,male
1825,Dixie,male
1816,Dixon,male
1829,Diya,female
1840,Djuana,female
1827,Djuna,female
1830,Doc,male
1820,Docia,female
1835,Dock,male
1841,Doctor,male
1833,Dola,female
1832,Doll,male
1823,Dollie,female
1837,Dolly,female
1846,Dollye,female
1838,Dolores,male
1839,Doloris,female
1826,Dolph,male
1844,Dolphus,male
1852,Domenic,male
1843,Domenica,female
1842,Domenick,male
1831,Domenico,male
1850,Dominga,female
1855,Domingo,male
1847,Dominic,male
1848,Dominick,male
1836,Dominik,male
1856,Dominique,male
1860,Dominque,male
1851,Domonique,male
1849,Don,male
1845,Dona,female
1863,Donaciano,male
1866,Donal,male
1857,Donald,male
1859,Donat,male
1853,Donato,male
1868,Donavan,male
1869,Donavon,male
1861,Dondre,male
1862,Donell,male
1854,Donia,female
1872,Donie,female
1873,Donita,female
1867,Donn,male
1864,Donna,male
1858,Donnell,male
1879,Donnie,male
1878,Donny,male
1874,Donovan,male
1871,Donta,male
1865,Dontae,male
1888,Donte,male
1887,Dora,male
1876,Dorathea,female
1877,Dorathy,female
1870,Dorcas,female
1886,Doreen,female
1890,Dorene,female
1882,Doretha,female
1880,Doretta,female
1875,Dori,female
1892,Dorian,male
1896,Dorinda,female
1883,Dorine,female
1885,Doris,male
1881,Dorla,female
1894,Dorman,male
1898,Dorotha,female
1891,Dorothea,female
1889,Dorothy,male
1884,Dorr,male
1899,Dorris,male
1900,Dorsey,male
1897,Dortha,female
1895,Dorthea,female
1893,Dorthey,female
1906,Dorthy,female
1904,Dosha,female
1901,Doshia,female
1902,Doshie,female
1903,Dosia,female
1914,Doss,male
1909,Dossie,female
1913,Dot,female
1905,Dottie,female
1908,Dotty,female
1929,Doug,male
1907,Douglas,male
1918,Douglass,male
1916,Dove,female
1910,Dovie,female
1937,Dow,male
1912,Doyle,male
1921,Dozier,male
1917,Drake,male
1911,Draven,male
1943,Drema,female
1919,Drew,male
1927,Drucilla,female
1925,Drury,male
1915,Drusilla,female
1948,Duane,male
1920,Duard,male
1930,Dudley,male
1933,Duff,male
1922,Duke,male
1952,Dulce,female
1926,Dulcie,female
1935,Duncan,male
1934,Durell,male
1924,Durrell,male
1955,Durward,male
1923,Durwood,male
1939,Dustan,male
1940,Dustin,male
1928,Dusty,male
1962,Duwayne,male
1931,Dwain,male
1944,Dwaine,male
1946,Dwan,female
1932,Dwane,male
1964,Dwayne,male
1936,Dwight,male
1949,Dwyane,male
1950,Dyan,female
1938,Dylan,male
1969,Dyllan,male
1941,Dylon,male
1954,Ean,male
1958,Earl,male
1942,Earle,male
1976,Earlean,female
1947,Earlene,female
1960,Earley,male
1959,Earlie,male
1945,Earline,female
1980,Early,male
1951,Earnest,male
1967,Earnestine,female
1970,Eartha,female
1953,Easter,female
1988,Easton,male
1957,Eathel,female
1972,Ebb,male
1974,Ebba,female
1956,Ebbie,male
1991,Eben,male
1961,Ebenezer,male
1975,Eber,male
1983,Ebert,male
1963,Eboni,female
1993,Ebony,female
1966,Echo,female
1979,Ed,male
1985,Eda,female
1965,Edd,male
1994,Eddie,male
1971,Eddy,male
1986,Eden,male
1989,Edgar,male
1968,Edgardo,male
1997,Edie,male
1978,Edison,male
1987,Edith,male
1992,Edla,female
1973,Edmon,male
1999,Edmond,male
1982,Edmonia,female
1990,Edmund,male
1996,Edna,male
1977,Ednah,female
1984,Edrie,female
1995,Edris,female
1998,Edsel,male
1981,Edson,male
