,Course_ID,Year,Course_Digit_Duration,Ressources_Amount,Ressources_Rank,Ressources_Type_Basic,Ressources_Type_Advanced
3356,417,2014,20,16,14,Vid,Quiz1H
3357,417,2014,20,16,15,Quiz,Vid1H
3358,417,2014,20,16,16,Vid,Vid2H
3359,427,2014,17,11,1,Quiz,Quiz1H
3360,427,2014,17,11,2,Exam,Quiz2H
3361,427,2014,17,11,3,Quiz,Quiz1H
3362,427,2014,17,11,4,Quiz,Quiz1H
3363,427,2014,17,11,5,Vid,Quiz1H
3364,427,2014,17,11,6,Vid,Vid1H
3365,427,2014,17,11,7,Vid,Quiz2H
3366,427,2014,17,11,8,Quiz,Vid1H
3367,427,2014,17,11,9,Quiz,Exam3H
3368,427,2014,17,11,10,Quiz,Vid1H
3369,427,2014,17,11,11,Vid,Vid3H
3370,428,2014,11,7,1,Exam,Vid1H
3371,428,2014,11,7,2,Quiz,Vid2H
3372,428,2014,11,7,3,Exam,Exam1H
3373,428,2014,11,7,4,Vid,Quiz2H
3374,428,2014,11,7,5,Vid,Quiz2H
3375,428,2014,11,7,6,Vid,Exam1H
3376,428,2014,11,7,7,Quiz,Vid2H
3377,435,2014,16,8,1,Vid,Vid4H
3378,435,2014,16,8,2,Exam,Vid4H
3379,435,2014,16,8,3,Exam,Exam1H
3380,435,2014,16,8,4,Quiz,Quiz2H
3381,435,2014,16,8,5,Vid,Quiz2H
3382,435,2014,16,8,6,Exam,Vid1H
3383,435,2014,16,8,7,Vid,Exam1H
3384,435,2014,16,8,8,Quiz,Exam1H
3385,439,2014,16,10,1,Quiz,Vid1H
3386,439,2014,16,10,2,Quiz,Quiz2H
3387,439,2014,16,10,3,Vid,Vid1H
3388,439,2014,16,10,4,Vid,Vid1H
3389,439,2014,16,10,5,Exam,Quiz1H
3390,439,2014,16,10,6,Vid,Quiz2H
3391,439,2014,16,10,7,Vid,Vid4H
3392,439,2014,16,10,8,Vid,Vid1H
3393,439,2014,16,10,9,Quiz,Vid1H
3394,439,2014,16,10,10,Vid,Exam2H
3395,443,2014,11,6,1,Vid,Exam2H
3396,443,2014,11,6,2,Vid,Vid2H
3397,443,2014,11,6,3,Vid,Quiz2H
3398,443,2014,11,6,4,Quiz,Vid2H
3399,443,2014,11,6,5,Quiz,Quiz1H
3400,443,2014,11,6,6,Exam,Vid2H
3401,446,2014,9,8,1,Vid,Quiz1H
3402,446,2014,9,8,2,Quiz,Quiz1H
3403,446,2014,9,8,3,Quiz,Vid1H
3404,446,2014,9,8,4,Quiz,Quiz1H
3405,446,2014,9,8,5,Quiz,Vid1H
3406,446,2014,9,8,6,Vid,Quiz1H
3407,446,2014,9,8,7,Exam,Exam2H
3408,446,2014,9,8,8,Quiz,Quiz1H
3409,447,2014,11,9,1,Vid,Vid1H
3410,447,2014,11,9,2,Vid,Vid1H
3411,447,2014,11,9,3,Vid,Exam1H
3412,447,2014,11,9,4,Vid,Quiz1H
3413,447,2014,11,9,5,Quiz,Vid1H
3414,447,2014,11,9,6,Quiz,Quiz2H
3415,447,2014,11,9,7,Vid,Quiz2H
3416,447,2014,11,9,8,Exam,Vid1H
3417,447,2014,11,9,9,Quiz,Vid1H
3418,450,2014,8,6,1,Exam,Exam1H
3419,450,2014,8,6,2,Quiz,Quiz1H
3420,450,2014,8,6,3,Quiz,Vid2H
3421,450,2014,8,6,4,Quiz,Quiz2H
3422,450,2014,8,6,5,Exam,Quiz1H
3423,450,2014,8,6,6,Vid,Exam1H
3424,451,2014,8,4,1,Exam,Quiz2H
3425,451,2014,8,4,2,Quiz,Exam1H
3426,451,2014,8,4,3,Vid,Vid3H
3427,451,2014,8,4,4,Quiz,Quiz2H
3428,460,2014,10,10,1,Quiz,Quiz1H
3429,460,2014,10,10,2,Vid,Vid1H
3430,460,2014,10,10,3,Quiz,Vid1H
3431,460,2014,10,10,4,Quiz,Vid1H
3432,460,2014,10,10,5,Vid,Quiz1H
3433,460,2014,10,10,6,Quiz,Vid1H
3434,460,2014,10,10,7,Quiz,Quiz1H
3435,460,2014,10,10,8,Vid,Vid1H
3436,460,2014,10,10,9,Vid,Quiz1H
3437,460,2014,10,10,10,Vid,Quiz1H
3438,463,2014,11,8,1,Quiz,Exam2H
3439,463,2014,11,8,2,Quiz,Quiz2H
3440,463,2014,11,8,3,Quiz,Vid1H
3441,463,2014,11,8,4,Vid,Vid1H
3442,463,2014,11,8,5,Vid,Quiz2H
3443,463,2014,11,8,6,Vid,Vid1H
3444,463,2014,11,8,7,Vid,Quiz1H
3445,463,2014,11,8,8,Exam,Vid1H
3446,464,2014,15,14,1,Vid,Vid1H
3447,464,2014,15,14,2,Vid,Exam2H
3448,464,2014,15,14,3,Quiz,Vid1H
3449,464,2014,15,14,4,Vid,Vid1H
3450,464,2014,15,14,5,Vid,Quiz1H
3451,464,2014,15,14,6,Vid,Quiz1H
3452,464,2014,15,14,7,Quiz,Vid1H
3453,464,2014,15,14,8,Quiz,Vid1H
3454,464,2014,15,14,9,Vid,Vid1H
3455,464,2014,15,14,10,Exam,Vid1H
3456,464,2014,15,14,11,Vid,Vid1H
3457,464,2014,15,14,12,Vid,Vid1H
3458,464,2014,15,14,13,Vid,Vid1H
3459,464,2014,15,14,14,Vid,Quiz1H
3460,467,2014,8,5,1,Quiz,Quiz1H
3461,467,2014,8,5,2,Quiz,Quiz1H
3462,467,2014,8,5,3,Vid,Vid3H
3463,467,2014,8,5,4,Quiz,Quiz1H
3464,467,2014,8,5,5,Vid,Vid2H
3465,468,2014,9,7,1,Quiz,Exam1H
3466,468,2014,9,7,2,Exam,Quiz2H
3467,468,2014,9,7,3,Exam,Quiz1H
3468,468,2014,9,7,4,Quiz,Exam1H
3469,468,2014,9,7,5,Vid,Vid1H
3470,468,2014,9,7,6,Vid,Vid2H
3471,468,2014,9,7,7,Vid,Vid1H
3472,470,2014,19,15,1,Vid,Quiz1H
3473,470,2014,19,15,2,Quiz,Quiz1H
3474,470,2014,19,15,3,Vid,Vid1H
3475,470,2014,19,15,4,Quiz,Quiz2H
3476,470,2014,19,15,5,Quiz,Quiz1H
3477,470,2014,19,15,6,Vid,Vid1H
3478,470,2014,19,15,7,Vid,Vid1H
3479,470,2014,19,15,8,Vid,Vid1H
3480,470,2014,19,15,9,Quiz,Vid1H
3481,470,2014,19,15,10,Vid,Vid1H
3482,470,2014,19,15,11,Vid,Vid1H
3483,470,2014,19,15,12,Vid,Vid1H
3484,470,2014,19,15,13,Exam,Quiz1H
3485,470,2014,19,15,14,Vid,Vid3H
3486,470,2014,19,15,15,Quiz,Exam2H
3487,476,2014,17,11,1,Exam,Quiz2H
3488,476,2014,17,11,2,Quiz,Quiz1H
3489,476,2014,17,11,3,Vid,Quiz1H
3490,476,2014,17,11,4,Vid,Quiz2H
3491,476,2014,17,11,5,Vid,Vid2H
3492,476,2014,17,11,6,Quiz,Exam3H
3493,476,2014,17,11,7,Quiz,Quiz2H
3494,476,2014,17,11,8,Quiz,Vid1H
3495,476,2014,17,11,9,Quiz,Vid1H
3496,476,2014,17,11,10,Quiz,Vid1H
3497,476,2014,17,11,11,Vid,Quiz1H
3498,482,2014,10,9,1,Quiz,Vid1H
3499,482,2014,10,9,2,Exam,Quiz1H
3500,482,2014,10,9,3,Vid,Vid1H
3501,482,2014,10,9,4,Quiz,Quiz2H
3502,482,2014,10,9,5,Quiz,Quiz1H
3503,482,2014,10,9,6,Vid,Vid1H
3504,482,2014,10,9,7,Quiz,Exam1H
3505,482,2014,10,9,8,Vid,Quiz1H
3506,482,2014,10,9,9,Vid,Vid1H
3507,485,2014,13,11,1,Vid,Quiz1H
3508,485,2014,13,11,2,Quiz,Quiz1H
3509,485,2014,13,11,3,Vid,Vid1H
3510,485,2014,13,11,4,Vid,Vid3H
3511,485,2014,13,11,5,Quiz,Vid1H
3512,485,2014,13,11,6,Quiz,Quiz1H
3513,485,2014,13,11,7,Quiz,Vid1H
3514,485,2014,13,11,8,Quiz,Vid1H
3515,485,2014,13,11,9,Vid,Quiz1H
3516,485,2014,13,11,10,Quiz,Quiz1H
3517,485,2014,13,11,11,Vid,Quiz1H
3518,486,2014,13,8,1,Vid,Vid3H
3519,486,2014,13,8,2,Vid,Vid1H
3520,486,2014,13,8,3,Quiz,Quiz1H
3521,486,2014,13,8,4,Vid,Vid1H
3522,486,2014,13,8,5,Quiz,Vid3H
3523,486,2014,13,8,6,Vid,Quiz2H
3524,486,2014,13,8,7,Vid,Vid1H
3525,486,2014,13,8,8,Vid,Vid1H
3526,492,2014,19,12,1,Vid,Quiz2H
3527,492,2014,19,12,2,Exam,Vid1H
3528,492,2014,19,12,3,Exam,Quiz1H
3529,492,2014,19,12,4,Vid,Exam2H
3530,492,2014,19,12,5,Quiz,Quiz1H
3531,492,2014,19,12,6,Quiz,Vid3H
3532,492,2014,19,12,7,Quiz,Exam2H
3533,492,2014,19,12,8,Quiz,Vid1H
3534,492,2014,19,12,9,Quiz,Quiz2H
3535,492,2014,19,12,10,Vid,Vid1H
3536,492,2014,19,12,11,Quiz,Quiz1H
3537,492,2014,19,12,12,Vid,Quiz2H
3538,495,2014,10,5,1,Vid,Exam1H
3539,495,2014,10,5,2,Exam,Vid1H
3540,495,2014,10,5,3,Vid,Quiz2H
3541,495,2014,10,5,4,Vid,Vid3H
3542,495,2014,10,5,5,Quiz,Vid3H
3543,498,2014,9,7,1,Quiz,Quiz1H
3544,498,2014,9,7,2,Quiz,Vid2H
3545,498,2014,9,7,3,Exam,Exam2H
3546,498,2014,9,7,4,Quiz,Quiz1H
3547,498,2014,9,7,5,Vid,Quiz1H
3548,498,2014,9,7,6,Quiz,Quiz1H
3549,498,2014,9,7,7,Quiz,Quiz1H
3550,503,2014,11,8,1,Quiz,Vid1H
3551,503,2014,11,8,2,Quiz,Quiz1H
3552,503,2014,11,8,3,Quiz,Quiz1H
3553,503,2014,11,8,4,Quiz,Vid4H
3554,503,2014,11,8,5,Vid,Quiz1H
3555,503,2014,11,8,6,Quiz,Quiz1H
3556,503,2014,11,8,7,Quiz,Quiz1H
3557,503,2014,11,8,8,Vid,Quiz1H
3558,509,2014,13,9,1,Vid,Vid1H
3559,509,2014,13,9,2,Vid,Exam3H
3560,509,2014,13,9,3,Vid,Quiz2H
3561,509,2014,13,9,4,Exam,Vid1H
3562,509,2014,13,9,5,Vid,Vid1H
3563,509,2014,13,9,6,Quiz,Vid1H
3564,509,2014,13,9,7,Quiz,Vid1H
3565,509,2014,13,9,8,Vid,Vid1H
3566,509,2014,13,9,9,Vid,Quiz2H
3567,510,2014,9,6,1,Quiz,Quiz2H
3568,510,2014,9,6,2,Quiz,Vid3H
3569,510,2014,9,6,3,Quiz,Vid1H
3570,510,2014,9,6,4,Quiz,Quiz1H
3571,510,2014,9,6,5,Vid,Quiz1H
3572,510,2014,9,6,6,Vid,Quiz1H
3573,511,2014,21,13,1,Exam,Quiz2H
3574,511,2014,21,13,2,Quiz,Exam1H
3575,511,2014,21,13,3,Quiz,Quiz1H
3576,511,2014,21,13,4,Exam,Exam1H
3577,511,2014,21,13,5,Vid,Exam1H
3578,511,2014,21,13,6,Exam,Quiz2H
3579,511,2014,21,13,7,Quiz,Vid4H
3580,511,2014,21,13,8,Quiz,Quiz1H
3581,511,2014,21,13,9,Exam,Quiz1H
3582,511,2014,21,13,10,Quiz,Quiz1H
3583,511,2014,21,13,11,Quiz,Quiz1H
3584,511,2014,21,13,12,Vid,Vid4H
3585,511,2014,21,13,13,Quiz,Exam1H
3586,513,2014,9,7,1,Vid,Vid1H
3587,513,2014,9,7,2,Exam,Vid1H
3588,513,2014,9,7,3,Quiz,Vid1H
3589,513,2014,9,7,4,Quiz,Quiz2H
3590,513,2014,9,7,5,Vid,Exam1H
3591,513,2014,9,7,6,Vid,Exam1H
3592,513,2014,9,7,7,Exam,Quiz2H
3593,514,2014,15,13,1,Quiz,Vid2H
3594,514,2014,15,13,2,Vid,Vid1H
3595,514,2014,15,13,3,Exam,Vid1H
3596,514,2014,15,13,4,Vid,Quiz1H
3597,514,2014,15,13,5,Quiz,Vid1H
3598,514,2014,15,13,6,Vid,Vid1H
3599,514,2014,15,13,7,Vid,Vid2H
3600,514,2014,15,13,8,Vid,Vid1H
3601,514,2014,15,13,9,Quiz,Quiz1H
3602,514,2014,15,13,10,Vid,Vid1H
3603,514,2014,15,13,11,Quiz,Quiz1H
3604,514,2014,15,13,12,Vid,Quiz1H
3605,514,2014,15,13,13,Vid,Exam1H
3606,515,2014,10,6,1,Quiz,Quiz1H
3607,515,2014,10,6,2,Quiz,Exam1H
3608,515,2014,10,6,3,Vid,Quiz2H
3609,515,2014,10,6,4,Vid,Quiz1H
3610,515,2014,10,6,5,Exam,Vid4H
3611,515,2014,10,6,6,Quiz,Vid1H
3612,517,2014,18,11,1,Quiz,Quiz1H
3613,517,2014,18,11,2,Vid,Vid2H
3614,517,2014,18,11,3,Vid,Quiz1H
3615,517,2014,18,11,4,Vid,Quiz1H
3616,517,2014,18,11,5,Vid,Exam1H
3617,517,2014,18,11,6,Vid,Vid1H
3618,517,2014,18,11,7,Quiz,Vid4H
3619,517,2014,18,11,8,Vid,Vid2H
3620,517,2014,18,11,9,Quiz,Vid2H
3621,517,2014,18,11,10,Exam,Quiz1H
3622,517,2014,18,11,11,Quiz,Vid2H
3623,522,2014,9,6,1,Quiz,Vid3H
3624,522,2014,9,6,2,Vid,Exam1H
3625,522,2014,9,6,3,Quiz,Quiz1H
3626,522,2014,9,6,4,Exam,Quiz1H
3627,522,2014,9,6,5,Vid,Quiz1H
3628,522,2014,9,6,6,Quiz,Vid2H
3629,526,2014,10,8,1,Vid,Exam1H
3630,526,2014,10,8,2,Exam,Quiz1H
3631,526,2014,10,8,3,Quiz,Vid2H
3632,526,2014,10,8,4,Vid,Vid2H
3633,526,2014,10,8,5,Exam,Vid1H
3634,526,2014,10,8,6,Quiz,Exam1H
3635,526,2014,10,8,7,Vid,Quiz1H
3636,526,2014,10,8,8,Quiz,Quiz1H
3637,529,2014,10,8,1,Vid,Quiz2H
3638,529,2014,10,8,2,Quiz,Vid1H
3639,529,2014,10,8,3,Vid,Vid1H
3640,529,2014,10,8,4,Vid,Quiz1H
3641,529,2014,10,8,5,Vid,Quiz1H
3642,529,2014,10,8,6,Quiz,Vid1H
3643,529,2014,10,8,7,Vid,Vid2H
3644,529,2014,10,8,8,Quiz,Vid1H
3645,535,2014,12,8,1,Quiz,Quiz1H
3646,535,2014,12,8,2,Exam,Exam1H
3647,535,2014,12,8,3,Quiz,Vid4H
3648,535,2014,12,8,4,Quiz,Exam2H
3649,535,2014,12,8,5,Vid,Quiz1H
3650,535,2014,12,8,6,Quiz,Quiz1H
3651,535,2014,12,8,7,Quiz,Quiz1H
3652,535,2014,12,8,8,Exam,Quiz1H
3653,536,2014,9,8,1,Quiz,Exam1H
3654,536,2014,9,8,2,Vid,Vid1H
3655,536,2014,9,8,3,Exam,Quiz2H
3656,536,2014,9,8,4,Vid,Vid1H
3657,536,2014,9,8,5,Quiz,Quiz1H
3658,536,2014,9,8,6,Exam,Quiz1H
3659,536,2014,9,8,7,Quiz,Vid1H
3660,536,2014,9,8,8,Vid,Exam1H
3661,539,2014,21,18,1,Vid,Exam3H
3662,539,2014,21,18,2,Vid,Vid1H
3663,539,2014,21,18,3,Vid,Vid1H
3664,539,2014,21,18,4,Quiz,Quiz1H
3665,539,2014,21,18,5,Quiz,Vid1H
3666,539,2014,21,18,6,Vid,Quiz1H
3667,539,2014,21,18,7,Exam,Quiz1H
3668,539,2014,21,18,8,Vid,Vid1H
3669,539,2014,21,18,9,Vid,Vid1H
3670,539,2014,21,18,10,Vid,Vid1H
3671,539,2014,21,18,11,Quiz,Vid1H
3672,539,2014,21,18,12,Vid,Quiz1H
3673,539,2014,21,18,13,Quiz,Vid1H
3674,539,2014,21,18,14,Vid,Vid2H
3675,539,2014,21,18,15,Vid,Vid1H
3676,539,2014,21,18,16,Vid,Vid1H
3677,539,2014,21,18,17,Vid,Vid1H
3678,539,2014,21,18,18,Quiz,Quiz1H
3679,540,2014,13,9,1,Quiz,Quiz2H
3680,540,2014,13,9,2,Exam,Vid1H
3681,540,2014,13,9,3,Vid,Vid1H
3682,540,2014,13,9,4,Vid,Quiz2H
3683,540,2014,13,9,5,Vid,Quiz2H
3684,540,2014,13,9,6,Quiz,Vid1H
3685,540,2014,13,9,7,Vid,Vid2H
3686,540,2014,13,9,8,Quiz,Vid1H
3687,540,2014,13,9,9,Vid,Exam1H
3688,548,2014,9,7,1,Quiz,Vid1H
3689,548,2014,9,7,2,Vid,Vid1H
3690,548,2014,9,7,3,Vid,Vid1H
3691,548,2014,9,7,4,Vid,Quiz2H
3692,548,2014,9,7,5,Vid,Vid1H
3693,548,2014,9,7,6,Vid,Vid2H
3694,548,2014,9,7,7,Exam,Exam1H
3695,549,2014,8,6,1,Quiz,Exam1H
3696,549,2014,8,6,2,Quiz,Vid1H
3697,549,2014,8,6,3,Exam,Quiz1H
3698,549,2014,8,6,4,Vid,Vid1H
3699,549,2014,8,6,5,Vid,Quiz2H
3700,549,2014,8,6,6,Quiz,Quiz2H
3701,553,2014,8,5,1,Quiz,Exam2H
3702,553,2014,8,5,2,Vid,Quiz2H
3703,553,2014,8,5,3,Vid,Vid1H
3704,553,2014,8,5,4,Quiz,Quiz2H
3705,553,2014,8,5,5,Exam,Vid1H
3706,554,2014,15,14,1,Quiz,Vid1H
3707,554,2014,15,14,2,Quiz,Exam1H
3708,554,2014,15,14,3,Quiz,Vid1H
3709,554,2014,15,14,4,Vid,Vid1H
3710,554,2014,15,14,5,Vid,Quiz1H
3711,554,2014,15,14,6,Vid,Quiz1H
3712,554,2014,15,14,7,Vid,Quiz1H
3713,554,2014,15,14,8,Quiz,Vid1H
3714,554,2014,15,14,9,Vid,Vid1H
3715,554,2014,15,14,10,Vid,Quiz2H
3716,554,2014,15,14,11,Vid,Quiz1H
3717,554,2014,15,14,12,Vid,Vid1H
3718,554,2014,15,14,13,Quiz,Vid1H
3719,554,2014,15,14,14,Exam,Vid1H
3720,555,2014,20,17,1,Vid,Vid1H
3721,555,2014,20,17,2,Vid,Vid1H
3722,555,2014,20,17,3,Vid,Exam1H
3723,555,2014,20,17,4,Vid,Vid1H
3724,555,2014,20,17,5,Vid,Vid1H
3725,555,2014,20,17,6,Vid,Quiz2H
3726,555,2014,20,17,7,Quiz,Quiz2H
3727,555,2014,20,17,8,Vid,Vid1H
3728,555,2014,20,17,9,Quiz,Vid1H
3729,555,2014,20,17,10,Vid,Vid1H
3730,555,2014,20,17,11,Vid,Vid1H
3731,555,2014,20,17,12,Vid,Quiz2H
3732,555,2014,20,17,13,Exam,Vid1H
3733,555,2014,20,17,14,Vid,Vid1H
3734,555,2014,20,17,15,Vid,Quiz1H
3735,555,2014,20,17,16,Quiz,Vid1H
3736,555,2014,20,17,17,Quiz,Vid1H
3737,559,2014,16,14,1,Exam,Quiz1H
3738,559,2014,16,14,2,Vid,Quiz1H
3739,559,2014,16,14,3,Quiz,Exam1H
3740,559,2014,16,14,4,Quiz,Exam1H
3741,559,2014,16,14,5,Vid,Vid2H
3742,559,2014,16,14,6,Exam,Quiz1H
3743,559,2014,16,14,7,Quiz,Quiz1H
3744,559,2014,16,14,8,Quiz,Exam1H
3745,559,2014,16,14,9,Quiz,Vid1H
3746,559,2014,16,14,10,Quiz,Quiz1H
3747,559,2014,16,14,11,Quiz,Vid2H
3748,559,2014,16,14,12,Vid,Quiz1H
3749,559,2014,16,14,13,Exam,Vid1H
3750,559,2014,16,14,14,Vid,Quiz1H
3751,560,2014,14,9,1,Vid,Vid1H
3752,560,2014,14,9,2,Vid,Vid2H
3753,560,2014,14,9,3,Vid,Quiz2H
3754,560,2014,14,9,4,Quiz,Vid1H
3755,560,2014,14,9,5,Quiz,Quiz2H
3756,560,2014,14,9,6,Vid,Vid1H
3757,560,2014,14,9,7,Quiz,Quiz1H
3758,560,2014,14,9,8,Quiz,Vid2H
3759,560,2014,14,9,9,Vid,Quiz2H
3760,563,2014,16,9,1,Quiz,Vid3H
3761,563,2014,16,9,2,Exam,Quiz2H
3762,563,2014,16,9,3,Quiz,Vid1H
3763,563,2014,16,9,4,Vid,Quiz2H
3764,563,2014,16,9,5,Quiz,Vid1H
3765,563,2014,16,9,6,Vid,Quiz2H
3766,563,2014,16,9,7,Vid,Exam2H
3767,563,2014,16,9,8,Vid,Vid2H
3768,563,2014,16,9,9,Exam,Exam1H
3769,564,2014,9,5,1,Vid,Quiz2H
3770,564,2014,9,5,2,Exam,Quiz1H
3771,564,2014,9,5,3,Quiz,Vid4H
3772,564,2014,9,5,4,Quiz,Quiz1H
3773,564,2014,9,5,5,Quiz,Exam1H
3774,576,2014,9,7,1,Quiz,Quiz1H
3775,576,2014,9,7,2,Vid,Vid1H
3776,576,2014,9,7,3,Vid,Vid3H
3777,576,2014,9,7,4,Quiz,Quiz1H
3778,576,2014,9,7,5,Vid,Vid1H
3779,576,2014,9,7,6,Quiz,Vid1H
3780,576,2014,9,7,7,Vid,Quiz1H
3781,578,2014,19,12,1,Vid,Quiz1H
3782,578,2014,19,12,2,Quiz,Exam2H
3783,578,2014,19,12,3,Quiz,Vid4H
3784,578,2014,19,12,4,Quiz,Quiz1H
3785,578,2014,19,12,5,Quiz,Quiz1H
3786,578,2014,19,12,6,Quiz,Quiz1H
3787,578,2014,19,12,7,Quiz,Quiz1H
3788,578,2014,19,12,8,Quiz,Quiz1H
3789,578,2014,19,12,9,Exam,Quiz1H
3790,578,2014,19,12,10,Quiz,Quiz1H
3791,578,2014,19,12,11,Vid,Quiz1H
3792,578,2014,19,12,12,Quiz,Vid4H
3793,580,2014,16,10,1,Quiz,Vid2H
3794,580,2014,16,10,2,Vid,Quiz1H
3795,580,2014,16,10,3,Quiz,Quiz1H
3796,580,2014,16,10,4,Vid,Vid1H
3797,580,2014,16,10,5,Vid,Quiz2H
3798,580,2014,16,10,6,Quiz,Quiz1H
3799,580,2014,16,10,7,Quiz,Quiz1H
3800,580,2014,16,10,8,Vid,Vid1H
3801,580,2014,16,10,9,Vid,Vid2H
3802,580,2014,16,10,10,Quiz,Vid4H
3803,583,2014,8,4,1,Quiz,Quiz2H
3804,583,2014,8,4,2,Exam,Exam1H
3805,583,2014,8,4,3,Vid,Vid3H
3806,583,2014,8,4,4,Quiz,Quiz2H
3807,584,2014,15,13,1,Quiz,Quiz1H
3808,584,2014,15,13,2,Quiz,Quiz1H
3809,584,2014,15,13,3,Vid,Vid1H
3810,584,2014,15,13,4,Vid,Vid1H
3811,584,2014,15,13,5,Vid,Vid1H
3812,584,2014,15,13,6,Quiz,Vid1H
3813,584,2014,15,13,7,Vid,Vid1H
3814,584,2014,15,13,8,Vid,Vid1H
3815,584,2014,15,13,9,Quiz,Quiz1H
3816,584,2014,15,13,10,Vid,Quiz2H
3817,584,2014,15,13,11,Vid,Vid1H
3818,584,2014,15,13,12,Vid,Vid1H
3819,584,2014,15,13,13,Vid,Vid2H
3820,585,2014,11,10,1,Quiz,Vid1H
3821,585,2014,11,10,2,Quiz,Exam1H
3822,585,2014,11,10,3,Vid,Vid1H
3823,585,2014,11,10,4,Exam,Vid1H
3824,585,2014,11,10,5,Exam,Quiz1H
3825,585,2014,11,10,6,Vid,Quiz1H
3826,585,2014,11,10,7,Vid,Quiz1H
3827,585,2014,11,10,8,Vid,Exam2H
3828,585,2014,11,10,9,Quiz,Quiz1H
3829,585,2014,11,10,10,Quiz,Vid1H
3830,587,2014,8,6,1,Exam,Vid2H
3831,587,2014,8,6,2,Vid,Vid1H
3832,587,2014,8,6,3,Quiz,Quiz1H
3833,587,2014,8,6,4,Quiz,Exam1H
3834,587,2014,8,6,5,Quiz,Quiz1H
3835,587,2014,8,6,6,Vid,Quiz2H
3836,592,2014,13,6,1,Quiz,Vid4H
3837,592,2014,13,6,2,Quiz,Quiz1H
3838,592,2014,13,6,3,Quiz,Quiz1H
3839,592,2014,13,6,4,Quiz,Quiz1H
3840,592,2014,13,6,5,Vid,Vid4H
3841,592,2014,13,6,6,Vid,Quiz2H
3842,593,2014,19,11,1,Quiz,Quiz1H
3843,593,2014,19,11,2,Quiz,Vid2H
3844,593,2014,19,11,3,Vid,Quiz2H
3845,593,2014,19,11,4,Vid,Vid3H
3846,593,2014,19,11,5,Quiz,Exam1H
3847,593,2014,19,11,6,Vid,Vid3H
3848,593,2014,19,11,7,Exam,Quiz2H
3849,593,2014,19,11,8,Quiz,Quiz1H
3850,593,2014,19,11,9,Quiz,Quiz1H
3851,593,2014,19,11,10,Vid,Quiz2H
3852,593,2014,19,11,11,Quiz,Vid1H
3853,596,2014,8,5,1,Quiz,Vid1H
3854,596,2014,8,5,2,Quiz,Quiz2H
3855,596,2014,8,5,3,Vid,Quiz2H
3856,596,2014,8,5,4,Vid,Vid2H
3857,596,2014,8,5,5,Exam,Exam1H
3858,600,2014,14,10,1,Quiz,Quiz1H
3859,600,2014,14,10,2,Quiz,Exam2H
3860,600,2014,14,10,3,Quiz,Quiz1H
3861,600,2014,14,10,4,Vid,Quiz1H
3862,600,2014,14,10,5,Exam,Quiz1H
3863,600,2014,14,10,6,Quiz,Exam1H
3864,600,2014,14,10,7,Quiz,Vid4H
3865,600,2014,14,10,8,Quiz,Quiz1H
3866,600,2014,14,10,9,Quiz,Quiz1H
3867,600,2014,14,10,10,Exam,Quiz1H
3868,601,2014,26,14,1,Quiz,Quiz1H
3869,601,2014,26,14,2,Quiz,Vid4H
3870,601,2014,26,14,3,Vid,Quiz1H
3871,601,2014,26,14,4,Quiz,Exam4H
3872,601,2014,26,14,5,Quiz,Quiz2H
3873,601,2014,26,14,6,Vid,Quiz2H
3874,601,2014,26,14,7,Quiz,Quiz1H
3875,601,2014,26,14,8,Quiz,Quiz1H
3876,601,2014,26,14,9,Quiz,Quiz1H
3877,601,2014,26,14,10,Quiz,Quiz2H
3878,601,2014,26,14,11,Quiz,Vid3H
3879,601,2014,26,14,12,Quiz,Quiz1H
3880,601,2014,26,14,13,Exam,Quiz1H
3881,601,2014,26,14,14,Quiz,Quiz2H
3882,603,2014,12,7,1,Exam,Quiz1H
3883,603,2014,12,7,2,Quiz,Quiz1H
3884,603,2014,12,7,3,Quiz,Quiz1H
3885,603,2014,12,7,4,Quiz,Vid4H
3886,603,2014,12,7,5,Quiz,Exam2H
3887,603,2014,12,7,6,Vid,Vid2H
3888,603,2014,12,7,7,Vid,Quiz1H
3889,604,2014,8,5,1,Exam,Quiz2H
3890,604,2014,8,5,2,Quiz,Vid3H
3891,604,2014,8,5,3,Quiz,Exam1H
3892,604,2014,8,5,4,Vid,Quiz1H
3893,604,2014,8,5,5,Quiz,Quiz1H
3894,607,2014,8,4,1,Quiz,Vid4H
3895,607,2014,8,4,2,Vid,Vid1H
3896,607,2014,8,4,3,Vid,Exam1H
3897,607,2014,8,4,4,Exam,Quiz2H
3898,614,2014,18,17,1,Vid,Exam1H
3899,614,2014,18,17,2,Vid,Vid1H
3900,614,2014,18,17,3,Quiz,Quiz1H
3901,614,2014,18,17,4,Quiz,Quiz2H
3902,614,2014,18,17,5,Vid,Vid1H
3903,614,2014,18,17,6,Vid,Exam1H
3904,614,2014,18,17,7,Vid,Vid1H
3905,614,2014,18,17,8,Quiz,Vid1H
3906,614,2014,18,17,9,Exam,Vid1H
3907,614,2014,18,17,10,Quiz,Vid1H
3908,614,2014,18,17,11,Vid,Vid1H
3909,614,2014,18,17,12,Exam,Quiz1H
3910,614,2014,18,17,13,Vid,Quiz1H
3911,614,2014,18,17,14,Vid,Vid1H
3912,614,2014,18,17,15,Vid,Vid1H
3913,614,2014,18,17,16,Quiz,Quiz1H
3914,614,2014,18,17,17,Vid,Vid1H
3915,617,2014,8,6,1,Quiz,Quiz1H
