,Year,Departement,Module_ID,Module,Chapter_ID,Chapter,Quiz_perChapter,Quizz_ID,Rank_onChapter,Quizz_Type,Slip,Guess,Success_Prct,Success_Attempts,Failure_Attempts,Number_Attempts,UniQ_Learner,Sucessful_Learners,Unsucessful_Learners,Avg_Attempts,Percent_Learners_Success,Predict_Difficulty,Correct_Difficulty,Score,Difficulty_String,Difficulty,Department
3524,2018,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,1,Les Agents Economiques et leurs Operations,6,153,4,QCU,0.18,0.86,70.68,13,6,19,15,13,2,1.27,86.67,Facile,Facile,0,Meme Difficulté,Adapte,Economy
4648,2019,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,1,Les Agents Economiques et leurs Operations,6,153,4,QCM,0.02,0.7,70.68,13,6,19,17,13,4,1.12,76.47,Facile,Facile,0,Meme Difficulté,Adapte,Economy
5772,2020,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,1,Les Agents Economiques et leurs Operations,6,153,4,QCM,0.1,0.97,70.68,13,6,19,13,13,0,1.46,100.0,Facile,Facile,0,Meme Difficulté,Adapte,Economy
153,2015,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,1,Les Agents Economiques et leurs Operations,6,154,5,QCU,0.1,0.88,77.86,19,5,24,21,19,2,1.14,90.48,Difficile,Facile,2,Beaucoup plus Facile,Pas Adapte,Economy
1277,2016,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,1,Les Agents Economiques et leurs Operations,6,154,5,QCU,0.35,0.44,48.31,11,11,22,13,11,2,1.69,84.62,Facile,Moyen,-1,Plus Difficile,Pas Adapte,Economy
2401,2017,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,1,Les Agents Economiques et leurs Operations,6,154,5,QCU,0.42,0.33,9.07,2,19,21,8,2,6,2.62,25.0,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Economy
3525,2018,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,1,Les Agents Economiques et leurs Operations,6,154,5,QCU,0.28,0.41,51.45,11,10,21,14,11,3,1.5,78.57,Moyen,Moyen,0,Meme Difficulté,Pas Adapte,Economy
4649,2019,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,1,Les Agents Economiques et leurs Operations,6,154,5,QCU,0.18,0.83,90.64,21,2,23,22,21,1,1.05,95.45,Difficile,Facile,2,Beaucoup plus Facile,Pas Adapte,Economy
5773,2020,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,1,Les Agents Economiques et leurs Operations,6,154,5,QCU,0.57,0.4,7.81,2,18,20,19,2,17,1.05,10.53,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Economy
154,2015,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,1,Les Agents Economiques et leurs Operations,6,155,6,QCM,0.53,0.28,13.67,2,14,16,9,2,7,1.78,22.22,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Economy
1278,2016,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,1,Les Agents Economiques et leurs Operations,6,155,6,QCM,0.66,0.22,28.29,5,12,17,9,5,4,1.89,55.56,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Economy
2402,2017,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,1,Les Agents Economiques et leurs Operations,6,155,6,QCU,0.04,0.83,78.76,11,3,14,13,11,2,1.08,84.62,Moyen,Facile,1,Plus Facile,Pas Adapte,Economy
3526,2018,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,1,Les Agents Economiques et leurs Operations,6,155,6,QCU,0.15,0.8,68.19,9,4,13,12,9,3,1.08,75.0,Moyen,Facile,1,Plus Facile,Adapte,Economy
4650,2019,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,1,Les Agents Economiques et leurs Operations,6,155,6,QCU,0.18,0.8,68.19,10,4,14,13,10,3,1.08,76.92,Facile,Facile,0,Meme Difficulté,Adapte,Economy
5774,2020,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,1,Les Agents Economiques et leurs Operations,6,155,6,QCU,0.14,0.8,68.19,8,4,12,10,8,2,1.2,80.0,Facile,Facile,0,Meme Difficulté,Adapte,Economy
155,2015,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,2,Le Circuit Economique dans le Cadre National,11,156,1,QCM,0.39,0.56,48.27,17,19,36,20,17,3,1.8,85.0,Facile,Moyen,-1,Plus Difficile,Pas Adapte,Economy
1279,2016,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,2,Le Circuit Economique dans le Cadre National,11,156,1,QCM,0.2,0.98,95.01,38,2,40,38,38,0,1.05,100.0,Facile,Facile,0,Meme Difficulté,Pas Adapte,Economy
2403,2017,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,2,Le Circuit Economique dans le Cadre National,11,156,1,QCM,0.63,0.17,10.59,4,35,39,29,4,25,1.34,13.79,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Economy
3527,2018,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,2,Le Circuit Economique dans le Cadre National,11,156,1,QCM,0.27,0.44,46.93,20,22,42,40,20,20,1.05,50.0,Difficile,Moyen,1,Plus Facile,Pas Adapte,Economy
4651,2019,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,2,Le Circuit Economique dans le Cadre National,11,156,1,QCM,0.41,0.59,45.13,18,21,39,31,18,13,1.26,58.06,Difficile,Moyen,1,Plus Facile,Pas Adapte,Economy
5775,2020,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,2,Le Circuit Economique dans le Cadre National,11,156,1,QCM,0.71,0.24,13.94,6,38,44,13,6,7,3.38,46.15,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Economy
156,2015,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,2,Le Circuit Economique dans le Cadre National,11,157,2,QCM,0.34,0.7,52.32,29,26,55,52,29,23,1.06,55.77,Facile,Moyen,-1,Plus Difficile,Pas Adapte,Economy
1280,2016,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,2,Le Circuit Economique dans le Cadre National,11,157,2,QCM,0.23,0.41,52.13,31,28,59,49,31,18,1.2,63.27,Difficile,Moyen,1,Plus Facile,Pas Adapte,Economy
2404,2017,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,2,Le Circuit Economique dans le Cadre National,11,157,2,QCM,0.33,0.37,46.98,29,32,61,59,29,30,1.03,49.15,Moyen,Moyen,0,Meme Difficulté,Pas Adapte,Economy
3528,2018,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,2,Le Circuit Economique dans le Cadre National,11,157,2,QCM,0.08,0.78,97.09,57,2,59,58,57,1,1.02,98.28,Moyen,Facile,1,Plus Facile,Pas Adapte,Economy
4652,2019,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,2,Le Circuit Economique dans le Cadre National,11,157,2,QCM,0.74,0.28,18.24,12,56,68,28,12,16,2.43,42.86,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Economy
5776,2020,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,2,Le Circuit Economique dans le Cadre National,11,157,2,QCM,0.13,0.81,74.92,53,18,71,64,53,11,1.11,82.81,Moyen,Facile,1,Plus Facile,Adapte,Economy
157,2015,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,2,Le Circuit Economique dans le Cadre National,11,158,3,QROC,0.09,0.57,66.39,36,18,54,49,36,13,1.1,73.47,Difficile,Facile,2,Beaucoup plus Facile,Adapte,Economy
1281,2016,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,2,Le Circuit Economique dans le Cadre National,11,158,3,QROC,0.11,0.5,66.39,37,18,55,47,37,10,1.17,78.72,Facile,Facile,0,Meme Difficulté,Adapte,Economy
2405,2017,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,2,Le Circuit Economique dans le Cadre National,11,158,3,QO,0.13,0.91,66.39,37,19,56,49,37,12,1.14,75.51,Facile,Facile,0,Meme Difficulté,Adapte,Economy
3529,2018,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,2,Le Circuit Economique dans le Cadre National,11,158,3,QCU,0.03,0.92,66.39,32,16,48,41,32,9,1.17,78.05,Facile,Facile,0,Meme Difficulté,Adapte,Economy
4653,2019,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,2,Le Circuit Economique dans le Cadre National,11,158,3,QCU,0.01,0.89,66.39,27,14,41,27,27,0,1.52,100.0,Facile,Facile,0,Meme Difficulté,Adapte,Economy
5777,2020,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,2,Le Circuit Economique dans le Cadre National,11,158,3,QCU,0.04,0.95,66.39,25,13,38,28,25,3,1.36,89.29,Facile,Facile,0,Meme Difficulté,Adapte,Economy
158,2015,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,2,Le Circuit Economique dans le Cadre National,11,159,4,QCU,0.03,0.97,83.09,37,7,44,37,37,0,1.19,100.0,Difficile,Facile,2,Beaucoup plus Facile,Pas Adapte,Economy
1282,2016,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,2,Le Circuit Economique dans le Cadre National,11,159,4,QCU,0.25,0.41,37.03,18,31,49,22,18,4,2.23,81.82,Difficile,Moyen,1,Plus Facile,Pas Adapte,Economy
2406,2017,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,2,Le Circuit Economique dans le Cadre National,11,159,4,QCU,0.14,0.84,75.67,38,12,50,42,38,4,1.19,90.48,Facile,Facile,0,Meme Difficulté,Pas Adapte,Economy
3530,2018,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,2,Le Circuit Economique dans le Cadre National,11,159,4,QCM,0.5,0.35,42.64,21,29,50,28,21,7,1.79,75.0,Facile,Moyen,-1,Plus Difficile,Pas Adapte,Economy
4654,2019,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,2,Le Circuit Economique dans le Cadre National,11,159,4,QCU,0.63,0.22,4.7,3,54,57,24,3,21,2.38,12.5,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Economy
5778,2020,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,2,Le Circuit Economique dans le Cadre National,11,159,4,QCU,0.01,0.88,84.21,54,10,64,57,54,3,1.12,94.74,Difficile,Facile,2,Beaucoup plus Facile,Pas Adapte,Economy
159,2015,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,2,Le Circuit Economique dans le Cadre National,11,160,5,QCU,0.04,0.89,72.3,63,24,87,81,63,18,1.07,77.78,Facile,Facile,0,Meme Difficulté,Adapte,Economy
1283,2016,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,2,Le Circuit Economique dans le Cadre National,11,160,5,QCU,0.17,0.84,72.3,69,27,96,74,69,5,1.3,93.24,Facile,Facile,0,Meme Difficulté,Adapte,Economy
2407,2017,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,2,Le Circuit Economique dans le Cadre National,11,160,5,QCU,0.15,0.91,72.3,74,29,103,94,74,20,1.1,78.72,Facile,Facile,0,Meme Difficulté,Adapte,Economy
3531,2018,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,2,Le Circuit Economique dans le Cadre National,11,160,5,QCU,0.07,0.75,72.3,71,27,98,92,71,21,1.07,77.17,Facile,Facile,0,Meme Difficulté,Adapte,Economy
4655,2019,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,2,Le Circuit Economique dans le Cadre National,11,160,5,QCU,0.02,0.93,72.3,66,25,91,88,66,22,1.03,75.0,Facile,Facile,0,Meme Difficulté,Adapte,Economy
5779,2020,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,2,Le Circuit Economique dans le Cadre National,11,160,5,QCM,0.05,0.81,72.3,69,27,96,95,69,26,1.01,72.63,Facile,Facile,0,Meme Difficulté,Adapte,Economy
160,2015,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,2,Le Circuit Economique dans le Cadre National,11,161,6,QCU,0.04,0.89,90.94,71,7,78,73,71,2,1.07,97.26,Moyen,Facile,1,Plus Facile,Pas Adapte,Economy
1284,2016,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,2,Le Circuit Economique dans le Cadre National,11,161,6,QCU,0.21,0.67,43.32,33,44,77,59,33,26,1.31,55.93,Moyen,Moyen,0,Meme Difficulté,Pas Adapte,Economy
2408,2017,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,2,Le Circuit Economique dans le Cadre National,11,161,6,QCU,0.44,0.21,15.87,14,74,88,39,14,25,2.26,35.9,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Economy
3532,2018,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,2,Le Circuit Economique dans le Cadre National,11,161,6,QCU,0.36,0.73,55.11,43,35,78,51,43,8,1.53,84.31,Facile,Moyen,-1,Plus Difficile,Pas Adapte,Economy
4656,2019,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,2,Le Circuit Economique dans le Cadre National,11,161,6,QCM,0.55,0.15,21.63,16,58,74,43,16,27,1.72,37.21,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Economy
5780,2020,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,2,Le Circuit Economique dans le Cadre National,11,161,6,QCM,0.56,0.21,6.07,4,59,63,36,4,32,1.75,11.11,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Economy
161,2015,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,2,Le Circuit Economique dans le Cadre National,11,162,7,QCU,0.16,0.96,86.22,35,6,41,41,35,6,1.0,85.37,Difficile,Facile,2,Beaucoup plus Facile,Pas Adapte,Economy
1285,2016,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,2,Le Circuit Economique dans le Cadre National,11,162,7,QCU,0.36,0.57,38.01,17,28,45,24,17,7,1.88,70.83,Difficile,Moyen,1,Plus Facile,Pas Adapte,Economy
2409,2017,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,2,Le Circuit Economique dans le Cadre National,11,162,7,QCU,0.07,0.78,85.23,43,8,51,50,43,7,1.02,86.0,Facile,Facile,0,Meme Difficulté,Pas Adapte,Economy
3533,2018,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,2,Le Circuit Economique dans le Cadre National,11,162,7,QCU,0.26,0.43,61.36,33,21,54,39,33,6,1.38,84.62,Difficile,Moyen,1,Plus Facile,Adapte,Economy
4657,2019,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,2,Le Circuit Economique dans le Cadre National,11,162,7,QCU,0.31,0.62,61.36,37,24,61,60,37,23,1.02,61.67,Moyen,Moyen,0,Meme Difficulté,Adapte,Economy
5781,2020,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,2,Le Circuit Economique dans le Cadre National,11,162,7,QCU,0.29,0.44,61.36,39,25,64,55,39,16,1.16,70.91,Moyen,Moyen,0,Meme Difficulté,Adapte,Economy
162,2015,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,2,Le Circuit Economique dans le Cadre National,11,163,8,QCU,0.62,0.34,3.43,2,51,53,35,2,33,1.51,5.71,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Economy
1286,2016,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,2,Le Circuit Economique dans le Cadre National,11,163,8,QCU,0.41,0.28,32.22,19,40,59,25,19,6,2.36,76.0,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Economy
2410,2017,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,2,Le Circuit Economique dans le Cadre National,11,163,8,QCU,0.1,0.84,69.03,36,16,52,48,36,12,1.08,75.0,Difficile,Facile,2,Beaucoup plus Facile,Adapte,Economy
3534,2018,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,2,Le Circuit Economique dans le Cadre National,11,163,8,QCU,0.08,0.94,69.03,33,15,48,33,33,0,1.45,100.0,Facile,Facile,0,Meme Difficulté,Adapte,Economy
4658,2019,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,2,Le Circuit Economique dans le Cadre National,11,163,8,QCU,0.04,0.92,69.03,31,14,45,44,31,13,1.02,70.45,Facile,Facile,0,Meme Difficulté,Adapte,Economy
5782,2020,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,2,Le Circuit Economique dans le Cadre National,11,163,8,QCU,0.03,0.82,69.03,35,15,50,42,35,7,1.19,83.33,Facile,Facile,0,Meme Difficulté,Adapte,Economy
163,2015,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,2,Le Circuit Economique dans le Cadre National,11,164,9,QCU,0.32,0.45,50.57,6,5,11,7,6,1,1.57,85.71,Difficile,Moyen,1,Plus Facile,Pas Adapte,Economy
1287,2016,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,2,Le Circuit Economique dans le Cadre National,11,164,9,QCU,0.06,0.98,76.44,10,3,13,10,10,0,1.3,100.0,Difficile,Facile,2,Beaucoup plus Facile,Pas Adapte,Economy
2411,2017,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,2,Le Circuit Economique dans le Cadre National,11,164,9,QCU,0.19,0.78,89.44,12,1,13,12,12,0,1.08,100.0,Moyen,Facile,1,Plus Facile,Pas Adapte,Economy
3535,2018,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,2,Le Circuit Economique dans le Cadre National,11,164,9,QO,0.09,0.66,93.5,10,1,11,11,10,1,1.0,90.91,Moyen,Facile,1,Plus Facile,Pas Adapte,Economy
4659,2019,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,2,Le Circuit Economique dans le Cadre National,11,164,9,QO,0.29,0.17,39.22,5,8,13,11,5,6,1.18,45.45,Difficile,Moyen,1,Plus Facile,Pas Adapte,Economy
5783,2020,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,2,Le Circuit Economique dans le Cadre National,11,164,9,QO,0.8,0.1,4.29,0,11,11,8,0,8,1.38,0.0,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Economy
164,2015,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,2,Le Circuit Economique dans le Cadre National,11,165,10,QCU,0.06,0.95,95.23,90,5,95,91,90,1,1.04,98.9,Facile,Facile,0,Meme Difficulté,Pas Adapte,Economy
1288,2016,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,2,Le Circuit Economique dans le Cadre National,11,165,10,QCU,0.17,0.81,85.04,82,14,96,95,82,13,1.01,86.32,Facile,Facile,0,Meme Difficulté,Pas Adapte,Economy
2412,2017,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,2,Le Circuit Economique dans le Cadre National,11,165,10,QCU,0.54,0.39,21.98,23,80,103,52,23,29,1.98,44.23,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Economy
3536,2018,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,2,Le Circuit Economique dans le Cadre National,11,165,10,QCU,0.14,0.78,94.2,96,6,102,101,96,5,1.01,95.05,Facile,Facile,0,Meme Difficulté,Pas Adapte,Economy
4660,2019,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,2,Le Circuit Economique dans le Cadre National,11,165,10,QCU,0.24,0.58,36.17,37,65,102,87,37,50,1.17,42.53,Facile,Moyen,-1,Plus Difficile,Pas Adapte,Economy
5784,2020,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,2,Le Circuit Economique dans le Cadre National,11,165,10,QCU,0.3,0.61,38.91,42,65,107,66,42,24,1.62,63.64,Facile,Moyen,-1,Plus Difficile,Pas Adapte,Economy
165,2015,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,2,Le Circuit Economique dans le Cadre National,11,166,11,QCU,0.69,0.38,22.84,9,29,38,18,9,9,2.11,50.0,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Economy
1289,2016,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,2,Le Circuit Economique dans le Cadre National,11,166,11,QCU,0.16,0.96,99.61,35,0,35,35,35,0,1.0,100.0,Difficile,Facile,2,Beaucoup plus Facile,Pas Adapte,Economy
2413,2017,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,2,Le Circuit Economique dans le Cadre National,11,166,11,QCU,0.36,0.59,61.77,23,15,38,25,23,2,1.52,92.0,Facile,Moyen,-1,Plus Difficile,Adapte,Economy
3537,2018,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,2,Le Circuit Economique dans le Cadre National,11,166,11,QCU,0.22,0.44,61.77,27,16,43,32,27,5,1.34,84.38,Moyen,Moyen,0,Meme Difficulté,Adapte,Economy
4661,2019,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,2,Le Circuit Economique dans le Cadre National,11,166,11,QCU,0.34,0.68,61.77,28,18,46,41,28,13,1.12,68.29,Moyen,Moyen,0,Meme Difficulté,Adapte,Economy
5785,2020,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,2,Le Circuit Economique dans le Cadre National,11,166,11,QCU,0.22,0.64,61.77,25,15,40,28,25,3,1.43,89.29,Moyen,Moyen,0,Meme Difficulté,Adapte,Economy
166,2015,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,3,Les Interdependances Economiques entre les Nations,3,167,1,QCU,0.28,0.56,51.88,18,17,35,22,18,4,1.59,81.82,Difficile,Moyen,1,Plus Facile,Pas Adapte,Economy
1290,2016,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,3,Les Interdependances Economiques entre les Nations,3,167,1,QCU,0.1,0.89,97.89,29,1,30,29,29,0,1.03,100.0,Difficile,Facile,2,Beaucoup plus Facile,Pas Adapte,Economy
2414,2017,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,3,Les Interdependances Economiques entre les Nations,3,167,1,QCU,0.58,0.28,31.68,10,23,33,32,10,22,1.03,31.25,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Economy
3538,2018,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,3,Les Interdependances Economiques entre les Nations,3,167,1,QCU,0.12,0.85,83.88,28,5,33,31,28,3,1.06,90.32,Facile,Facile,0,Meme Difficulté,Pas Adapte,Economy
4662,2019,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,3,Les Interdependances Economiques entre les Nations,3,167,1,QCU,0.41,0.22,31.62,11,25,36,25,11,14,1.44,44.0,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Economy
5786,2020,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,3,Les Interdependances Economiques entre les Nations,3,167,1,QCU,0.44,0.27,1.45,1,35,36,15,1,14,2.4,6.67,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Economy
167,2015,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,3,Les Interdependances Economiques entre les Nations,3,168,2,QCM,0.02,0.81,94.51,15,1,16,16,15,1,1.0,93.75,Difficile,Facile,2,Beaucoup plus Facile,Pas Adapte,Economy
1291,2016,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,3,Les Interdependances Economiques entre les Nations,3,168,2,QCM,0.78,0.19,13.58,2,14,16,7,2,5,2.29,28.57,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Economy
2415,2017,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,3,Les Interdependances Economiques entre les Nations,3,168,2,QCM,0.55,0.26,4.61,1,14,15,4,1,3,3.75,25.0,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Economy
3539,2018,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,3,Les Interdependances Economiques entre les Nations,3,168,2,QCM,0.08,0.84,89.95,12,1,13,12,12,0,1.08,100.0,Difficile,Facile,2,Beaucoup plus Facile,Pas Adapte,Economy
4663,2019,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,3,Les Interdependances Economiques entre les Nations,3,168,2,QCM,0.32,0.37,62.72,9,6,15,9,9,0,1.67,100.0,Moyen,Moyen,0,Meme Difficulté,Adapte,Economy
5787,2020,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,3,Les Interdependances Economiques entre les Nations,3,168,2,QCM,0.43,0.53,62.72,9,6,15,12,9,3,1.25,75.0,Moyen,Moyen,0,Meme Difficulté,Adapte,Economy
168,2015,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,3,Les Interdependances Economiques entre les Nations,3,169,3,QROC,0.4,0.32,59.09,30,20,50,35,30,5,1.43,85.71,Moyen,Moyen,0,Meme Difficulté,Pas Adapte,Economy
1292,2016,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,3,Les Interdependances Economiques entre les Nations,3,169,3,QROC,0.11,0.79,93.45,47,3,50,48,47,1,1.04,97.92,Facile,Facile,0,Meme Difficulté,Pas Adapte,Economy
2416,2017,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,3,Les Interdependances Economiques entre les Nations,3,169,3,QROC,0.04,0.42,74.72,35,12,47,46,35,11,1.02,76.09,Facile,Facile,0,Meme Difficulté,Adapte,Economy
3540,2018,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,3,Les Interdependances Economiques entre les Nations,3,169,3,QROC,0.01,0.67,74.72,33,11,44,40,33,7,1.1,82.5,Facile,Facile,0,Meme Difficulté,Adapte,Economy
4664,2019,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,3,Les Interdependances Economiques entre les Nations,3,169,3,QO,0.14,0.85,74.72,37,13,50,42,37,5,1.19,88.1,Facile,Facile,0,Meme Difficulté,Adapte,Economy
5788,2020,Économie,2,La Representation de l'Activite Economique: Le Circuit Economique,3,Les Interdependances Economiques entre les Nations,3,169,3,QO,0.01,0.4,74.72,41,14,55,54,41,13,1.02,75.93,Facile,Facile,0,Meme Difficulté,Adapte,Economy
169,2015,Économie,3,La Production,1,La Notion de Production,5,170,1,QCM,0.69,0.2,7.64,4,44,48,22,4,18,2.18,18.18,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Economy
1293,2016,Économie,3,La Production,1,La Notion de Production,5,170,1,QCM,0.71,0.3,12.79,7,48,55,28,7,21,1.96,25.0,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Economy
2417,2017,Économie,3,La Production,1,La Notion de Production,5,170,1,QCM,0.55,0.21,25.78,14,42,56,41,14,27,1.37,34.15,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Economy
3541,2018,Économie,3,La Production,1,La Notion de Production,5,170,1,QCM,0.04,0.9,78.66,46,12,58,54,46,8,1.07,85.19,Difficile,Facile,2,Beaucoup plus Facile,Pas Adapte,Economy
4665,2019,Économie,3,La Production,1,La Notion de Production,5,170,1,QCM,0.4,0.48,35.54,20,36,56,55,20,35,1.02,36.36,Moyen,Moyen,0,Meme Difficulté,Pas Adapte,Economy
5789,2020,Économie,3,La Production,1,La Notion de Production,5,170,1,QCM,0.58,0.23,20.23,12,45,57,40,12,28,1.43,30.0,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Economy
170,2015,Économie,3,La Production,1,La Notion de Production,5,171,2,QCM,0.66,0.16,10.53,4,31,35,30,4,26,1.17,13.33,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Economy
1294,2016,Économie,3,La Production,1,La Notion de Production,5,171,2,QROC,0.65,0.17,22.46,7,23,30,19,7,12,1.58,36.84,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Economy
2418,2017,Économie,3,La Production,1,La Notion de Production,5,171,2,QROC,0.09,0.95,90.61,27,3,30,29,27,2,1.03,93.1,Facile,Facile,0,Meme Difficulté,Pas Adapte,Economy
3542,2018,Économie,3,La Production,1,La Notion de Production,5,171,2,QROC,0.52,0.33,49.25,17,17,34,22,17,5,1.55,77.27,Facile,Moyen,-1,Plus Difficile,Pas Adapte,Economy
